,Section ID,Text Section,Title,Author,Translated Text
227505,Data/tlg4015tlg002opp-grc1_clean.xml1-0-0-3-208-13,"
			2 δύνασθαι BMU: δεῖν t 3 φησιν U 3. 4 φαίνεται μὲν (μέν om. M) γὰρ ἐξυμνῶν
ὁ Πλάτων MU 5 εἶναι λέγει t 6 διαλεκτικῆς U καὶ ἀποδεικτικῆς om M
8 καὶ om. Β 9 εστιν οὐδὲν M 10 καὶ εἰ Bt ἀποδεικνύουσιν 1
13 δεῖξαι om Β 14 περὶ t 15 λογικόν D 16 <an ὡς> ὡ.? cf. p.311,19 313,16
314,15 18 δὲ om. Bt 20 τὸ μὲν om. MU 21 οὐ prius om. MU πρόσκειται Β
an καὶ τοῦτο? cf. vs. 28 22 περιλαμβάνουσα MO 23 ante λογικὸς add. ὁ BU t
26 δῆλον δὲ τοῦτο U, om. δὲ M 27 πότερον e πρότερον corn post 2.; γὰρ transponit M
29 αἰρεῖ pr. U 32 συναγάγοι t 36 post εἰ add. τι M συγχωρήσωμεν t
		",in Aristotelis Analytica Priora commentaria,Joannes Philoponus,None
228790,Data/tlg1271tlg0011st1K-grc1_clean.xml1-0-0-22-6-0,"
			 τὸ ἀξιαγάπητον τῆς ἁγνείας ἦθος ἐνδειξάσθωσαν, τὸ ἀκέραιον τῆς πραΰτητος
                            αὐτῶν βούλημα ἀποδειξάτωσαν, τὸ ἐπιεικὲς τῆς γλώσσης αὐτῶν διὰ τῆς σιγῆς
                            φανερὸν ποιησάτωσαν, τὴν ἀγάπην αὐτῶν μὴ κατὰ προσκλίσεις, ἀλλὰ πᾶσιν
                            τοῖς φοβουμένοις τὸν θεὸν ὁσίως ἴσην παρεχέτωσαν. 
		",Epistula I ad Corinthios,Clemens Romanus,"Let them exhibit the lovely habit of purity, let them show forth the innocent will of meekness, let them make the gentleness of their tongue manifest by their silence, let them not give their affection by factious preference, but in holiness to all equally who fear God."
230383,Data/tlg0062tlg0011st1K-grc1_clean.xml1-0-0-1-6-0,"
			Ὁ μὲν οὖν τἀναντία μοι ἐγνωκώς, καθάπερ ἐκ 6
τοῦ Ἀκράγαντος ἄρτι καταπεπλευκώς, σφαγάς
τινα ας καὶ βίας καὶ ἁρπαγὰς καὶ ἀπαγωγὰς
ἐτραγῴδει τοῦ τυράννου μόνον οὐκ αὐτόπτης
γεγενῆθαι λέγων, ὃν ἴσμεν οὐδʼ ἄχρι τοῦ πλοίου
ἀποδεδημηκότα. χρὴ δὲ τὰ μὲν τοιαῦτα μηδὲ τοῖς
πεπονθέναι φάσκουσιν πάνυ πιστεύειν διηγουυμένοις—ἄδηλον
γὰρ εἰ ἀληθῆ λέγουσιν— οὐχ
ὅπως αὐτοὺς ἃ μὴ ἐπιστάμεθα κατηγορεῖν.
		",Phalaris,Lucian of Samosata,None
235277,Data/tlg2057tlg0021st1K-grc1_clean.xml1-0-0-2-20-1-32,"
			συναγάγῃ.
		",Historia Ecclesiastica,"Socrates, Scholasticus",None
236280,Data/tlg2057tlg0021st1K-grc1_clean.xml1-0-0-8-14-1,"
			Τοῦ δὲ βασιλέως ἐπιόντος τῷ τυράννῳ, πυνθανόμενοι τὴν παρασκευὴν οἱ ὑπὸ
                            Μαξίμῳ ταττόμενοι οὐδὲ τὴν ἐκ τῆς φήμης προσβολὴν ἐνεγκεῖν ἐδυνήθησαν:
                            ἀλλὰ καταπτήξαντες δέσμιον αὐτῷ τὸν τύραννον ἐνεχείρισαν: ὃς ἀνῃρέθη ἐν
                            τῇ αὐτῇ ὑπατείᾳ, ἑβδόμῃ καὶ εἰκάδι τοῦ Αὐγούστου μηνός. Ἀνδραγάθιος δὲ ὁ
                            τοῦ βασιλέως Γρατιανοῦ φονεὺς τῆς ἥττης αἰσθόμενος, εἰς τὸν παρακείμενον
                            ποταμὸν ῥίψας ἑαυτὸν ἀπεπνίγη. Τότε οὖν οἱ βασιλεῖς νικηφόροι ἐπὶ τὴν
                            Ῥώμην ἐχώρουν: ἦν δὲ καὶ ὁ υἱὸς Ὁνώριος σὺν αὐτοῖς, κομιδὴ νέος ὤν: μετὰ
                            γὰρ τὴν κατὰ Μαξίμου νίκην μεταπέμπεται αὐτὸν ὁ πατὴρ ἐκ τῆς
                            Κωνσταντινουπόλεως. Ἦσαν οὖν ἐν τῇ Ῥώμῃ ἐπινικίους ἑορτὰς ἐπιτελοῦντες:
                            ὅτε καὶ τὴν ἑαυτοῦ ἀγαθότητα ἐπὶ Συμμάχου τοῦ ἀπὸ ὑπάτων ὁ βασιλεὺς
                            Θεοδόσιος ἐπεδείξατο. Οὗτος γὰρ ὁ Σύμμαχος πρῶτος μὲν ἦν τῆς ἐν Ῥώμῃ
                            συγκλήτου: ἐθαυμάζετο δὲ ἐπὶ παιδεύσει λόγων Ῥωμαϊκῶν: καὶ γὰρ αὐτῷ
                            πολλοὶ λόγοι συγγεγραμμένοι τῇ Ῥωμαίων γλώσσῃ τυγχάνουσι. Βασιλικὸν οὖν
                            λόγον εἰς Μάξιμον ἔτι περιόντα γεγραφὼς καὶ διεξελθὼν, τῷ τῆς
                            καθοσιώσεως ἐγκλήματι ἔνοχος ὕστερον γέγονεν: διὰ τοῦτο δὴ δεδιὼς τὸν
                            θάνατον τῇ ἐκκλησίᾳ προσέφυγεν. Ὁ δὲ βασιλεὺς οὕτως ἦν περὶ τὸν
                            Χριστιανισμὸν εὐλαβὴς, ὡς μὴ μόνον τοὺς τῆς αὐτοῦ πίστεως ἱερεῖς
                            ὑπερτιμᾶν, ἀλλὰ γὰρ καὶ Ναυατιανοὺς τὸ 
		",Historia Ecclesiastica,"Socrates, Scholasticus",None
236850,Data/tlg0062tlg0031st1K-grc1_clean.xml1-0-0-10-0,"
			Ταῦτά μοι κατὰ τὸν Μῶμον εἰς ἐμαυτον ἀπεσκώφθω, 8
καὶ μὰ τὸν Δί᾿ οὐκ ἂν ἔτι ἐπαγάγοιμι τὸ
ἐπιμύθιον· ὁρᾶτε γὰρ ἤδη καθʼ ὅ τι τῷ μύθῳ
ἔοικα. ὥστε ἢν μέν τι παραπαίωμεν, ἡ μέθη αἰτία·
εἰ δὲ πινυτὰ δόξειε τὰ λεγόμενα, ὁ Σιληνὸς ἄρα
ἦν ἵλεως.
		",Bacchus,Lucian of Samosata,None
236884,Data/tlg2806tlg0011st1K-grc1_clean.xml1-0-0-0-7-0-20,"
			ἐπὶ desinit versus, proximum incipit πνϲ, post ἐπὶ add. λύων
ἔκ V2 3 χρονῆϲαι B 10 προϲκυνήϲωμεν V 14 ἀλευτρόπω
B 15 λαμβάνον B 16 πτωχίαϲ B 18 παραφύλαξε B
19 ϲυναγάγειϲ V 20 παρόργηϲαϲ BV παροργίϲειϲ Ha ἐμὲ
παροργήϲαϲ ἐκείνην Dr 22 χωρηγηθήϲεται B
		",Vita Porphyrii episcopi Gazensis,Marcus Diaconus,None
240064,Data/tlg0087tlg0111st1K-grc1_clean.xml1-0-0-2-22-44-0-0,"
			χιράδεϲ: εἰϲὶ δὲ αἱ τῶν χειρῶν ῥαγάδεϲ. διὰ τοῦ ῑ γράφεται.
καὶ ὤφειλε διὰ τῆϲ ει διφθόγγου γράφεϲθαι, ἐπειδὴ παρὰ τὸ χείρ γέγονεν. 
		",Περὶ ὀρθογραφίας,Herodianus,None
240065,Data/tlg0087tlg0111st1K-grc1_clean.xml1-0-0-2-22-44-0-0-1,"
			τὸ γὰρ ῥαγάδαϲ ἔχον οὐκ
ἔϲτιν ὁλόκληρον
		",Περὶ ὀρθογραφίας,Herodianus,None
240083,Data/tlg0087tlg0111st1K-grc1_clean.xml1-0-0-2-22-60-0-1,"
			pronnciasse sic fero Τρύφων ἔλεγεν, ὅτι ϲυνέπαθεν κτλ. ἀλλὰ κρεῖττόν ἐϲτιν
εἰπεῖν, ὅτι ἀπέβαλε τὸ ε ὥϲπερ τὸ λείβω λιβάϲ. Hes. χίροι (quod Sclrnldt. ex.
χιράδεϲ iure corruptum putat) αἱ ἐν ταῖϲ πτέρναιϲ ῥαγάδεϲ, sed idem χειράδαϲ
τὰϲ ἐν τρῖϲ ποϲὶ ῥαγάδαϲ. 1. 1 Choer. 278, 1. Hes. s. v. χίδρα. 1. 3 Choer. 279, 4
E. Gud. παρὰ τὸ περιχεῖϲθαι τῷ ϲώματι ἡμῶν. Hes. 1. 4 Choer. 278, 24, E. M.
812, 21 , Hes. 1.6 Choer. 276, 31. 1. 8 Hes. 1. 9 Choer. 278, 8, Hes. 1.10
Hes. Choer. 276, 28 habet χορήγιον. 1.11 Choer. 277,18. 1.13 Choer. 277, 31
Hes. habet χορεῖον αὔλημά τι et χόρια. 1.15 Hes., E.M. 814, 38 ἀπὸ τοῦ χρέω
(Cod. V χρέοϲ) γίνεται χρέα καὶ χρεία πλεοναϲμῷ τοῦ ῑ ὡϲ χρέοϲκαὶ χρεῖοϲ. 1.16
Choer. 277. 33, Hes. χρεῖοϲ. 1.18 Choer. 278,13. Ηes. χρείων· χρηϲμψδῶν,χρηϲμολογῶν.
1. 21 Choer. 278,17 et 276.13, E. M.814,40. ef. Hes.χρῖ χρίει. Herod.
Diehron. 286, 20 formam χρίπτω proponit. 1. 27 Choer. 278, 3. Hes. habet
χρεωφειλέτηϲ. 1. 28 E. M. 814, 49, Hes. utrumque confundit. 1. 30 Choer.
279, 3 distractam speciem praebet Hes. χρηῖζοντα. cf. Herod. περὶ παθῶν in
1. 4 294, 37 παρὰ τὸ χρέοϲ χρείζω χρηίζω καὶ χρῇζω. Theogn. 142, 9 χρήζωι
διὰ τοῦ ῖ ἀνεκφωνήτου. Hinc E. M. 815, 24 etiam χρήϲτηϲ cum ῑ exhibet Hesychio
χρήϲτηϲ scribente. Discrimen, quod statuitur in E. M. 815, 4, ab Herodiano
		",Περὶ ὀρθογραφίας,Herodianus,None
243469,Data/tlg2042tlg0511st1K-grc1_clean.xml1-0-0-4-0,"
			Ἄνθρωπος ἐξ ὐμῶν, ἐὰν προσαγάγῃ δῶρα τῷ Κυρίῳ. Τετηρήκαμεν δὲ πολλαχοῦ
                        τῶν Γραφῶν τὰ μὲν δῶρα ἐπὶ τῶν ζώων λέγεσθαι, τὰς δὲ θυσίας ἐπὶ τῶν
                        ἀψύχων κατὰ τὸ ἐν τῇ Γενέσει λεγόμενον· « Καὶ ἐπεῖδεν ὁ Θεὸς ἐπὶ Ἄβελ,
                        καὶ ἐπὶ τοῖς δώροις αὐτοῦ, ἐπὶ δὲ Κάϊν καὶ ἐπὶ ταῖς θυσίαις αὐτοῦ οὐ
                        προσέσχεν. » Ἔτι δὲ καὶ τοῦτο ῥητέον, ἐπὶ μὲν τῶν ἐμψύχων· « Ἄνθρωπος,
                        φησὶν, ἐξ ὑμῶν, ἐὰν προσαγάγῃ δῶρα· » ἐπὶ δὲ τῶν ἀψύχων, « ἐὰν ψυχή. »
                        Τὸ ἅψυχον ἡ ψυχή· ἴνα τοῦ μὲν ἀλόγου τὸ λογικὸν μόνον καταλείπηται, καὶ
                        τοῦ ἀψύχου ὑπὸ τοῦ πυρὸς νενικημένου ἀπομείνοι τὸ ἔμψυχον μόνον.
		",Selecta in Leviticum,Origenes,None
245100,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-2-11-1,"
			10 καρκίνων ποταμίων καέντων ἡ τέφρα κοχλιαρίων δυεῖν πλῆθος σὺν
                            γεντιανῆς ῥίζης κοχλιαρίῳ ἐνὶ καὶ οἴνῳ ποθεῖσα ἐπὶ ἡμέρας τρεῖς βοηθεῖ
                            λυσσοδήκτοις ἐνεργῶς, σὺν δὲ μέλιτι ἑφθῷ ῥαγάδας τὰς ἐν ποσὶ καὶ τὰς ἐν
                            δακτυλίῳ καὶ χιμέτλας καὶ καρκινώματα παρηγορεῖ, λεῖοι δὲ ὠμοὶ σὺν
                            γάλακτι 
		",De materia medica,Dioscurides Pedianus,None
245189,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-2-30-0,"
			29 καὶ ἡ τῆς μαινίδος κεφαλὴ καεῖσα λεία τὰς ἐν δακτυλίῳ τετυλωμένας
                            ῥαγάδας καταπασθεῖσα ἀφίστησιν. ὁ δὲ 
		",De materia medica,Dioscurides Pedianus,None
245734,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-2-105-3-3-0-4,"
			1 καὶ (pr ) om. V ποδάγραν QDi 2 ἑφθὸς]
                                        ἐπτῶ V καθεψηθείς F: ἑψηθείς H: καθεψηθεὶς καὶ καταπλασθείς
                                        Di μετὰ δὲ μέλιτος RDi 3 καὶ ἕλκη Di: τε om. CE δὲ] τε VFE:
                                        om. H 4 ἑψηθεῖσα E χοιράδας καὶ σκληρώματα V: duritias et
                                        scrofas Dl post χοιράδας add. καὶ ῥαγάδας E διαχεῖ] διαφορεῖ
                                        RHDi. διαχεῖ καὶ διεφορεῖ E ἢ] καὶ E 5 δακτυλιων R 6 ἐν
                                        δακτυλίῳ Di 7 ἢ] καὶ C: δὲ ἢ Ν ξηροῖς om. R ἑψόμενος R:
                                        ἀφεψόμενος E2QDi: ἑψημένοις VE: correxi 8 τε R: δὲ reliqui
                                        τὰς ante γαγγραινικὰς add. E, fort. νομάς τε καὶ γαγγραίνας
                                        coll. Dl 9 προσμιγνυμένης N: προσμιγνυμένον C καὶ πρὸς
                                        φλυκταίνας Ε φλυκτίδας R 10 χίμετλα EDi 11 σπαργανώσεις H 12
                                        cap. περὶ φασιούλου add. Di (post c. 106 add. Η) φασίολος
                                        φυσσώδης, πνευμάτων γεννητικός, δύσπεπτος, ἑψηθεὶς δὲ χλωρὸς
                                        . καὶ ἐσθιόμενος κοιλίας μαλακτικός. πρὸς δὲ ἐμέτους
                                        εὔθετος.
		",De materia medica,Dioscurides Pedianus,None
246653,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-4-21-0-1,"
			20 τραγάκανθα· ῥίζα ἐστὶ πλατεῖα καὶ ξυλώδης, φαινομένη δὲ καὶ ὑπὲρ
                                γῆς, ἀφʼ ἦς κλάδοι ταπεινοί, ἰσχυροί. χεόμενοι δὲ ἐπὶ πολύ, καὶ ἐπʼ
                                αὐτῶν φυλλάρια λεπτά, πολλά, μεταξὺ ἀκάνθας ἔχοντα ἐγκρυπτομένας
                                τοῖς φύλλοις, λευκάς, ἰσχυράς, ὀρθάς. ἐστι δὲ ἡ τραγάκανθα δάκρυον
                                τῆς ῥίζης 
		",De materia medica,Dioscurides Pedianus,None
246659,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-4-21-0-7,"
			10 EXC.: Orib. XII s. v. (τραγάκανθα — ὑπόγλυκυς);
                                Orib. V 78 (unde Aet. II 196); cf. de virt. med. Gal. XII 143 (unde
                                Aet. I s. v. Paul. Aeg. VII 3 s. v.).
		",De materia medica,Dioscurides Pedianus,None
248627,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-6-74-1-3,"
			1 περίσκον Orib.: περισσόν P: περίσσκον FADi:
                                περίσσον H. perisson Pl. Dl Ps. Ap.: περιττόν [Theophr.]: περιττόν,
                                οἱ δὲ νεώτεροι δρυὸν ἐκάλεσαν (iuvenis vero drion dixerunt Dl), οἱ
                                δὲ θρύον, οἱ δὲ νόρυ E οἱ δὲ ἄνυδρον om. Orib. πεντόδρυον POrib.:
                                πεντάδρυον FHADi οἱ δὲ ἔνορυ — ἀρθόγυιον om. Orib.. marg. add. P
                                (pr. man.) ἔνορυ P: νόρν E: ἔνορον reliqui: suspectum θρύον libri:
                                θρύορον [Theophr.] cf. Orph. Arg. 916 Hes. s. v. θρύον . . . καὶ
                                εἶδος βο- τάνης (θρόνον coni. Bod. a Stapel coll. schol. Theocr. II
                                59) 2 ὀρθόγυον P παραπλήσιόν ἐστιν εὐζὼωμῳ FHADi ad rem cf.
                                [Theophr.] l. s. ἔχει δὲ τὸ μὲν φύλλον ὅμοιον εὐζώμῳ. πλὴν μεῖζον 3
                                τὸ] τὰ ODi μᾶλλον om. FHADi 4 μὐτῆς addidi 5 ὔφος — δώδεκα om. FH
                                (marg. add. H2): ὕφος post ἔχον- τας colloc. AH2Di ὀργίας E cf.
                                [Theophr.] τὸν δὲ καυλὸν ὤσπερ ὀργυίας τὴν κεφαλὴν ADi ὐπερκειμένης
                                Orib. 6 ὥσπερ (alt.)] ὡς Orib. EHADi σφαιρία Orib. 7 μείξω PE:
                                μείζονα reliqui post μείζω c. 13 litt. eras. E2 παχύ- τερα (sic)
                                Orib.: maiora et latiora Dl: sed maiore ac latiore Ps. Ap.: κεφαλήν
                                δὲ ὥσπερ γηθύου, μείζω δὲ καὶ δασυτέραν· ἔοικε δὲ καὶ πλατάνου καρπῷ
                                [Theophr]. l. s. ἄνθος—σταφυλήν non recte del. E. Meyer botan.
                                Erläut. zu Strab. Geogr. 17 sq. δὲ (alt.) om, Orib.FHADi μετὰ τοῦτο
                                δὲ E 8 ἔχει Orib. E καὶ ῥᾶγας E: ῥαγάδας Di δὲ addidi 9 κισσῶ
                                ὁμοίοις κορύμβοις Orib. ὁμοίους HA post κισσοῦ dist. E (corr. E2)
                                κορυμβος P: κορύμβους E (corr. E2) μαλακοὺς EHA : μαλακὸς P :
                                μαλακὰς Di ὥσπερ Orib.Di σταφυλλήν P: στα- φνλῆς E: σταφνλή reliqui
                                10 ὡς] ὥσπερ E πηχυαία Di cf. [Theophr.] l. s. λευκὴν ἔχει τὴν ῥίζαν
                                καὶ μακρὰν ὡς πήχεως καὶ κοίλην 11 προσηνέμοις E2 (οσηνε in marg.)
                                πλατανῶσι P: πλαταμῶσι Di: πλατανώδεσι Orib.FHAE (corr. E2): ubi
                                platani abundant Dl τόποις post πλατ. del. E2 14 ἐξι- στάνουσιν (ἐξι
                                in ras.) E2 15 αὐτοῦ ἐστιν E
		",De materia medica,Dioscurides Pedianus,None
249027,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-6-123-1,"
			ταύτης ἡ ῥίζα ἐν οἴνῳ βρεχομένη ὡς τραγάκανθα καὶ ἐκλειχομένη ἢ
                            διαμασωμένη καθʼ ἑαυτὴν βῆχας καὶ τραχύτητας ἀρτηρίας 
		",De materia medica,Dioscurides Pedianus,None
249666,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-6-135-9-0-0-7,"
			1 τῇ δὲ γεύσει ὑπόγλυκυς R 2 ἐνκαθεψομένη
                                        C ἰχθύι FHA 3 σευτλίῳ R μαλάχῃ πρὸς κάθαρσιν RHADi
                                        ἐπιπασσομένη] καθεψηθεῖσα E ἐν μελικράτῳ REDi σὺν μελικράτῶ
                                        FHA cf. Ruf. l. s. 4 ἡ δὲ ῥίζα FHA 5 καταπλασσομένη REDi
                                        καὶ] ποιεῖ FHA τὰς ῥαγάδας E μεσοδακτυλίοις καὶ ἐν
                                        δακτυλίοις ποδῶν τε καὶ χερῶν E
		",De materia medica,Dioscurides Pedianus,None
250660,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-7-130-0-0-7,"
			17 num. cap. ψ𝒢β΄ Q: ψ𝒢η Di: E tit. περὶ
                                    γαγάτου λίθου QDi γαγάτου λίθου E
		",De materia medica,Dioscurides Pedianus,None
250663,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-7-131-0,"
			129 ὁ δὲ λεγόμενος Θρᾳκίας γεννᾶται μὲν κατὰ Σιντίαν ἐν ποταμῷ τῷ
                            λεγομένῳ Πόντῳ. δύναται δὲ τὰ αὐτὰ τῷ γαγάτῃ. 
		",De materia medica,Dioscurides Pedianus,None
250670,Data/tlg0656tlg0011st1K-grc1_clean.xml1-0-0-7-132-7,"
			1 ἐν om. QDi 2 καὶ om. Orib. 3 καὶ (pr.) om. E 5 δὲ
                            om. FDi post ποδαγρικαῖς add. καὶ ἀκόποις ADi, superscr. H2 6 δυνάμεσι
                            om. EDi δὲ] abhinc deest cod. L κιλικίᾳ HA τινος corr. E2: τινα ποτ.
                            εἴσρυσιν Di ποταμοῦ (υ in ras.) E2: om. A 7 ἔκρυσιν (ἐκ in ras.) E2 τὴν
                            om. Orib.Di post ἐκχεομένου add. ἔστι δὲ πλησίον τῆς λεγομένης
                            παλαιουπόλεως (πλαγιουπόλεως DiH2) AH2Di τόπος] ποταμός Gal. Orib.E:
                            τόπος ἢ ὁ ποταμός DiNA 8 γαγά Q: γάγης Orib.: γαγαῖος E: γάγας DIDi, cf.
                            Steph. 3. s. Γάγαι in fine add. παῤ οὗ τῷ στόματι εὑρίσκονται οἱ λίθοι
                            οὗτοι (οὗτοι οἱ λ. Di) AH2Di
		",De materia medica,Dioscurides Pedianus,None
257936,Data/tlg2048tlg0011st1K-grc1_clean.xml1-0-0-5-13-28-0,"
			 Ὧδε γὰρ Παλαιστινοῖς ἔθος γεραίρειν τοὺς παῤ αὐτοῖς ἄνδρας ἀγαθοὺς
                                γενομένους, ὥσπερ ἀμέλει καὶ Αὐρήλιον τὸν Ἀνθηδόνιον, καὶ Ἀλεξίωνα
                                τὸν ἀπὸ Βηθαγάθωνος, καὶ Ἀλαφίωνα τὸν ἀπὸ Ἀσαλέας: οἳ κατὰ τὸν αὐτὸν
                                γενόμενοι χρόνον, ἐπὶ τῆς παρούσης βασιλείας εὐσεβῶς καὶ ἀνδρείως ἐν
                                φιλοσοφίᾳ ἐπολιτεύσαντο, καὶ ταῖς οἰκείαις ἀρεταῖς ἐν ἑλληνιζούσαις
                                ἄγαν ταῖς τῇδε πόλεσι καὶ κώμαις εἰς ἐπίδοσιν ἤγαγον
		",Historia Ecclesiastica,"Sozomenus, Salaminius Hermias",None
259263,Data/tlg2048tlg0011st1K-grc1_clean.xml1-0-0-18-1-5-0,"
			φράσει δὲ λόγου σαφεῖ μετὰ λαμπρότητος: φύσεώς τε γὰρ εὖ ἔσχε.
                                Διδασκάλους δὲ, τῆς μὲν περὶ τοὺς ῥήτορας ἀσκήσεως, Λιβάνιον:
                                Ἀνδραγάθιον δὲ, τῶν περὶ φιλοσοφίας λόγων. Προσδοκηθεὶς δὲ δίκας
                                ἀγορεύειν, καὶ τοῦτον μετιέναι τὸν βίον, 
		",Historia Ecclesiastica,"Sozomenus, Salaminius Hermias",None
259514,Data/tlg2048tlg0011st1K-grc1_clean.xml1-0-0-21-0-3-0,"
			 Ἡ δὲ, οὔπω πεντεκαιδέκατον ἔτος ἄγουσα, ὑπὲρ τὴν ἡλικίαν σοφώτατον
                                καὶ θεῖον ἔλαβε νοῦν. Καὶ πρῶτα μὲν τὴν αὐτῆς παρθενίαν τῷ Θεῷ
                                ἀνέθηκε, καὶ τὰς ἀδελφὰς ἐπὶ τὸν αὐτὸν ἐπαιδαγώγησε βίον, ὅπως μὴ
                                ἄλλον ἄνδρα ἐπεισαγάγῃ τοῖς βασιλείοις, καὶ ζήλου καὶ ἐπιβουλῆς
                                πᾶσαν ἀνέλῃ ἀφορμήν.
		",Historia Ecclesiastica,"Sozomenus, Salaminius Hermias",None
259545,Data/tlg2048tlg0011st1K-grc1_clean.xml1-0-0-21-2-2-0,"
			καὶ περὶ τοὺς δεομένους ξένους καὶ πτωχοὺς φιλοτιμούμεναι. Τράπεζα
                                καὶ πρόοδος ὡς ἐπίπαν ἡ αὐτὴ πάσαις: κοινῇ τε νύκτωρ καὶ μεθ̓ ἡμέραν
                                τὸν Θεὸν ὑμνοῦσι: καὶ οἷος ἀξιαγάστων γυναικῶν νόμος, ὑφασμάτων καὶ
                                τῶν τοιούτων ἔργων ἐπεμελοῦντο. Ῥᾳστώνην γὰρ καὶ ἀργίαν, καίπερ
                                βασιλεύουσαι, καὶ ἐν τοῖς βασιλείοις τεχθεῖσαι καὶ τραφεῖσαι,
                                παρθενίας ἱερὰς ἣν μετιᾶσιν, ἀναξίαν ἡγήσαντο, καὶ τοῦ οἰκείου βίου
                                ἀφώρισαν.
		",Historia Ecclesiastica,"Sozomenus, Salaminius Hermias",None
262403,Data/tlg0062tlg0231st1K-grc1_clean.xml1-0-0-21-0-1,"
			20 Καὶ τοιοῦτοι ὄντες, ὦ Ἑρμῆ. ὁρᾷς οἶα ποιοῦσι
 καὶ ὡς φιλοτιμοῦνται πρὸς ἀλλήλους ἀρχῶν πέρι
 καὶ τιμῶν καὶ κτήσεων ἁμιλλώμενοι, ἄπερ ἄπαντα
 καταλιπόντας αὐτοὺς δεήσει ἕνα ὀβολὸν ἔχοντας
 ἥκειν παρ᾿ . ἡμᾶς. βούλει οὖν, ἐπείπερ ἐφʼ ὑψηλοῦ
 ἐσμέν, ἀναβοήσας παμμέγεθες παραινέσω αὐτοῖς
 ἀπέχεσθαι μὲν τῶν ματαίων πόνων, ζῆν δὲ ἀεὶ
 τὸν θάνατον πρὸ ὀφθαλμῶν ἔχοντας, λέγων, “Ὦ
 μάταιοι, τί ἐσπουδάκατε περὶ ταῦτα; παύσασθε
 κάμνοντες· οὐ γὰρ εἰς ἀεὶ βιώσεσθε· οὐδὲν τῶν
 ἐνταῦθα σεμνῶν ἀΐδιόν ἐστιν, οὐδʼ ἂν ἀπαγάγοι
 τις αὐτῶν τι σὺν αὑτῷ ἀποθανών, ἀλλʼ ἀνάγκη
 τὸν μὲν γυμνὸν οἴχεσθαι, τὴν οἰκίαν δὲ καὶ τὸν
 ἀγρὸν καὶ τὸ χριυσίον ἀεὶ ἄλλων εἶναι καὶ μεταβάλλειν
 τοὺς δεσπότας.” εἰ ταῦτα καὶ τὰ τοιαῦτα
 ἐξ ἐπηκόου ἐμβοήσαιμι αὐτοῖς, οὐκ ἂν οἴει μεγάλα
 ὠφεληθῆναι τὸν βίον
		",Charon sive contemplantes,Lucianus Samosatenus,None
268064,Data/tlg2021tlg002opp-grc1_clean.xml1-0-0-62-6-9-0-2,"
			2 πλείω +ἤ U 3 ἐννέα < Μ 6 πρῶτον < Μ | φαλὲγ Μ | ρݲ λݲ θݲ Μ
7 ἕν] ἐννέα Μ | γεννᾶ U | φαλὲγ Μ 8 ρݲλݲδݲ] ἑκατοστῶ τετάρτω U 9 σαλλὰ Μ
| γεννᾶ  U | ἑκατὸν τριάκοντα Μ 10 γέγονεν] γέγοναν ΜU 11f Κηνᾶ —
τέσσαρα ε/τη < U 12 γέγονεν*] γέγοναν Μ |ρݲλݲεݲ ἐτῶν U |ρݲεݲ Μ
13 Κηνᾶν] Σαλὰκ U | γέγοναν M |  ρݲλݲθݲ *] ρݲλݲ Μ λݲ U |ρݲβݲ] ἑκατοστῶ U | 
τῆς αὐτοῦ ζωῆς < Μ 14 vor καὶ +ὁ U 15 Ἀρφαξὰξ Μ | γέγοναν Μ
15 f χίλια διακόσια τεσσαράκοντα ἓν] μݲρݲ ݲ λ U 16 ἕνα Μ 17 ἐπανιὼν] δι’ ὧν Μ
17f Ἀμαρφὰλ καὶ Ἀριὼχ καὶ < U 17 Ἀμαφὰρ Μ 18 καὶ Θαλγὰ < U | 
Θαγάρ Μ |vor τῶν βασιλέω ν + καὶ Βαρςὰ καὶ Συμοβὰρ καὶ Ἁμαρφὰλ U
19 ρݲβݲ *] ἑκατὸν ἐννέα Μ ρݲ εݲ U 20 ὢν < U 21 φݲ  ἔτη vor ὥς φησιν U
23 καὶ δύο] πέντε U |  ἐδύνατο U
		",Panarion (Adversus haereses),Epiphanius,None
270577,Data/tlg2042tlg0761st1K-grc1_clean.xml1-0-0-4-5-0,"
			Εἰσαγάγετέ με εῖς οἶκον τοῦ οἴνου.
		",Scholia in Canticum canticorum,Origen,None
272603,Data/tlg2042tlg0191st1K-grc1_clean.xml1-0-0-2-16-2-0-13,"
			10 om. τῶν post καὶ AC 17 προσαγάγωμεν] προσάγωμεν AC
27 αὐτοὺς] αὐτοῦ AC
		",Philocalia,Origen,None
