	FPP	English	Sentiment
6663	μᾰρῑλοποτης	coal-dust-gulper	NULL
6664	μαρμᾰρογλῠφια	sculpture in marble	NULL
6665	μαρμᾰρος	stone	NULL
6666	μαρμᾰρῠγη	a flashing, sparkling	NULL
6667	μαρσιπος	a bag, pouch	NULL
6668	μαρτῠρημα	testimony	NULL
6669	μαρτῠρια	witness, testimony, evidence	NULL
6670	μαρτῠριον	a testimony, proof	NULL
6671	μαρτῠρος		NULL
6672	μαρτῠς	a witness	NULL
6673	μασθλης	a leather strap, thong	NULL
6674	μασθος		NULL
6675	μασσᾰλια	the Marseillais	NULL
6676	μασταξ	that with which one chews, the mouth	NULL
6677	μαστευτης		NULL
6678	μαστηρ	a seeker, searcher, one who looks for	NULL
6679	μαστῑγια	one that always wants whipping, a worthless slave, a sorry knave	NULL
6680	μαστῑγοφορος	a scourge-bearer	NULL
6681	μαστικτωρ	a scourger	NULL
6682	μαστῑξ	a whip, scourge	NULL
6683	μαστῐς		NULL
6684	μαστοδετον	a breast-band	NULL
6685	μᾰζος	one of the breasts	NULL
6686	μαστροπεια	a pandaring	NULL
6687	μαστροπος	a pandar	NULL
6688	μασχαλη	the armpit	NULL
6689	μασχαλιστηρ	a broad strap passing round the horse	NULL
6690	μᾰταιοπονια	labour in vain	NULL
6691	μᾰτη	a folly, a fault	NULL
6692	μᾰτια	a vain attempt	NULL
6693	μᾱτιολοιχος	a devourer of meal	NULL
6694	ματτυα	a dainty dish	NULL
6695	μαυσωλειον	a mausoleum	NULL
6696	μαυσωλος		NULL
6697	μᾰχαιρα	a large knife	NULL
6698	μαχαιριδιον		NULL
6699	μαχαιριον		NULL
6700	μαχαιρις	a rasor	NULL
6701	μᾰχαιροποιειον	a cutler's factory	NULL
6702	μᾰχαιροπωλης	a cutler.	NULL
6703	μᾰχαιροπωλιον	a cutler's shop	NULL
6704	μαχαων	Machaon	NULL
6705	μᾰχη	battle, fight, combat	NULL
6706	μᾰχητης	a fighter, warrior	NULL
6707	μαχλας		NULL
6708	μαχλοσυνη	lewdness, lust, wantonness	NULL
6709	μαψαυραι	random breezes, squalls, gusts	NULL
6710	μαψῠλακᾱς	idly barking	NULL
6711	μεγᾰθος		NULL
6712	μεγακλης	very famous	NULL
6713	μεγᾰλαυχια	great boasting, arrogance	NULL
6714	μεγᾰλειοτης	majesty	NULL
6715	μεγᾰληγορια	big talking	NULL
6716	μεγᾰληνορια	great manliness, proud self-confidence, haughtiness	NULL
6717	μεγᾰληνωρ	very manly, heroic: self-confident, haughty	NULL
6718	μεγᾰλητωρ	great-hearted, heroic	NULL
6719	μεγᾰλογνωμοσυνη	high-mindedness	NULL
6720	μεγᾰλοδωρια	munificence	NULL
6721	μεγᾰλοεργια	magnificence	NULL
6722	μεγᾰλομητις	of high design, ambitious	NULL
6723	μεγᾰλονοια	greatness of intellect	NULL
6724	μεγᾰλοπολις	that mighty city	NULL
6725	μεγᾰλοπραγμοσυνη	the disposition to do great things, magnificence	NULL
6726	μεγᾰλοπρεπεια	the character of a	NULL
6727	μεγᾰλοφροσυνη	greatness of mind	NULL
6728	μεγᾰλοφωνια	grandiloquence	NULL
6729	μεγᾰλοψῡχια	greatness of soul, magnanimity	NULL
6730	μεγᾰλωσυνη	greatness, majesty	NULL
6731	μεγανωρ	man-exalting	NULL
6732	μεγαρ	Megara	NULL
6733	μεγᾰρευς	a citizen of Megara	NULL
6734	μεγᾰρον	a large room	NULL
6735	μεγεθος	greatness, magnitude, size, height, stature	NULL
6736	μεγιστανες	great men, grandees	NULL
6737	μεγιστοπολις	making cities greatest	NULL
6738	μεδιμνος	the medimnus	NULL
6739	μεζε		NULL
6740	μεθεξις	participation	NULL
6741	μεθημοσυνη	remissness, carelessness	NULL
6742	μεθη	strong drink	NULL
6743	μεθιδρῡσις	migration	NULL
6744	μεθοδεια	craft, wiliness	NULL
6745	μεθοδος	a following after, pursuit	NULL
6746	μεθυδριας	a water-nymph	NULL
6747	μεθυδριον	between-waters	NULL
6748	μεθῠδωτης	giver of wine	NULL
6749	μεθῠ	wine, mead	NULL
6750	μεθῠπιδαξ	gushing with wine	NULL
6751	μεθῠπληξ	wine-stricken	NULL
6752	μεθῠσις	drunkenness	NULL
6753	μειδημα	a smile, smiling	NULL
6754	μειδιᾱμα	a smile	NULL
6755	μειλια	soothing things, pleasing gifts	NULL
6756	μειλιγμα	anything that serves to soothe	NULL
6757	μειλιχιη	gentleness, softness	NULL
6758	μειλῐχογηρυς	soft-voiced	NULL
6759	μειονεξια	disadvantage	NULL
6760	μεια	less.	NULL
6761	μειρᾰκῐεξᾰπατης	a boy-cheater	NULL
6762	μειρᾰκῐον	a boy, lad, stripling	NULL
6763	μειρᾰκισκη	a little girl	NULL
6764	μειρᾰκισκος	a lad, stripling	NULL
6765	μειρᾰκυλλιον	a mere lad	NULL
6766	μειρᾰξ	a young girl, lass	NULL
6767	μειωμα	curtailment:—a fine	NULL
6768	μελαγκορῠφος	the blackcap	NULL
6769	μελαγχαιτα	black-haired	NULL
6770	μελαγχιτων	with black raiment, darksome, gloomy	NULL
6771	μελαγχρως		NULL
6772	μελαθρον	the ceiling of a room	NULL
6773	μελᾰναιγῐς	with dark aegis	NULL
6774	μελᾰνια	blackness: a black cloud	NULL
6775	μελᾰνοπτερυξ		NULL
6776	μελᾰνουρος	the black-tail	NULL
6777	μελᾰνοχρως		NULL
6778	μελαντηρια	a black dye	NULL
6779	μελασμα	anything black	NULL
6780	μελεδημα	care, anxiety	NULL
6781	μελεδωνευς		NULL
6782	μελεδωνη	care, sorrow	NULL
6783	μελεδωνος	one who takes care of anything, a manager, keeper	NULL
6784	μελεδων		NULL
6785	μελεοφρων	miserable-minded	NULL
6786	μελετημα	a practice, exercise, study	NULL
6787	μελετη	care, attention	NULL
6788	μελετητηριον	a place for practice	NULL
6789	μελετωρ	one who cares for, an avenger	NULL
6790	μεληδων		NULL
6791	μελημ	the object of care, a darling	NULL
6792	μελητιδης	a blockhead	NULL
6793	μελιη	the ash	NULL
6794	μελῐγηρυς	sweet-voiced, melodious	NULL
6795	μελιγμα	a song	NULL
6796	μελικηρον	a honey-comb	NULL
6797	μελικρητον	a drink of honey and milk	NULL
6798	μελικτης	a singer, player	NULL
6799	μελῐλωτον	melilot	NULL
6800	μελινη	millet	NULL
6801	μελῐνοφαγοι	millet-eaters	NULL
6802	μελιπαις	with honey-children	NULL
6803	μελ		NULL
6804	μελισκιον		NULL
6805	μελισμα	a song	NULL
6806	μελισματιον		NULL
6807	μελιττ	a bee	NULL
6808	μελιτεια	baulm	NULL
6809	μελιτειον	mead	NULL
6810	μελῐτοπωλης	a dealer in honey	NULL
6811	μελῐτουττα		NULL
6812	μελιττ		NULL
6813	μελιττιον		NULL
6814	μελιττουργος	a bee-keeper	NULL
6815	μελῐτωμα	a honey-cake	NULL
6816	μελιφρων	sweet to the mind, delicious	NULL
6817	μελιχρως		NULL
6818	μελλειρην		NULL
6819	μελλημα	a delay	NULL
6820	μελλω	a being about to do, threatening to do	NULL
6821	μελλητης	a delayer, loiterer	NULL
6822	μελογρᾰφια	song-writing	NULL
6823	μελοποιητης		NULL
6824	μελοποιια	a making of lyric poems	NULL
6825	μελοποιος	a maker of songs, a lyric poet	NULL
6826	μελος	a limb	NULL
6827	μελπηθρον	the song with the dance, festive sport	NULL
6828	μελπομενη	Melpomene	NULL
6829	μελυδριον	a ditty	NULL
6830	μελωδια	a singing, chanting	NULL
6831	μεμβρανα		NULL
6832	μεμβρας	anchovy	NULL
6833	μεμνονειον	the temple of Memnon	NULL
6834	μεμνων	the steadfast	NULL
6835	μεμψις	blame, censure, reproof	NULL
6836	μεναιχμα	abiding the spear, staunch in battle	NULL
6837	μενελεως	withstanding-men	NULL
6838	μενεσθευς	abider	NULL
6839	μενεφυλοπις		NULL
6840	μενεχαρμης	staunch in battle	NULL
6841	μενοινη	eager desire	NULL
6842	μενος	might, force, strength, prowess, courage	NULL
6843	μερῐδαρπαξ	bit-stealer	NULL
6844	μεριμν	care, thought	NULL
6845	μεριμνημα	anxiety	NULL
6846	μεριμνητης	one who is anxious about	NULL
6847	μεριμνοφροντιστης	"an anxious thinker, ""minute philosopher, """	NULL
6848	μερισμος	a dividing, division	NULL
6849	μερις	a part, portion, share, parcel	NULL
6850	μεριστα	a divider	NULL
6851	μερῑτης	a partaker in	NULL
6852	μερμηρᾰ	care, trouble	NULL
6853	μερμῑς	a cord, string, rope	NULL
6854	μερος	a part, share	NULL
6855	μεροψ	dividing the voice	NULL
6856	μεσᾰβον	a leathern strap	NULL
6857	μεσαγκῠλον	a javelin with a strap	NULL
6858	μεσαυλος	the inner court, behind the	NULL
6859	μεσεγγῠημα	money	NULL
6860	μεσημβριᾱ	mid-day, noon	NULL
6861	μεσῑτεια	mediation, negotiation	NULL
6862	μεσῑτης	a mediator, umpire, arbitrator	NULL
6863	μεσοβᾰσῐλεια	an interregnum	NULL
6864	μεσοβᾰσῐλευς	interrex, one who holds kingly power between	NULL
6865	μεσογεια	the inland parts, interior	NULL
6866	μεσοδμη	something built between	NULL
6867	μεσοποτᾰμιτης	between rivers	NULL
6868	μεσοτης	a middle	NULL
6869	μεσοτοιχον	a partition-wall	NULL
6870	μεσουρᾰνημα	mid-heaven, mid-air	NULL
6871	μεσουρᾰνησις	the sun's place in meridian	NULL
6872	μεταβᾰσις	a passing over, migration	NULL
6873	μεταβολη	a change, changing	NULL
6874	μεταγγελος	a messenger between two parties	NULL
6875	μεταγειτνιων	flitted and changed their neighbours.	NULL
6876	μεταγνοια	repentance, remorse	NULL
6877	μεταγνωσις	change of mind	NULL
6878	μεταδοσις	the giving a share, imparting	NULL
6879	μεταδρομη	a running after, pursuit	NULL
6880	μεταθεσις	transposition	NULL
6881	μεταιτης	a beggar	NULL
6882	μεταιχμιον	between two armies	NULL
6883	μεταληψις	participation	NULL
6884	μεταλλᾰγη	change	NULL
6885	μεταλλαξις		NULL
6886	μεταλλεια	a searching for metals	NULL
6887	μεταλλευτα	one who searches for metals, a miner	NULL
6888	μεταλλον	a mine	NULL
6889	μεταμελεια	change of purpose, regret, repentance	NULL
6890	μεταμελος	repentance, regret	NULL
6891	μεταμορφωσις	a transformation	NULL
6892	μεταναιετης	one who dwells with	NULL
6893	μεταναστᾰσις	migration	NULL
6894	μεταναστας	one who has changed his home, a wanderer, immigrant	NULL
6895	μεταναστρια	a wanderer	NULL
6896	μετανοια	after-thought, repentance	NULL
6897	μεταπαυσωλη	rest between-whiles	NULL
6898	μεταπρᾱσις	a selling by retail, retail-trade	NULL
6899	μεταπτωσις	change	NULL
6900	μεταπυργιον	the wall between two towers, the curtain	NULL
6901	μεταρσιολεσχια		NULL
6902	μετασσα	born midway	NULL
6903	μεταστᾰσις	a removing, removal	NULL
6904	μεταστροφη	a turning from	NULL
6905	μετασχεσις	participation	NULL
6906	μετατροπη	retribution, vengeance for	NULL
6907	μετατροπια	a turn of fortune, a reverse	NULL
6908	μεταφρᾰσις	a paraphrasing	NULL
6909	μεταφρενον	the part behind the midriff	NULL
6910	μετεωρολεσχης	one who prates on things above, a star-gazer, visionary	NULL
6911	μετεωρολογια	discussion of high things	NULL
6912	μετεωρολογος	one who talks of the heavenly bodies, an astronomer	NULL
6913	μετεωροσκοπος	a star-gazer	NULL
6914	μετεωροσοφιστης	an astrological sophist	NULL
6915	μετεωροφεναξ	an astrological quack	NULL
6916	μετοικεσια	the Removal	NULL
6917	μετοικια	change of abode, removal, migration	NULL
6918	μετοικιον	the tax paid by the	NULL
6919	μετοικισμος	emigration	NULL
6920	μετοικιστης	an emigrant	NULL
6921	πεδοικος	changing one's abode, emigrating and settling elsewhere	NULL
6922	μετοικοφυλαξ	guardian of the	NULL
6923	μετοπωρον	late autumn	NULL
6924	μετορχιον	the space between rows of vines	NULL
6925	μετουσια	participation, partnership, communion	NULL
6926	μετοχη	participation, communion	NULL
6927	μετρημ	a measured distance	NULL
6928	μετρησις	measuring, measurement	NULL
6929	μετρητα	a measurer	NULL
6930	μετριοποτης	a moderate drinker	NULL
6931	μετριοτης	moderation	NULL
6932	μετρον	that by which anything is measured	NULL
6933	μετωπιον	the forehead	NULL
6934	μετωπον	the space between the eyes, the brow, forehead	NULL
6935	μηδεσῐκαστη	adorned-with-prudence	NULL
6936	μηδισμος	a leaning towards the Medes, being in their interest, Medism	NULL
6937	μηδις	a Median woman	NULL
6938	μηδη	counsels, plans, arts, schemes	NULL
6939	μηδη	the genitals	NULL
6940	μηδος	a Mede, Median	NULL
6941	μηδοσυνη	counsel, prudence	NULL
6942	μηκασμος	a bleating	NULL
6943	μηκας	the bleating one	NULL
6944	μηκος	length	NULL
6945	μηκων	the poppy	NULL
6946	μηλεη	an apple-tree	NULL
6947	μηλα	a probe	NULL
6948	μηλιαδες	nymphs of Malis	NULL
6949	μηλις	an inhabitant of Malis	NULL
6950	μηλις	Malis	NULL
6951	μηλις		NULL
6952	μηλοβοτηρ	a shepherd	NULL
6953	μηλοβοτα		NULL
6954	μηλοθυτης	one who sacrifices sheep, a priest	NULL
6955	μηλολονθη	the cockchafer	NULL
6956	μηλον	a sheep	NULL
6957	μηλον	tree-fruit	NULL
6958	μηλονομης	a shepherd	NULL
6959	μηλουχος	a girdle that confines the breasts	NULL
6960	μηλοφυλαξ	a sheep-watcher	NULL
6961	μηλοψ	looking like an apple, yellow, ripe	NULL
6962	μης	a month	NULL
6963	μηνας	the moon	NULL
6964	μηνα	the moon	NULL
6965	μηνιθμος	wrath	NULL
6966	μηνῑμα	a cause of wrath	NULL
6967	μηνισκος	a crescent	NULL
6968	μηνις	wrath, anger	NULL
6969	μηνῡμα	an information	NULL
6970	μηνῡτηρ	an informer, guide	NULL
6971	μηνῡτης	bringing to light	NULL
6972	μηνυτρον	the price of information, reward	NULL
6973	μηνυτωρ		NULL
6974	μηρ		NULL
6975	μηριον	slices cut from the thighs	NULL
6976	μηρινθος	a cord, line, string	NULL
6977	μηρος	the thigh	NULL
6978	μηστωρ	an adviser, counsellor	NULL
6979	μητηρ	a mother	NULL
6980	μητιετα	a counsellor	NULL
6981	μητις	the faculty of advising, wisdom, counsel, cunning, craft	NULL
6982	μητρᾰγυρτης	a begging priest of Cybele, the mother	NULL
6983	μητραδελφος	a mother's brother	NULL
6984	μητρᾰλοιας	striking one's mother, a matricide	NULL
6985	μητρη		NULL
6986	μητριας		NULL
6987	μητρις		NULL
6988	μητροκᾰσιγνητη	a sister by the same mother	NULL
6989	μητροματωρ	one's mother's mother	NULL
6990	μητροπατωρ	one's mother's father	NULL
6991	μητροπολις	the mother-state	NULL
6992	μητροφοντης		NULL
6993	μητρυιη	a step-mother	NULL
6994	μητρως	a maternal uncle	NULL
6995	μηχανημ	an engine	NULL
6996	μηχᾰνη	an instrument, machine	NULL
6997	μηχανιωτα		NULL
6998	μηχᾰνοδιφης	inventing artifices	NULL
6999	μηχᾰνοποιος	an engineer, maker of war-engines	NULL
7000	μηχαρ		NULL
7001	μηχος	a means, expedient, remedy	NULL
7002	μῐαιφονια	bloodguiltiness	NULL
7003	μῐᾰρια	brutality	NULL
7004	μιασμ	stain, defilement, the taint of guilt	NULL
7005	μιαστωρ	a wretch stained with crime, a guilty wretch, a pollution	NULL
7006	μῐγας	mixed pell-mell	NULL
7007	μιγμα	a mixture	NULL
7008	μιδα	Midas	NULL
7009	μιθρα	Mithras	NULL
7010	μικρᾰδῐκητης	doing petty wrongs	NULL
7011	μικραυλαξ	with small furrows	NULL
7012	μικρεμπορος	a pedlar, huckster	NULL
7013	μικρολογια	the character of a	NULL
7014	μικροπολιτης	a citizen of a petty town	NULL
7015	μικροπρεπεια	the character of a	NULL
7016	μικροτης	smallness: littleness, meanness, pettiness	NULL
7017	μικροφῐλοτῑμια	petty ambition	NULL
7018	μικροψῡχια	littleness of soul, meanness of spirit	NULL
7019	μιλαξ		NULL
7020	μῑλητος	Miletus	NULL
7021	μῑλῐαριον	a copper vessel	NULL
7022	μῑλῐασμος	a marking by milestones	NULL
7023	μῑλῐον	a Roman mile, milliarium	NULL
7024	μιλτειον	a vessel for keeping	NULL
7025	μιλτος	red chalk, ruddle	NULL
7026	μιμαρκυς	hare-soup	NULL
7027	μιμημ	anything imitated, a counterfeit, copy	NULL
7028	μῑμησις	imitation	NULL
7029	μιμητα	an imitator, copyist	NULL
7030	μιμος	an imitator, mimic: an actor, mime	NULL
7031	μῑμωδος	a singer of	NULL
7032	μινθος	human ordure.	NULL
7033	μινυα	the Minyans	NULL
7034	μῐνυρισμα	a warbling	NULL
7035	μῑνως	Minos	NULL
7036	μιξις	a mixing, mingling	NULL
7037	μιξοθηρ	half-beast	NULL
7038	μῑσᾰγᾰθια	a hatred of good	NULL
7039	μῑσανθρωπια	hatred of mankind	NULL
7040	μισγαγκεια	a place where mountain glens and their streams meet, a meeting of glens	NULL
7041	μῑσελλην	a hater of the Greeks	NULL
7042	μῑσημα	an object of hate	NULL
7043	μῑσητια	hateful lust, lewdness	NULL
7044	μισθαποδοσια	payment of wages, recompense	NULL
7045	μισθᾰποδοτης	one who pays wages, a rewarder	NULL
7046	μισθαριον	a little fee	NULL
7047	μισθαρνης	a hired workman	NULL
7048	μισθαρνια	an earning of wages	NULL
7049	μισθαρχιδης	son of a placeman	NULL
7050	μισθοδοσια	payment of wages	NULL
7051	μισθοδοτης	one who pays wages, a paymaster	NULL
7052	μισθος	wages, pay, hire	NULL
7053	μισθοφορᾱ	receipt of wages	NULL
7054	μισθοφορια	service as a mercenary	NULL
7055	μισθωμ	the price agreed on in hiring, the contract-price	NULL
7056	μισθωσις	a letting for hire	NULL
7057	μισθωτης	one who pays rent, a tenant	NULL
7058	μῑσογοης	hating fraud	NULL
7059	μῑσογυνης	woman-hater	NULL
7060	μῑσοδημια	hatred of democracy	NULL
7061	μῑσοκαισαρ	hating Caesar	NULL
7062	μῑσολακων	a Laconian-hater	NULL
7063	μῑσολογια	hatred of argument	NULL
7064	μῑσοπαις	hating boys	NULL
7065	μῑσοπερσης	an enemy to the Persians	NULL
7066	μῑσοπολις	hating the commonwealth	NULL
7067	μῑσοπονια	hatred of work	NULL
7068	μῑσοπορπαξ	hating the shield-handle	NULL
7069	μισος	hate, hatred	NULL
7070	μῑσοσυλλας	an enemy of Sulla	NULL
7071	μιτος	a thread	NULL
7072	μιτρη	a belt	NULL
7073	μιτρα		NULL
7074	μνα	a weight, =	NULL
7075	μνεια	remembrance, memory	NULL
7076	μνημ	a memorial, remembrance, record	NULL
7077	μνημηιον	a monument	NULL
7078	μνημα	a remembrance, memory, record	NULL
7079	μνημονευμα	a record	NULL
7080	μνημοσυνη	remembrance, memory	NULL
7081	μνημοσῠνον	a remembrance, memorial, record	NULL
7082	μνηστεια	a wooing, courting	NULL
7083	μνηστειρα	mindful of	NULL
7084	μνηστευμα	courtship, wooing	NULL
7085	μνηστηρ	a wooer, suitor	NULL
7086	μνηστις	remembrance, heed	NULL
7087	μνηστυς		NULL
7088	μνηστωρ	mindful of	NULL
7089	μνιον	moss, sea-weed.	NULL
7090	μογος	toil, trouble	NULL
7091	μοδιος		NULL
7092	μοθος	battle, battle-din	NULL
7093	μοθων	the child of an Helot	NULL
7094	μοιρ	a part, portion	NULL
7095	μοιροκραντος	ordained by destiny	NULL
7096	μοις		NULL
7097	μοιχαγρι	a fine imposed on one taken in adultery	NULL
7098	μοιχᾰλις	an adulteress	NULL
7099	μοιχεια	adultery	NULL
7100	μοιχευτρια	an adulteress	NULL
7101	μοιχος	an adulterer, paramour, debaucher	NULL
7102	μολῐβος	lead	NULL
7103	μολοβρος	a greedy fellow	NULL
7104	μολπαστης	a minstrel	NULL
7105	μολπη	the song and dance, a chant	NULL
7106	μολπητις	she who sings and dances	NULL
7107	μολυβδαινα	a piece of lead	NULL
7108	μολυβδις	a leaden weight	NULL
7109	μολυβδος	lead	NULL
7110	μολυσμος	defilement	NULL
7111	μομφη	blame, censure	NULL
7112	μοναμπῠκια		NULL
7113	μοναμπυξ	having one frontlet	NULL
7114	μοναρχια	the rule of one, monarchy, sovereignty	NULL
7115	μοναρχος	one who rules alone, a monarch, sovereign	NULL
7116	μονας	alone, solitary	NULL
7117	μοναυλια	a living alone, celibacy	NULL
7118	μοναυλος	a player on the single flute	NULL
7119	μονερετης	one who rows singly	NULL
7120	μονη	a staying, abiding, tarrying, stay	NULL
7121	μονοδερκτης	one-eyed	NULL
7122	μονοζυξ	yoked alone	NULL
7123	μονοκελης	a single horse	NULL
7124	μονοκλαυτος	by one only	NULL
7125	μονοκλῑνον	a bed for one only	NULL
7126	μονοκρηπῑς	with but one sandal	NULL
7127	μονολεων	a singularly huge lion	NULL
7128	μονολῠκος	a singularly huge wolf	NULL
7129	μονοματωρ		NULL
7130	μονομᾰχια	single combat	NULL
7131	μονομητωρ	reft of mother	NULL
7132	μονοπαις	an only child	NULL
7133	μονοπους	one-footed	NULL
7134	μονοπωλια	exclusive sale, monopoly	NULL
7135	μονορυχης	digging with one point	NULL
7136	μονοστορθυγξ	carved out of a single block	NULL
7137	μονοτροφια	a rearing singly	NULL
7138	μονοχιτων	wearing only the tunic	NULL
7139	μονωδια	a monody	NULL
7140	μονωσις	separation from	NULL
7141	μονωτης	solitary	NULL
7142	μονωψ	one-eyed	NULL
7143	μορα	a mora, one of the six regiments	NULL
7144	μορια	the sacred olives	NULL
7145	μοριον	a piece, portion, section	NULL
7146	μορμολῠκειον		NULL
7147	μορμω	a hideous she-monster	NULL
7148	μορος	man's appointed doom, fate, destiny	NULL
7149	μορφευς	Morpheus	NULL
7150	μορφη	form, shape	NULL
7151	μορφνος	dusky, dark	NULL
7152	μορφωμα	form, shape	NULL
7153	μορφωσις	form, semblance	NULL
7154	μορφωτρια	changing men into	NULL
7155	μοσσυνοικοι	dwellers-in-wooden-houses	NULL
7156	μοσσυν	a wooden house	NULL
7157	μοσχιδιον	a young shoot	NULL
7158	μοσχιον	a young calf	NULL
7159	μοσχος	a young shoot	NULL
7160	μοσχος	a calf	NULL
7161	μοτος	shredded linen, lint	NULL
7162	μουνῠχια	Munychia	NULL
7163	μουνῠχιων		NULL
7164	μουσηγετᾰ	leader of the Muses	NULL
7165	μως	the Muse	NULL
7166	μουσειον	a temple of the Muses, seat	NULL
7167	μουσῐκη	any art over which the Muses presided	NULL
7168	μουσομητωρ	the mother of Muses and all arts	NULL
7169	μουσουργια	a singing, making poetry	NULL
7170	μοχθημα	toils, hardships	NULL
7171	μοχθηρια	bad condition, badness	NULL
7172	μοχθος	toil, hard work hardship, distress, trouble	NULL
7173	μοχλευτα	one who heaves by a lever	NULL
7174	μοχλιον		NULL
7175	μοχλος	a bar	NULL
7176	μῠαγρα	a mouse-trap	NULL
7177	μῡγᾰλη	the shrew-mouse, field-mouse	NULL
7178	μυγμος	a moaning, muttering	NULL
7179	μυδος	damp, clamminess, decay.	NULL
7180	μυδρος	a mass of red-hot metal	NULL
7181	μυελος	marrow	NULL
7182	μῡθευμα	a story told, tale	NULL
7183	μῡθιαμβοι		NULL
7184	μῡθιδιον		NULL
7185	μῡθογρᾰφια	a writing of fables	NULL
7186	μῡθογρᾰφος	a writer of legends	NULL
7187	μῡθολογημα	a mythical narrative	NULL
7188	μῡθολογια	a telling of mythic legends, legendary lore, mythology	NULL
7189	μῡθολογος	a teller of legends, romancer	NULL
7190	μυθος	anything, delivered by word of mouth, word, speech	NULL
7191	μυι	a fly	NULL
7192	μυιοσοβη	a fly-flap	NULL
7193	μῡκηθμος	a lowing, bellowing	NULL
7194	μυκημ	a lowing, bellowing, roaring	NULL
7195	μῠκηνις	Mycenaean	NULL
7196	μῠκηνη	Mycene, Mycenae	NULL
7197	μῠκης	a mushroom	NULL
7198	μυκητα	a bellower	NULL
7199	μυκονος		NULL
7200	μυκτηρ	the nose, snout	NULL
7201	μυλακες	a millstone, a large round stone	NULL
7202	μῠλεργατης	a miller	NULL
7203	μῠλη	the nether millstone	NULL
7204	μῠλιας	of	NULL
7205	μυλος	a millstone	NULL
7206	μῠλωθρος	a miller	NULL
7207	μῠλων	a mill-house	NULL
7208	μυνη	an excuse, pretence	NULL
7209	μυξᾰ	the discharge from the nose	NULL
7210	μυξωτηρες	the nostrils	NULL
7211	μῠομᾰχια	a battle of mice	NULL
7212	μῠοπαρων	a light vessel	NULL
7213	μυραινα	a sea-serpent	NULL
7214	μῠρεψος	one who prepares unguents. a perfumer.	NULL
7215	μῡρῐαρχης	commander of	NULL
7216	μῡρῐας	a number of	NULL
7217	μῠρικη	the tamarisk	NULL
7218	μῠρικινεος	tamarisk	NULL
7219	μῠρικῐνος	tamarisk	NULL
7220	μῡρῐονταρχος		NULL
7221	μῡρῐοστυς	a body of ten thousand	NULL
7222	μυρμηξ	a beast of prey	NULL
7223	μυρμῐδονες	the Myrmidons	NULL
7224	μυρον	sweet juice extracted form plants, sweet-oil, unguent, balsam	NULL
7225	μυροπωλα	a dealer in unguents	NULL
7226	μῠροπωλιον	a perfumer's shop	NULL
7227	μυρρα		NULL
7228	μυρσῐνη	a branch	NULL
7229	μυρσῐνων	a myrtle-grove	NULL
7230	μυρτον	a myrtle-berry	NULL
7231	μυρτος	the myrtle	NULL
7232	μῡσος	uncleanness	NULL
7233	μῡσος	a Mysian	NULL
7234	μυς	the field-mouse	NULL
7235	μυστᾰγωγια	initiation into the mysteries	NULL
7236	μυστᾰγωγος	one who initiates into mysteries, a mystagogue	NULL
7237	μυσταξ	the upper lip, the moustache	NULL
7238	μυστηριον	a mystery	NULL
7239	μυστηρις		NULL
7240	μυστηριωτις	of	NULL
7241	μυστης	one initiated	NULL
7242	μυστῑλη	a piece of bread	NULL
7243	μυστῐς	mystic	NULL
7244	μῠτῐληνη	Mytilene	NULL
7245	μυττωτος	a savoury dish of cheese, honey, garlic	NULL
7246	μυχθισμος	a snorting, moaning	NULL
7247	μυχμος	moaning, groaning	NULL
7248	μῠχος	the innermost place, inmost nook	NULL
7249	μυων	a cluster of muscles, a muscle	NULL
7250	μυωψ	contracting the eyes	NULL
7251	μωλος	the toil	NULL
7252	μωλῠ	moly, mandrake	NULL
7253	μωμος	blame, ridicule, disgrace	NULL
7254	μωνυξ	with a single	NULL
7255	μωριη	silliness, folly	NULL
7256	μωρολογια	silly talking	NULL
7257	νᾰετηρ		NULL
7258	νᾰετης	an inhabitant	NULL
7259	νης	a Naiad, a river nymph	NULL
7260	νᾱιδιον		NULL
7261	νακη	a wooly	NULL
7262	νᾰκος	a fleece	NULL
7263	ναμ	anything flowing, running water, a river, stream	NULL
7264	νανος	a dwarf	NULL
7265	ναξος	Naxos	NULL
7266	νηοπολος	the overseer of a temple	NULL
7267	νηος	the dwelling of a god, a temple	NULL
7268	νᾱοφυλαξ	the keeper of a temple	NULL
7269	νᾰπα	a wooded vale, dell	NULL
7270	ναπος		NULL
7271	ναπυ		NULL
7272	ναρδος	nard, spikenard, nard-oil	NULL
7273	ναρθηξ	the Bacchanalian wands	NULL
7274	ναρκη	numbness, deadness	NULL
7275	ναρκισσος	the narcissus	NULL
7276	νασμος	a flowing stream, a stream	NULL
7277	ναυηγιη	shipwreck	NULL
7278	ναυηγιον	a piece of wreck	NULL
7279	ναυαρχιη	the command of a fleet, office of	NULL
7280	ναυαρχις	the ship of the	NULL
7281	ναυαρχος	the commander of a fleet, an admiral	NULL
7282	ναυβᾰτης	"a ""ship-goer,"" a seaman"	NULL
7283	ναυδετον	a ship's cable	NULL
7284	ναυκληρια	a seafaring life, ship-owning	NULL
7285	ναυκληριον	the ship of a	NULL
7286	ναυκληρος	a shipowner, ship-master	NULL
7287	ναυκραρος	one of a division, of the citizens	NULL
7288	νᾰυκρατης	master	NULL
7289	ναυκρᾰτις	Naucratis	NULL
7290	ναυκρατωρ	the master of a ship	NULL
7291	ναυλον	passage-money, the fare	NULL
