	FPP	English	Sentiment
1302	ευρυαλως	with wide threshing-floor	NULL
1303	ευρυθμως	rhythmical	NULL
1304	ευρυτερως	wide, broad	NULL
1305	ευρωστως	stout, strong	NULL
1306	ευσεβως	righteous	NULL
1307	ευσημως	of good signs	NULL
1308	ευσκοπωτατα	sharp-seeing, keen-sighted, watchful	NULL
1309	ευσως	safe and well, happy	NULL
1310	ευσταθως	well-based, well-built	NULL
1311	ευσταλεως	well-equipt	NULL
1312	ευστομαχως	with good stomach	NULL
1313	ευστοχως	well-aimed	NULL
1314	ευσυμβολως	easy to divine	NULL
1315	ευξυνετωτερον	quick of apprehension	NULL
1316	ευσχημως	with decency	NULL
1317	ευσχημονως	elegant in figure, mien and bearing, graceful	NULL
1318	ευτακτως	well-ordered, orderly	NULL
1319	ευτελως	easily paid for, cheap	NULL
1320	ευτολμως	brave-spirited, courageous	NULL
1321	ευτονως	well-strung, vigorous	NULL
1322	ευτραπελως	easily turning	NULL
1323	ευτρεπως	readily turning	NULL
1324	ευτρεπτως	easily changing	NULL
1325	ευτῠχως	well off, successful, lucky, fortunate, prosperous	NULL
1326	ευφημως	uttering sounds of good omen	NULL
1327	ευφθογγοτατα	well-sounding, cheerful	NULL
1328	ευφορως	well	NULL
1329	ευφραδεως	well-expressed	NULL
1330	ευφρονως		NULL
1331	ευφρονως	cheerful, gladsome, merry	NULL
1332	ευφυως	well-grown, shapely, goodly	NULL
1333	ευφυλακτοτερον	easy to keep	NULL
1334	ευφυως		NULL
1335	ευφωνως	sweet-voiced, musical	NULL
1336	ευχαριστως	winning	NULL
1337	ευχερως	easily handled, easy to deal with, easy	NULL
1338	ευχιλοτερον	feeding well	NULL
1339	ευχρηστως	easy to make use of, useful, serviceable	NULL
1340	ευχρως	well-coloured, of good complexion, fresh-looking, healthy	NULL
1341	ευχρως		NULL
1342	ευψυχως	of good courage, stout of heart, courageous	NULL
1343	ευωδεστερον	sweet-smelling, fragrant	NULL
1344	ευωνοτερον	of fair price, cheap	NULL
1345	εφαμιλλως	a match for, equal to, rivalling	NULL
1346	εφαπαξ	once for all	NULL
1347	επεξης	in order, in a row, one after another	NULL
1348	εφυπερθε	above, atop, above	NULL
1349	εχεφρονως	sensible, prudent, discreet	NULL
1350	χθες	yesterday	NULL
1351	εχθιονως	more hated, more hateful	NULL
1352	εχθρως	hated, hateful	NULL
1353	εχυρως	strong, secure	NULL
1354	ηωθεν	from morn	NULL
1355	δῐοθεν	Zeus	NULL
1356	ζηλοτυπως	jealous	NULL
1357	ζηλωτοτερον	to be emulated, worthy of imitation	NULL
1358	ζωροτερον	pure, sheer	NULL
1359	ζως		NULL
1360	ζωτικως	full of life, lively	NULL
1361	ηβηδον	from the youth upwards	NULL
1362	αβως		NULL
1363	ηγεμονικως	ready to lead	NULL
1364	ηδεως		NULL
1365	ηδη	nunc	NULL
1366	ηδομενως	with joy, gladly	NULL
1367	ηδυγελως	sweetly laughing	NULL
1368	ηδεως	sweet	NULL
1369	ηεροθεν	from air	NULL
1370	ηθικως	of	NULL
1371	ηκ	slightly, a little, softly, gently	NULL
1372	ηλεματως	idle, vain, trifling	NULL
1373	ηλῐθα	enough, sufficiently	NULL
1374	ηλιθιως	idle, vain, random	NULL
1375	ημαρτημενως	faultily	NULL
1376	ημελημενως	carelessly;	NULL
1377	ημερολεγδον	by count of days	NULL
1378	ημερως	tame, tamed, reclaimed	NULL
1379	ημετερονδ	our	NULL
1380	ημισεως	half	NULL
1381	αμως		NULL
1382	μος	at which time, when	NULL
1383	ηνιχ	at which time, when	NULL
1384	ηνπερ		NULL
1385	η	which way, where, whither, in	NULL
1386	η	in truth, truly, verily, of a surety	NULL
1387	ηπειρονδε	to the mainland	NULL
1388	ηπιως	gentle, mild, kind	NULL
1389	ηρεμαιως	still, quiet, gentle	NULL
1390	ηρεμ	stilly, quietly, gently, softly	NULL
1391	ηρεμ		NULL
1392	ηρ	early	NULL
1393	ηρωικως	of	NULL
1394	ησσονως	softly	NULL
1395	ησῠχα		NULL
1396	ησυχη	stilly, quietly, softly, gently	NULL
1397	ησυχιως	still, quiet, at rest, at ease	NULL
1398	ησυχως	still, quiet, at rest, at ease, at leisure	NULL
1399	ηχ	where	NULL
1400	ηωθεν	from morn	NULL
1401	θωκονδε	a seat, chair	NULL
1402	θαλαμονδ	to the bed-chamber	NULL
1403	θαλερωτερον	blooming, fresh	NULL
1404	θαλπνοτερον	warming, fostering	NULL
1405	θᾰμᾰκῐ		NULL
1406	θαμ	often, oft-times	NULL
1407	θανασιμως	deadly	NULL
1408	θαρσαλεως	bold, of good courage, ready, daring, undaunted	NULL
1409	θαρσουντως	boldly, courageously	NULL
1410	θαυμασιως	wondrous, wonderful, marvellous	NULL
1411	θαυμαστικως	inclined to wonder	NULL
1412	θαυμαστως	wondrous, wonderful, marvellous	NULL
1413	θεατρικως	of	NULL
1414	θειβᾱθεν	from Thebes	NULL
1415	θειβᾱθι	at Thebes	NULL
1416	θειως	of	NULL
1417	θεμιστως		NULL
1418	θεοειδεστερον	divine of form	NULL
1419	θεοθεν	from the gods, at the hands of the gods	NULL
1420	θεοπρεπως	meet for a god	NULL
1421	θεοσεβως	fearing God, religious	NULL
1422	θεοφιλως	dear to the gods, highly favoured	NULL
1423	θεραπευτικως	inclined to serve	NULL
1424	θερμως	hot, warm	NULL
1425	θεσπεσιως	divinely sounding, divinely sweet	NULL
1426	θεσπιως		NULL
1427	θετικως	of	NULL
1428	θηβασδε	to Thebes	NULL
1429	θηβηθεν	from Thebes	NULL
1430	θηβησι	at Thebes	NULL
1431	θηλυγενεστερον	of female sex, womanish	NULL
1432	θηριωδως	full of wild beasts, infested by them	NULL
1433	θοως	to run	NULL
1434	θορῐκονδε	to Thoricus	NULL
1435	θορυβωδεστερον	noisy, uproarious, turbulent	NULL
1436	θρακιστι	in Thracian fashion	NULL
1437	θρασεως	bold, spirited, courageous, confident	NULL
1438	θρασυσπλαγχνως	bold-hearted	NULL
1439	θρηκηθεν	from Thrace	NULL
1440	θρηκηνδε	to Thrace	NULL
1441	θριαμβικως	triumphal	NULL
1442	θυμηδεστατα	well-pleasing	NULL
1443	θυμικως	high-spirited, passionate	NULL
1444	θυραζ	out to the door, out of the door	NULL
1445	θυρηθ	from outside the door, from without	NULL
1446	θυρᾱσι	at the door, outside, without	NULL
1447	θυρηφι	outside	NULL
1448	ιαστι	in Ionic fashion	NULL
1449	ιατρικως	of	NULL
1450	ιδ	and	NULL
1451	ιδ	lo, behold	NULL
1452	ιδηθεν	Ida	NULL
1453	ιδιως	one's own, pertaining to oneself	NULL
1454	ιδιωτικως	of	NULL
1455	ιδου	lo! behold! see there!	NULL
1456	ιερατικως	of	NULL
1457	ιεροπρεπως	beseeming a sacred place, person	NULL
1458	ιερως	super-human, mighty, divine, wonderful	NULL
1459	ιθακηνδ	to Ithaca	NULL
1460	ιθυντατα		NULL
1461	ιθυ	straight, direct	NULL
1462	ικανως	becoming, befitting, sufficing	NULL
1463	ικταρ	following closely	NULL
1464	ιλᾰδον	in troops	NULL
1465	ιλεως	propitious, gracious	NULL
1466	ιλαρως	cheerful, gay, merry, joyous	NULL
1467	ιλιοθεν	from Troy	NULL
1468	ῑλιοθι	Troy	NULL
1469	ιν	in that place, there	NULL
1470	ιοβολωτατα	shooting arrows	NULL
1471	ιουδαικως	Jewish.	NULL
1472	ιππηδον	like a horse	NULL
1473	ιππικωτατα	of a horse	NULL
1474	ιπποθεν	forth from the horse	NULL
1475	ισθμοθεν	from the Isthmus	NULL
1476	ισθμοθι	on the Isthmus	NULL
1477	ισθμοι	on the Isthmus	NULL
1478	ισοπαλως	equal in the struggle, well-matched	NULL
1479	ισοπαλως		NULL
1480	ισοπληθως	equal in number	NULL
1481	ισορροπως	equally balanced, in equipoise	NULL
1482	ισως	equal to, the same as	NULL
1483	ισοστασιως	in equipoise with, equivalent to	NULL
1484	ισοτιμως	held in equal honour, having the same privileges	NULL
1485	ιστορικως	of	NULL
1486	ισχνως	dry, withered, lean, meagre	NULL
1487	ισχυρως	strong, mighty	NULL
1488	ισως	equally, in like manner	NULL
1489	ιταμως	ibo	NULL
1490	ιφι	strongly, stoutly, mightily	NULL
1491	ιωνικως	Ionic, Ionian	NULL
1492	καθαπαν	on the whole;	NULL
1493	καθαπαξ	once for all	NULL
1494	καθ	according as, just as	NULL
1495	καθαριως	cleanly, neat, nice, tidy	NULL
1496	καθαρως	clear of dirt, clean, spotless, unsoiled	NULL
1497	καθεις	one by one	NULL
1498	καθεν	one by one.	NULL
1499	καθεστηκοτως	steadily, calmly	NULL
1500	καθολου	on the whole, in general	NULL
1501	καθ	in so far as, according as	NULL
1502	καθοσον	in so far as, inasmuch as	NULL
1503	κατοτι	in what manner	NULL
1504	καθυπερθ	from above, down from above	NULL
1505	καθως	how	NULL
1506	καινως	new, fresh	NULL
1507	καιριως	in	NULL
1508	κακοζηλως	imitating unhappily.	NULL
1509	κακοηθως	ill-disposed, malicious	NULL
1510	κακονως	ill-disposed, disaffected	NULL
1511	κακονυμφοτατα	ill-married, of unhappy wedlock	NULL
1512	κακοπαθως	suffering ill, in ill plight;	NULL
1513	κακως	bad	NULL
1514	κακοτροπωτερον	mischievous, malignant.	NULL
1515	κακοτυχεστατα	unfortunate	NULL
1516	κακουργως	doing ill, mischievous, knavish, villanous	NULL
1517	κακχυδην		NULL
1518	καλλῐκερως	with beautiful horns	NULL
1519	καλλῑον		NULL
1520	καλλιστ		NULL
1521	καλλιονως		NULL
1522	κᾱλως	beautiful, beauteous, fair	NULL
1523	κᾰνᾰχηδα	with a sharp loud noise	NULL
1524	καπηλικως	of	NULL
1525	καρπαλιμως	swift	NULL
1526	καρτ	very, very, much, extremely	NULL
1527	καρτερικως	capable of endurance, patient	NULL
1528	καρτερως	strong, staunch, stout, sturdy;	NULL
1529	καρτερουντως	strongly, stoutly	NULL
1530	καταβαδην	going down	NULL
1531	καταγελαστως	ridiculous, absurd	NULL
1532	καταδεεστερον	wanting	NULL
1533	καταδηλοτερον	quite manifest, plain, visible	NULL
1534	κατακορως	satiated, glutted	NULL
1535	κατακορως	to excess, intemperately	NULL
1536	κατακρηθεν		NULL
1537	κατακρης		NULL
1538	καταλογαδην	by way of conversation, in prose	NULL
1539	καταλοφαδεια	on the neck	NULL
1540	καταμεμπτως	blamed by all, abhorred	NULL
1541	καταμονᾱς		NULL
1542	καταντα	down-hill	NULL
1543	καταντηστιν	so as to face, right opposite	NULL
1544	καταντιον	over against, right opposite, facing	NULL
1545	καταντιπερας		NULL
1546	καταξιως	quite	NULL
1547	καταπεφρονηκοτως	contemptuously	NULL
1548	καταπλεως	quite full	NULL
1549	καταποδα		NULL
1550	καταπολυ		NULL
1551	καταρχας		NULL
1552	καταστατικως	fitted for calming	NULL
1553	καταφανως	clearly seen, in sight	NULL
1554	καταφρονητικως	contemptuous	NULL
1555	καταφῡλᾰδον	in tribes, by clans	NULL
1556	κατεβλᾱκευμενως	slothfully, tardily	NULL
1557	κατεναντιον	over against, opposite, before	NULL
1558	κατεναντι		NULL
1559	κατενωπα	right over against, right opposite	NULL
1560	κατευθυ	straight forward	NULL
1561	κατοπιν	by consequence, behind, after	NULL
1562	κατοπισθε	behind, after, in the rear	NULL
1563	κατοτι		NULL
1564	κατοχως	holding down, holding fast, tenacious	NULL
1565	κατωθεν	from below, up from below	NULL
1566	κᾰτωκαρα	head downwards	NULL
1567	κατωμᾰδον	from the shoulders, with the arm drawn back to the shoulder	NULL
1568	κατω	down, downwards	NULL
1569	κελτιστι	in the language of the Celts	NULL
1570	κενως	empty	NULL
1571	κεραμεως	of clay, earthen	NULL
1572	κερδαλεως	having an eye to gain, wily, crafty, cunning	NULL
1573	κεφαλαιωδως	capital, principal, chief	NULL
1574	κεχωρισμενως	separately	NULL
1575	κηδεμονικως	provident, careful	NULL
1576	κηροθῐ	in the heart, with all the heart, heartily	NULL
1577	κῐκυννοθεν	Cicynna	NULL
1578	κλαγγηδον	with a clang, noise, din	NULL
1579	κλεινοτατ	famous, renowned, illustrious	NULL
1580	κλειτως		NULL
1581	κληδην	by name	NULL
1582	κλῐσιηθεν	out of	NULL
1583	κλισιηνδ	into	NULL
1584	κλοπιμαιως		NULL
1585	κοιη	how? in what way? in what respect?	NULL
1586	κοιλοτερον	hollow, hollowed	NULL
1587	κοινη		NULL
1588	κοινως	common, shared in common	NULL
1589	κοινωνικως	held in common, social	NULL
1590	κολακικως		NULL
1591	κολοβωτερον	docked, curtailed	NULL
1592	κολωνηθεν	from the deme	NULL
1593	κομῐδη	exactly, just	NULL
1594	κομψευρῑπικως	with Euripides-prettinesses	NULL
1595	κομψως	well-dressed	NULL
1596	κονᾰβηδον	with a noise, clash, din	NULL
1597	κορινθιως	Corinthian	NULL
1598	κορινθοθι	Corinth	NULL
1599	κορωνεως	of raven-gray colour	NULL
1600	κοσκῐνηδον	like, as in a sieve	NULL
1601	κοσμιως	well-ordered, regular, moderate	NULL
1602	κουριξ	by the hair	NULL
1603	κουφονως	light-minded, thoughtless	NULL
1604	κουφως	light, nimble	NULL
1605	κοωνδ		NULL
1606	κραιπνως	rapid, rushing	NULL
1607	κραταιλεως	of hard stones, rocky	NULL
1608	κρατερως	strong, stout, mighty	NULL
1609	κρειττονως	stronger, mightier, more powerful	NULL
1610	κρεοργηδον	like a butcher, in pieces	NULL
1611	κρηγυως	good, agreeable	NULL
1612	κρηνηθεν	from a well	NULL
1613	κρηνηνδε	to a well	NULL
1614	κρητηθεν	from Crete	NULL
1615	κρητηνδε	to Crete	NULL
1616	κρυβδ	without the knowledge of	NULL
1617	κρυβδην	secretly	NULL
1618	κρυπτως	hidden, secret	NULL
1619	κρυφαιως	hidden	NULL
1620	κρῠφᾰ	without the knowledge of	NULL
1621	κρῠφᾰ		NULL
1622	κρῠφηδον		NULL
1623	κρῠφη		NULL
1624	κρυφιως	hidden, concealed	NULL
1625	κτηνηδον	like beasts	NULL
1626	κυᾰνοχρως	dark-coloured, dark-looking	NULL
1627	κυδροτερον	glorious, illustrious, noble	NULL
1628	κῠθηροθεν	from Cythera	NULL
1629	κυκλικως	circular	NULL
1630	κυκλοθεν	from all around	NULL
1631	κυκλος	in	NULL
1632	κυκλωπικως	like the Cyclopes	NULL
1633	κῠνηδον	like a dog	NULL
1634	κυντατωτατα	more dog-like	NULL
1635	κυπροθεν	from Cyprus	NULL
1636	κυπρονδε	to Cyprus	NULL
1637	κῡριως	having power	NULL
1638	κῡριως	a lord, master	NULL
1639	κῡριως	like a lord	NULL
1640	κωλυτικωτερον	preventive	NULL
1641	λαβρως	furious, boisterous	NULL
1642	λαθραιως	secret, covert, clandestine, furtive	NULL
1643	λαθρηδον		NULL
1644	λαθρ	secretly, covertly, by stealth, treacherously	NULL
1645	λακωνικως	Laconian	NULL
1646	λαμπρως	bright, brilliant, radiant	NULL
1647	λαμυρωτερον	gluttonous, greedy	NULL
1648	λαξ	with the foot	NULL
1649	λαπαρως	slack, loose	NULL
1650	λαροτερον	pleasant to the taste, dainty, sweet	NULL
1651	λασιωτατα	hairy, rough, shaggy, woolly	NULL
1652	λειμωνοθε	from a meadow	NULL
1653	λειως	smooth, plain, not embroidered	NULL
1654	λεκτρονδ	a couch, bed	NULL
1655	λεληθοτως	imperceptibly	NULL
1656	λελογισμενως	according to calculation	NULL
1657	λεπτογεως	of thin, poor soil	NULL
1658	λεπτως	peeled, husked, threshed out	NULL
1659	λεσβοθεν	from Lesbos	NULL
1660	λεσβοθεν	Lesbos	NULL
1661	λευγαλεως	in sad	NULL
1662	λευκως	light, bright, brilliant	NULL
1663	λευκοχρως	of white complexion	NULL
1664	λεχοσδε	to bed	NULL
1665	λεχρῐς	crosswise	NULL
1666	λεως	entirely, wholly	NULL
1667	λημνοθεν	from Lemnos	NULL
1668	ληστικωτερον	inclined to rob, piratical, buccaneering	NULL
1669	ληστρικως	piratical	NULL
1670	λῐαν	very, exceedingly	NULL
1671	λῐβῠᾱθε	from Libya	NULL
1672	λιγ	in loud clear tone	NULL
1673	λιγδην	just scraping, grazing	NULL
1674	λιγεως		NULL
1675	λιγυρως	clear, whistling	NULL
1676	λιγεως	clear, whistling	NULL
1677	λιθινως	of stone	NULL
1678	λικρῐφις	crosswise, sideways	NULL
1679	λιπ	unctuously, richly	NULL
1680	λῐπαρως	persisting	NULL
1681	λῐπαρως	oily, shiny with oil	NULL
1682	λῐπᾰροχρως	with shining skin	NULL
1683	λιπονεως		NULL
1684	λιτως	suppliant, supplicatory	NULL
1685	λιτως	smooth, plain	NULL
1686	λιχνοτερον	dainty, lickerish, greedy	NULL
1687	λογαδην	by picking out	NULL
1688	λογιως	versed in tales	NULL
1689	λοιδορως	railing, abusive	NULL
1690	λοξως	slanting, crosswise, aslant	NULL
1691	λοχονδ	to ambush, for an ambuscade	NULL
1692	λυγδην	with sobs	NULL
1693	λυγρως	sore, baneful, mournful	NULL
1694	λῡδιστι	in the Lydian tongue, after the Lydian fashion	NULL
1695	λυκιστι	in Lycaonian	NULL
1696	λυκιηθεν	from Lycia	NULL
1697	λυκιηνδε	to Lycia	NULL
1698	λυπηρως	painful, distressing	NULL
1699	λυπρως	wretched, poor, sorry	NULL
1700	λυσιτελως	paying what is due	NULL
1701	λῡσῐτελουντως	usefully, profitably	NULL
1702	μαγειρικως	fit for a cook	NULL
1703	μαθηματικως	disposed to learn	NULL
1704	μαιωτιστι	in Scythian fashion	NULL
1705	μακαριως	blessed, happy	NULL
1706	μακαριστως	deemed	NULL
1707	μᾰκεδονιστι	in Macedonian	NULL
1708	μακρην	a long way, far, far away	NULL
1709	μακροβιωτερον	long-lived	NULL
1710	μακρογηρως	very old	NULL
1711	μακροθεν	from afar	NULL
1712	μακροθυμως	longsuffering, patient	NULL
1713	μακρολογωτερον	speaking at length	NULL
1714	μακρως	long	NULL
1715	μακροτερως	beyond, further	NULL
1716	μαλακως	a fresh-ploughed	NULL
1717	μαλ	very, very much, exceedingly	NULL
1718	μαλθακως	soft	NULL
1719	μαλιστ		NULL
1720	μαλλον		NULL
1721	μανικως	of	NULL
1722	μανιωδως	like madness, mad	NULL
1723	μαννοφορως	wearing a collar	NULL
1724	μανοτατα	few, scanty	NULL
1725	μαντικως	of	NULL
1726	ματαιως	vain, empty, idle, trifling, frivolous	NULL
1727	μᾰταν	in vain, idly, fruitlessly	NULL
1728	μαχητικως	inclined to battle	NULL
1729	μαχιμωτατα	fit for battle, warlike	NULL
1730	μᾰχομενως	pugnaciously	NULL
1731	μαψιδιως	vain, false	NULL
1732	μαψ	in vain, idly, fruitlessly	NULL
1733	μεγαλειως	magnificent, splendid	NULL
1734	μεγαληγορως	talking big, vaunting, boastful	NULL
1735	μεγαλοπρεπως	befitting a great man, magnificent	NULL
1736	μεγαλοφρονως	high-minded, noble, generous	NULL
1737	μεγαλοψυχως	high-souled, magnanimous	NULL
1738	μεγαλως		NULL
1739	μεγᾰλωστι	far and wide, over a vast space	NULL
1740	μεγαραδ	toMegara	NULL
1741	μεγαρικως	Megarian	NULL
1742	μεγᾰροθεν	from Megara	NULL
1743	μεγᾰροι	at Megara	NULL
1744	μεγᾰρονδε	homewards, home	NULL
1745	μεζονως	big, great	NULL
1746	μεθ	after that.	NULL
1747	μειλιχιως	gentle, mild, soothing	NULL
1748	μειλιχως	gentle, kind	NULL
1749	μειρακιωδως	becoming a youth, youthful	NULL
1750	μειονως	less	NULL
1751	μελαγκερως	black-horned, black	NULL
1752	μελαγχολικως	atrabilious, choleric	NULL
1753	μελαγχρως	swarthy	NULL
1754	μελᾰνοχρως		NULL
1755	μελειστι	limb from limb	NULL
1756	μελιχρως	honey-sweet	NULL
1757	μελιχρως		NULL
1758	μεμελημενως	carefully	NULL
1759	μεμετρημενως	according to a stated measure	NULL
1760	μεμηχᾰνημενως	by stratagem	NULL
1761	μεμπτως	to be blamed, blameworthy	NULL
1762	μεσηγυ	in the middle, between	NULL
1763	μεσογεως	the inland parts, interior	NULL
1764	μεσως	middle, in the middle	NULL
1765	μεσσοθεν	from the middle	NULL
1766	μεσοθι	in the middle	NULL
1767	μεσφ	until	NULL
1768	μεταδρομαδην	running after, following close upon	NULL
1769	μεταζε	afterwards, in the rear	NULL
1770	μεταξυ	betwixt, between	NULL
1771	μεταστοιχι	all in a row	NULL
1772	μεταυτις	afterwards	NULL
1773	μεταυτικα	just after, presently after	NULL
1774	μεταφορικως	apt at metaphors	NULL
1775	μετεπειτα	afterwards, thereafter	NULL
1776	μετεωρως	raised from the ground, hanging	NULL
1777	μετοπῐν		NULL
1778	μετοπισθ	from behind, backwards, back	NULL
1779	μετριοπαθως	moderating one's passions	NULL
1780	μετριως	within measure	NULL
1781	μετωπηδον	with front-foremost;	NULL
1782	μεχρῐ	to a given point, even so far	NULL
1783	μηδαμη	in no wise, not at all	NULL
1784	μηδᾰμοθεν	from no place	NULL
1785	μηδᾰμοθῐ	nowhere	NULL
1786	μηδᾰμοι	nowhither	NULL
1787	μηδᾰμοσε	nowhither	NULL
1788	μηδᾰμως	none	NULL
1789	μηδᾰμου	nowhere	NULL
1790	μηδᾰμως		NULL
1791	μηδεποτ	never	NULL
1792	μηδεπω	nor as yet, not as yet	NULL
1793	μηδεπωποτ	never yet	NULL
1794	μηδετερως	neither of the two	NULL
1795	μηδετερωσε	to neither side	NULL
1796	μηκετ	no more, no longer, no further	NULL
1797	μηκοτε		NULL
1798	μηνοειδως	crescent-shaped	NULL
1799	μηποτ	never, on no account	NULL
1800	μηπου	lest anywhere, that nowhere	NULL
1801	μηπω	not yet	NULL
1802	μηπως	lest in any way, lest any how, lest perchance	NULL
1803	μητ	lest any one, lest anything; that no one, that nothing	NULL
1804	ματροθε	from the mother, by the mother's side	NULL
1805	μηχανικως	full of resources, inventive, ingenious, clever	NULL
1806	μιαιφονωτερον	blood-stained, bloody	NULL
1807	μιαρως	stained	NULL
1808	μῐγᾰ	mixed with	NULL
1809	μιγδ	promiscuously, confusedly	NULL
1810	μιγδην		NULL
1811	μικρως	small, little	NULL
1812	μινυνθαδιωτερον	shortlived	NULL
1813	μινυνθ	a little, very little	NULL
1814	μιξολῡδιστι	in the mixed-Lydian measure	NULL
1815	μισοπονηρως	hating knaves	NULL
1816	μνημονικως	of	NULL
1817	μογῐς	with toil and pain	NULL
1818	μολῐς	not scarcely	NULL
1819	μολπηδον	like a song	NULL
1820	μοναρχικως	monarchical	NULL
1821	μονᾰχη	in one way only	NULL
1822	μονᾰχως	single, solitary	NULL
1823	μονᾰχου	alone, only	NULL
1824	μονᾰχως	in one way only	NULL
1825	μονογενως	only-begotten, single	NULL
1826	μονοθεν	alone, singly	NULL
1827	μονοκερως	with but one horn	NULL
1828	μονονῠχι	in a single night	NULL
1829	μονως	alone, left alone, forsaken solitary	NULL
1830	μονοσυλλαβως	of one syllable, dealing in monosyllables	NULL
1831	μονοτροπως	living alone, solitary	NULL
1832	μονως		NULL
1833	μουναξ	singly, in single combat	NULL
1834	μουνῠχιᾱσι	at Munychia	NULL
1835	μουσικως	of	NULL
1836	μοχθηρως	suffering hardship, in sore distress, miserable, wretched	NULL
1837	μυθικως	mythic, legendary	NULL
1838	μυθωδως	legendary, fabulous	NULL
1839	μῠκηνηθεν	from Mycene	NULL
1840	μυκτηροθεν	out of the nose	NULL
1841	μῡρῐακις	ten thousand times	NULL
1842	μυριως	numberless, countless, infinite	NULL
1843	μυστικως	mystic, connected with the mysteries	NULL
1844	μῠχοθεν	from the inmost part of the house, from the women's chambers	NULL
1845	μῠχονδε	to the far corner	NULL
1846	μων	but surely not? is it so?	NULL
1847	μωρως	dull, sluggish, stupid	NULL
1848	να	yea, verily	NULL
1849	ναιχῐ		NULL
1850	νηαδ	a ship	NULL
1851	νεανικως	youthful, fresh, active, vigorous	NULL
1852	νειοθεν	from the bottom	NULL
1853	νειοθῐ	at the bottom	NULL
1854	νεοθεν	newly, lately	NULL
1855	νεως	young, youthful	NULL
1856	νερθ		NULL
1857	νεω	next year.	NULL
1858	νεως		NULL
1859	νεωστι	lately, just now	NULL
1860	νεωτ	next year, for next year	NULL
1861	νεωτερως	younger	NULL
1862	νηκερως	not horned	NULL
1863	νηλεως		NULL
1864	νηλεως	pitiless, ruthless	NULL
1865	νημερτεως	unerring, infallible	NULL
1866	νηδι		NULL
1867	νηποινει		NULL
1868	νοερως	intellectual	NULL
1869	νομαδικως	of	NULL
1870	νομικως	resting on law, conventional	NULL
1871	νομιμως	conformable to custom, usage	NULL
1872	νομονδ	to pasture	NULL
1873	νοσακερως	liable to sickness, sickly	NULL
1874	νοσερως	of sickness	NULL
1875	νοσηματωδως		NULL
1876	νοσηροτερον	diseased, unhealthy	NULL
1877	νοστιμωτερον	belonging to a return	NULL
1878	νοτιωτατα	wet, moist, damp	NULL
1879	νουβυστικως	choke-full of sense, clever	NULL
1880	νουνεχως	with understanding, sensible, discreet	NULL
1881	νυκτωρ	by night	NULL
1882	νυμφικως	of a bride, bridal	NULL
1883	νῡ	now, even now	NULL
1884	νυνδι		NULL
1885	νυν	now, at this moment	NULL
1886	νυνμενι		NULL
1887	νῡ	now at this very time	NULL
1888	νωθεστερον	sluggish, slothful, torpid	NULL
1889	νωθρως	sluggish, slothful, torpid	NULL
1890	νωλεμες	without pause, unceasingly, continually	NULL
1891	ξανθοτερον	yellow	NULL
1892	ξανθοχρως	with yellow skin	NULL
1893	ξενικως	of	NULL
1894	ξενως	foreign	NULL
1895	ξηρως	dry	NULL
1896	συνεικοσι	twenty together	NULL
1897	ξυνως	common, public, general, concerning	NULL
1898	ογκηροτερον	bulky, swollen	NULL
1899	οδαξ	by biting with the teeth	NULL
1900	οδυνηρως	painful	NULL
1901	οθεν	from whom	NULL
1902	οθ		NULL
1903	οιζυρωτατα	woful, pitiable, miserable	NULL
1904	οικαδ	to one's home, home, homewards	NULL
1905	οικειως	in	NULL
1906	οικοθεν	from one's house, from home	NULL
1907	οικοθ	at home	NULL
1908	οικοι	at home, in the house	NULL
1909	οικονδ		NULL
1910	οικοτως	reasonably, probably	NULL
1911	οικτιστως	most pitiable, lamentable	NULL
1912	οικτρως	pitiable, in piteous plight	NULL
1913	οιοθεν	from one only	NULL
1914	οιονπερει	as it were	NULL
1915	οιοντε	possible;	NULL
1916	οιοσδηποτε	of such and such a kind	NULL
1917	οιοτερον	alone, lone, lonely	NULL
1918	οιως	such as, what sort	NULL
1919	οιπερ	whither	NULL
1920	οιχαλιηθεν	from Oechalia	NULL
1921	οιως		NULL
1922	οκλᾰδιστι	squatting	NULL
1923	οκνηρως	shrinking, hesitating, backward, unready, timid	NULL
1924	οκτακις	eight times	NULL
1925	ολβιως	happy, blest	NULL
1926	ολεθριως	destructive, deadly	NULL
1927	ολῐγακῐς	but few times, seldom	NULL
1928	ολιγαρχικως	oligarchical, of, for	NULL
1929	ολῐγᾰχοθεν	from some few parts	NULL
1930	ολῐγᾰχου	in few places	NULL
1931	ολιγως	few, little, scanty, small	NULL
1932	ολιγοχρονιωτερον	lasting	NULL
1933	ολιγωρως	little-caring, lightly-esteeming, scornful, contemptuous	NULL
1934	ολοκληρως	complete in all parts, entire, perfect	NULL
1935	ολως	whole, entire, complete	NULL
1936	ολοωτατα	destroying, destructive, fatal, deadly, murderous	NULL
1937	ολοσχερως	whole, entire, complete	NULL
1938	ολοφυρτικως	querulous	NULL
1939	ολυμπιαζε	to Olympia	NULL
1940	ολυμπιασι	at Olympia	NULL
1941	ολυμπικως	of Olympus	NULL
1942	ουλυμπονδ	to Olympus	NULL
1943	ομαιμονεστερα	more near akin	NULL
1944	ομαλως	level	NULL
1945	ομαλως	even, level	NULL
1946	ομαρτη	together	NULL
1947	ομηρικως	Homeric, in Homeric manner	NULL
1948	ομῑλᾰδον	in groups	NULL
1949	ομῑληδον		NULL
