	FPP	English	Sentiment
4043	ηχω	to sound, ring, peal	NULL
4044	θᾰασσω	to sit	NULL
4045	θᾱκευω		NULL
4046	θωκεω	to sit	NULL
4047	θᾰλασσευω	to be at sea, keep the sea	NULL
4048	θᾰλασσοκοπεω	to strike the sea with the oar	NULL
4049	θᾰλασσοκρᾰτεω	to be master of the sea	NULL
4050	θᾰλασσοω	to make	NULL
4051	θᾰλεθω	to bloom, flourish	NULL
4052	θᾱλεω		NULL
4053	θαλλω	to bloom, abound, to be luxuriant	NULL
4054	θαλπιαω	to be	NULL
4055	θαλπω	to heat, soften by heat	NULL
4056	θαμβαινω	to be astonished at	NULL
4057	θαμβεω	to be astounded, amazed	NULL
4058	θᾰμιζω	to come often	NULL
4059	θανατω	to desire to die	NULL
4060	θᾰνᾰτιαω		NULL
4061	θανατω	to put to death	NULL
4062	θαπτω	to pay the last dues to a corpse, to honour with funeral rites	NULL
4063	θαρσω	to be of good courage, take courage	NULL
4064	θαρσῡνω	to encourage, cheer	NULL
4065	θαττω	to sit, sit idle;—	NULL
4066	θωμαζω	to wonder, marvel, be astonied	NULL
4067	θαυμαινω	to admire, gaze upon	NULL
4068	θαυμᾰτουργεω	to work wonders	NULL
4069	θαυμᾰτοποιεω	to work wonders	NULL
4070	υποπροτιθημι	to suck	NULL
4071	θεᾱτριζω	to bring on the stage:—	NULL
4072	θεειω		NULL
4073	θειαζω	to practice divinations	NULL
4074	θεινω	to strike, wound	NULL
4075	θειω	to smoke with brimstone, fumigate and purify thereby	NULL
4076	θελγω	to stroke	NULL
4077	θεμελῐοω	to lay the foundation of, found firmly	NULL
4078	θεμιζω	to judge	NULL
4079	θεμιστευω	to declare law and right	NULL
4080	θεμῐτευω		NULL
4081	θεμοω	to drive	NULL
4082	θενω		NULL
4083	θεοβλαβεω	to offend the Gods	NULL
4084	θεοκλῠτεω	to call on the gods	NULL
4085	θεομᾰχεω	to fight against the gods	NULL
4086	θεοποιεω	to make into gods, deify	NULL
4087	θεοπροπεω	to prophesy	NULL
4088	θεοφορεω	to bear God within one	NULL
4089	θερᾰπευω	to be an attendant, do service	NULL
4090	θριζω	to do summer-work, to mow, reap	NULL
4091	θερμαινω	to warm, heat	NULL
4092	θερμω	to heat, make hot	NULL
4093	θερω	to heat, make hot	NULL
4094	θεσμοθετεω	to be a	NULL
4095	θεσμοποιεω	to make laws	NULL
4096	θεσμοφοριαζω	to keep the Thesmophoria	NULL
4097	θεσπιζω	to declare by oracle, prophesy, divine	NULL
4098	θεσπῐωδεω	to prophesy, sing in prophetic strain	NULL
4099	θω	to run	NULL
4100	θεωρω	to look at, view, behold	NULL
4101	θηγανω		NULL
4102	θηγω	to sharpen, whet	NULL
4103	θηλαζω	to suckle	NULL
4104	θηλω	to be full of	NULL
4105	θηλῡνω	to make womanish, to enervate	NULL
4106	θημολογεω	to collect in a heap	NULL
4107	θηρ	to hunt	NULL
4108	θηρευω	to hunt, go hunting	NULL
4109	θηριοω	to make into a wild beast.	NULL
4110	θηροβολεω	to slay wild beasts	NULL
4111	θησαυριζω	to store	NULL
4112	θητευω	to be a serf	NULL
4113	θῐᾰσευω	to bring into the Bacchic company	NULL
4114	θιγγανω	to touch, handle	NULL
4115	θλαω	to crush, bruise	NULL
4116	θλῑβω	to press, squeeze, pinch	NULL
4117	θνησκω	to die, be dying	NULL
4118	θοαζω	to move quickly, ply rapidly	NULL
4119	θοιναζω		NULL
4120	θοινα	to feast on, eat	NULL
4121	θολοω	to make turbid	NULL
4122	θοοω	to make sharp	NULL
4123	θορυβω	to make a noise	NULL
4124	θρᾱττω	to trouble, disquiet	NULL
4125	θρᾰσυνω	to make bold, embolden, encourage	NULL
4126	θρᾰσυστομεω	to be over-bold of tongue	NULL
4127	θραυω	to break in pieces, shatter, shiver	NULL
4128	θριω		NULL
4129	θρηνω	to sing a dirge, to wail	NULL
4130	θρηνωδεω	to sing a dirge over	NULL
4131	θρησκευω	to hold religious observances, observe religiously	NULL
4132	θρῐαμβευω	to triumph	NULL
4133	θριγκοω	to surround with a coping	NULL
4134	θριζω		NULL
4135	θροω	to cry aloud	NULL
4136	θρυλω	to make a confused noise, chatter, babble	NULL
4137	θρυλιζω	to make a false note	NULL
4138	θρῡλισσω	to crush, shiver, smash:—	NULL
4139	θρυπτω	to break in pieces, break small	NULL
4140	θρωσκω	to leap, spring	NULL
4141	θυηπολω	to busy oneself with sacrifices	NULL
4142	θυιω	to be inspired	NULL
4143	θῡμαινω	to be wroth, angry	NULL
4144	θῡμᾱρεω	to be well-pleased	NULL
4145	θῡμια	to burn so as to produce smoke, burn	NULL
4146	θυμοβορω	to gnaw	NULL
4147	θῡμομᾰχεω	to fight desperately	NULL
4148	θυμοφθορω	to torment the soul, break the heart	NULL
4149	θυμω	to make angry	NULL
4150	θῡνω	to dart along	NULL
4151	θυνναζω	to spear a tunny-fish	NULL
4152	θυννοσκοπεω	to watch for tunnies	NULL
4153	θῡνω	to rush	NULL
4154	θῠοσκεω	to make burnt-offerings	NULL
4155	θῡω	to fill with sweet smells	NULL
4156	θῠραυλεω	to live in the open air, to camp out	NULL
4157	θῠροκοπεω	to knock at the door, break it open	NULL
4158	θῠροω	to furnish with doors, shut close	NULL
4159	θυρσοφορεω	to assemble	NULL
4160	θῠρωρεω	to be a door-keeper	NULL
4161	θῠσιαζω	to sacrifice	NULL
4162	θῡω	to offer	NULL
4163	θῡω	to rush on	NULL
4164	θωπευω	to flatter, fawn on, cajole, wheedle	NULL
4165	θωπτω		NULL
4166	θωρᾱκιζω	to arm with a breastplate	NULL
4167	θωρησσω	to arm with breastplate	NULL
4168	θωυσσω	make a noise	NULL
4169	ῐαινω	to heat	NULL
4170	ιακχαζω	to shout	NULL
4171	ιακχεω		NULL
4172	ιαλλω	to send forth	NULL
4173	ιαμβιαζω		NULL
4174	ιαμβιζω	to assail in iambics, to lampoon	NULL
4175	ιαμβοποιεω	to write iambics	NULL
4176	ιαπτω	to send on, put forth	NULL
4177	ιατρευω	to treat medically, to cure	NULL
4178	ιαυω	to sleep, to pass the night	NULL
4179	ιαχω	to cry, shout, shriek	NULL
4180	ιαχω	to cry, shout, shriek	NULL
4181	ιδῐοβουλεω	to follow one's own counsel, take one's own way	NULL
4182	ιδιω	to sweat	NULL
4183	ιδῐωτευω	to be a private person	NULL
4184	ιδρω	to sweat, perspire	NULL
4185	ιδρῡω	to make to sit down, to seat	NULL
4186	ιερᾱτευω	to be a priest	NULL
4187	ιρευω	to slaughter	NULL
4188	ιερομνημονεω	to be	NULL
4189	ιεροποιεω	to offer sacrifices, to sacrifice	NULL
4190	ιεροσῡλεω	to rob a temple, commit sacrilege	NULL
4191	ιερουργεω	to perform sacred rites	NULL
4192	ιεροφαντεω	to be a hierophant	NULL
4193	ιεροω	to hallow, consecrate, dedicate	NULL
4194	ιζανω	to make to sit	NULL
4195	ιζω	to make to sit, seat, place	NULL
4196	ῑημι	to set a going, put in motion	NULL
4197	ιηπαιωνιζω	to cry	NULL
4198	ιθῡνω	to make straight, straighten	NULL
4199	ιθυω	to go straight, press right on	NULL
4200	ικᾱνω	to make sufficient, qualify	NULL
4201	ικᾱνω	to come, arrive	NULL
4202	ικελοω	to make like	NULL
4203	ῐκετευω	to approach as a suppliant	NULL
4204	ῑκω	to come to	NULL
4205	ιληκω	to be gracious	NULL
4206	ῑλημι	be gracious!	NULL
4207	ιλιγγιαω	to be	NULL
4208	ῑμασσω	to flog	NULL
4209	ιμᾰτιζω	to clothe.	NULL
4210	ιμᾰτιοφῠλᾰκεω	to take care of clothes	NULL
4211	ῑμειρω	to long for, yearn after, desire	NULL
4212	ιξευω	to catch by birdlime.	NULL
4213	ιξοβολεω	to catch with limed twigs: to catch	NULL
4214	ιοβολεω	to shoot arrows, dart	NULL
4215	ιουδαιζω	to side with	NULL
4216	ιππαρχεω	to command the cavalry	NULL
4217	ιππευω	to be a horseman	NULL
4218	ιππηλᾰτεω	to ride	NULL
4219	ιπποκομεω	to groom horses	NULL
4220	ιπποκρᾰτεω	to be superior in horse	NULL
4221	ιππομᾰχεω	to fight on horseback	NULL
4222	ιππωνεω	to buy horses	NULL
4223	ισαζω	to make equal, to balance	NULL
4224	ισκω	to make like	NULL
4225	ισοθεοω	to make equal to the gods	NULL
4226	ισομοιρεω	to have an equal share	NULL
4227	ισοφᾰριζω	to match oneself with, be a match for, cope with	NULL
4228	ισω	to make equal	NULL
4229	ιστανω		NULL
4230	ιστω		NULL
4231	ιστημ	to make to stand	NULL
4232	ιστορω	to inquire into	NULL
4233	ιστουργεω	to work at the loom	NULL
4234	ισχαν	to hold back, check	NULL
4235	ισχανω	to check, hinder	NULL
4236	ισχναινω	to make dry	NULL
4237	ισχυριζει	to make oneself strong, to be strong, gain force	NULL
4238	ισχῡω	to be strong	NULL
4239	ισχω	to hold, check, curb, keep back, restrain	NULL
4240	ιυζω	to shout, yell	NULL
4241	ιχθυα	to fish, angle	NULL
4242	ιχθῠβολεω	to strike fish	NULL
4243	ιχνευω	to track out, hunt after, seek out	NULL
4244	ιχνοσκοπω	to examine the track	NULL
4245	καγχαζω		NULL
4246	καγχᾰλαω	to laugh aloud	NULL
4247	καθᾰγνιζω	to purify, hallow	NULL
4248	καθαιμασσω	to make bloody, sprinkle	NULL
4249	καθαιμᾰτοω		NULL
4250	κᾰθαιρω	to take down	NULL
4251	κᾰθαιρω	to make pure	NULL
4252	κατᾰγιζω	to devote, dedicate, offer	NULL
4253	καθαπτω	to fasten, fix	NULL
4254	κᾰθαρευω	to be clean	NULL
4255	κᾰθαριζω	to make clean, to cleanse	NULL
4256	καταρμοζω	to join	NULL
4257	καθαρπαζω	to snatch down	NULL
4258	κατελισσω	to wrap with bandages, enfold, swathe	NULL
4259	κατελκω	to draw	NULL
4260	καθερπω	to creep down	NULL
4261	κατευδω	to lie down to sleep, sleep	NULL
4262	καθευρισκω	to discover	NULL
4263	καθεψω	to boil down	NULL
4264	καθηδῠπᾰθεω	to squander in luxury	NULL
4265	κατηκω	to have come	NULL
4266	καθηλιαζω	to bring the sun down upon, to illuminate	NULL
4267	κατηλοω	to nail on	NULL
4268	καθιδρυω	to make to sit down	NULL
4269	καθιερευω	to sacrifice, offer	NULL
4270	κατῑροω	to dedicate, devote, hallow	NULL
4271	καθιζανω	to sit down	NULL
4272	κατιζω	to make to sit down, seat	NULL
4273	καθιημι	to send down, let fall	NULL
4274	κατῐκετευω	to beg earnestly	NULL
4275	καθιμα	to let down by a rope	NULL
4276	καθιππευω		NULL
4277	καθιστανω		NULL
4278	κατισθ		NULL
4279	καθιστημι	to set down, place	NULL
4280	καθομῑλεω	to conciliate by daily intercourse, to win the favour of	NULL
4281	καθομολογεω	to confess	NULL
4282	καθοπλιζω	to equip	NULL
4283	καθοδηγεω	to guide	NULL
4284	καθορω	to look down	NULL
4285	καθορμαω		NULL
4286	καθορμιζω	to bring	NULL
4287	καθοσιοω	to dedicate	NULL
4288	κατυβριζω	to treat despitefully, to insult or affront wantontly	NULL
4289	καθυπερᾰκοντιζω	to overshoot completely	NULL
4290	κατυπνοω	to be fast asleep, fall asleep	NULL
4291	καθυστερεω	to come far behind	NULL
4292	καθυφιημι	to give up treacherously	NULL
4293	καινιζω	to make new	NULL
4294	καινοποιεω	to make new, to bring about new things, to make changes, innovate	NULL
4295	καινοτομω	to cut fresh into	NULL
4296	καινουργεω	to begin something new	NULL
4297	καινω	to make new, innovate	NULL
4298	καινω	to kill, slay	NULL
4299	καιροφῠλᾰκεω	to watch for the right time	NULL
4300	κᾱω	to light, kindle	NULL
4301	κᾰκηγορεω	to speak ill of, abuse, slander	NULL
4302	κᾰκιζω	to abuse, reproach, accuse	NULL
4303	κακκαω	cacare	NULL
4304	κακοδαιμον	to be tormented by an evil genius, be like one possessed	NULL
4305	κᾰκοδαιμονεω	to be unfortunate	NULL
4306	κᾰκοδοξεω	to be in bad repute	NULL
4307	κᾰκολογεω	to speak ill of, to revile, abuse	NULL
4308	κᾰκομᾰχεω	to behave ill in fight	NULL
4309	κακοπαθω	to suffer ill, to be in ill plight, be in distress	NULL
4310	κᾰκοποιεω	to do ill, play the knave	NULL
4311	κᾰκοπρᾱγεω	to fare ill, fail in an enterprise, to be in ill plight	NULL
4312	κᾰκορροθεω	to speak evil of, abuse, revile	NULL
4313	κᾰκοστομεω	to speak evil of, abuse	NULL
4314	κᾰκοτεχνεω	to use base arts, act basely	NULL
4315	κᾰκοτῠχεω	to be unfortunate	NULL
4316	κακουργω	to do evil, work wickedness, deal basely	NULL
4317	κᾰκοφρονεω	to bear ill-will	NULL
4318	κακω	to treat ill, maltreat, afflict, distress	NULL
4319	κᾰκυνω	to damage	NULL
4320	καλω	to call, summon	NULL
4321	καλλιρεω	to have favourable signs in a sacrifice, to obtain good omens	NULL
4322	καλλιθῠτεω	to offer in auspicious sacrifice	NULL
4323	καλλιρεω		NULL
4324	καλλιστευω	to be the most beautiful	NULL
4325	καλλυνω	to beautify	NULL
4326	καλλωπιζω	to make the face beautiful;	NULL
4327	κᾰλοποιεω	to do good	NULL
4328	κᾰλυπτω	to cover with	NULL
4329	καλχαινω	to make purple	NULL
4330	κᾰμῑνευω	to heat in a furnace	NULL
4331	καμνω	to work	NULL
4332	καμπτω	to bend, curve	NULL
4333	κᾰνᾰχεω	to ring, clash, clang	NULL
4334	κᾰνᾰχιζω	to ring	NULL
4335	κᾰνηφορεω	to carry the sacred basket in procession	NULL
4336	κᾰνονιζω	to measure by rule	NULL
4337	κᾰπηλευω	to be a retail-dealer	NULL
4338	καπνιζω	to make smoke	NULL
4339	καππαδοκιζω	to favour the Cappadocians	NULL
4340	καππῠριζω	to catch, take fire	NULL
4341	καπρω	to be lewd	NULL
4342	καπτω	to gulp down	NULL
4343	καραδοκω	to watch with outstretched head	NULL
4344	καρανω	to achieve	NULL
4345	κᾰρᾱτομεω	to cut off the head, behead	NULL
4346	καρδῐουλκεω	to draw the heart out of the victim	NULL
4347	καρηκομοω	with hair on the head, long-haired	NULL
4348	καρκαιρω	to quake	NULL
4349	καρπιζω	to make fruitful, fertilise	NULL
4350	καρποφορεω	to bear fruit	NULL
4351	καρπω	to bear fruit	NULL
4352	καρτερω	to be steadfast, patient, staunch	NULL
4353	καρτυνω		NULL
4354	καρυατιζω	to dance the Caryatic dance	NULL
4355	κᾰρῡκοποιεω	to make a	NULL
4356	κᾱρυσσω		NULL
4357	καρφω	to dry up, wither	NULL
4358	καρχηδονιζω	to side with the Carthaginians	NULL
4359	κᾰσαλβαζω	to abuse in harlot fashion	NULL
4360	καττῡω	to stitch	NULL
4361	καταβαινω	to step down, go	NULL
4362	καββαλλω	to throw down, overthrow	NULL
4363	καταβαπτω	to dip down into	NULL
4364	καταβᾰρεω	to weigh down, overload	NULL
4365	καταβᾰυζω	to bark at	NULL
4366	καταβῐαζω	to constrain	NULL
4367	καταβῐβαζω	to make to go down, bring down, bring down	NULL
4368	καταβιβρωσκω	to eat up, devour	NULL
4369	καταβῐοω	to bring life to an end	NULL
4370	καταβλαπτω	to hurt greatly, damage	NULL
4371	καταβλεπω	to look down at	NULL
4372	καταβλωσκω	to go down through	NULL
4373	καταβοαω	to cry down, cry out against	NULL
4374	καταβοσκω	to feed flocks upon	NULL
4375	καταβρᾰβευω	to give judgment against	NULL
4376	καταβρεχω	to wet through, drench	NULL
4377	καταβριθω	to be heavily laden	NULL
4378	καταβροχθιζω	to gulp down	NULL
4379	καταβρυκω	to bite in pieces, eat up	NULL
4380	καταβυρσοω	to cover quite with hides	NULL
4381	καταγγελλω	to denounce, betray	NULL
4382	καταγελω	to laugh at, jeer	NULL
4383	καταγηραω	to grow old	NULL
4384	καταγιγνωσκω	to remark, discover	NULL
4385	κατᾰγῑνεω	to bring down	NULL
4386	καταγλᾰιζω	to glorify	NULL
4387	καταγλωττιζω	to be talked down	NULL
4388	καταγναμπτω	to bend down	NULL
4389	καταγναφω	to comb away, lacerate	NULL
4390	κατᾱγνυω	to break in pieces, shatter, shiver, crack	NULL
4391	καταγοητευω	to enchant, bewitch: to cheat	NULL
4392	κατᾰγοραζω	to buy up	NULL
4393	κατᾰγορευω	to denounce	NULL
4394	κᾰταγραφω	to scratch away, lacerate	NULL
4395	καταγυμναζω	to exercise much, discipline	NULL
4396	κατᾱγω	to lead down	NULL
4397	καταδακνω	to bite in pieces	NULL
4398	καταδακρυω	to bewail	NULL
4399	καταδᾰμαζω	to subdue utterly	NULL
4400	καταδᾰπᾰναω	to squander, lavish	NULL
4401	καταδαπτω	to rend in pieces, devour	NULL
4402	καταδαρθανω	to fall asleep	NULL
4403	καταδειδω	to fear greatly	NULL
4404	καταδεικνῡμι	to discover and make known	NULL
4405	καταδειλιαω	to shew signs of fear	NULL
4406	καταδευω	to wet through	NULL
4407	καταδω	to bind on	NULL
4408	καταδω	to want, lack, need	NULL
4409	καταδημᾰγωγεω	to conquer by the arts of a demagogue	NULL
4410	καταδημοβορεω	to consume publicly	NULL
4411	καταδῐαιταω	to decide as arbitrator against, give judgment against	NULL
4412	καταδιαλλασσω	to reconcile again	NULL
4413	καταδιδωμι	to give away	NULL
4414	καταδῐκαζω	to give judgment against	NULL
4415	καταδῐωκω	to pursue closely	NULL
4416	καταδοκεω	to suppose	NULL
4417	καταδοξαζω		NULL
4418	καταδουλοω	to reduce to slavery, enslave	NULL
4419	καταδουπεω	to fall with a heavy sound	NULL
4420	καταδρεπω	to strip off from	NULL
4421	καταδρυπτω	to tear in pieces, rend	NULL
4422	καταδῠναστευω	to exercise power over	NULL
4423	καταδῠσωπεω	to put to the blush by earnest intreaty	NULL
4424	καταδῡω	to go down, sink, set	NULL
4425	καταδω	to sing to	NULL
4426	καταδωροδοκεω	to take presents	NULL
4427	κατεινυω	to clothe, cover	NULL
4428	καταζαινω	to make quite dry, parch quite up	NULL
4429	καταζω	to live on	NULL
4430	καταζευγνυω	to yoke together, yoke	NULL
4431	καταζωννῡμι	to gird fast;	NULL
4432	καταθαπτω	to bury	NULL
4433	καταθαρσυνω	to embolden	NULL
4434	καταθελγω	to subdue by spells	NULL
4435	καταθεματιζω	to curse	NULL
4436	καταθω	to run down	NULL
4437	καταθεωρεω	to contemplate from above	NULL
4438	καταθηγω	to sharpen, whet	NULL
4439	καταθηλυνω	to make womanish	NULL
4440	καταθλεω	to exercise oneself much	NULL
4441	καταθλιβω	to press down, press out	NULL
4442	κατθναισκω	to die away, be dying	NULL
4443	καταθορῠβεω	to cry down	NULL
4444	καταθραυω	to break in pieces, shatter	NULL
4445	καταθρηνεω	to bewail, lament, mourn	NULL
4446	καταθῡμεω	to be quite cast down, lose all heart	NULL
4447	καταθυω	to sacrifice	NULL
4448	καταιγιζω	to rush down like a storm	NULL
4449	καταιθᾰλοω	to burn to ashes	NULL
4450	καταιθυσσω	to wave	NULL
4451	καταιθω	to burn down, burn to ashes	NULL
4452	καταικιζω	to wound severely, to spoil utterly	NULL
4453	καταινω	to agree to	NULL
4454	καταιρω	to come down, make a swoop	NULL
4455	καταισχυνω	to disgrace, dishonour, put to shame	NULL
4456	κατακαγχαζω	to laugh aloud at	NULL
4457	κακκαω	to burn down, burn completely	NULL
4458	κατακᾰλεω	to call down, summon, invite	NULL
4459	κατακᾰλυπτω	to cover up	NULL
4460	κατακαμπτω	to bend down	NULL
4461	κατακαρφω	to wither away	NULL
4462	κατακειρω	to shear off	NULL
4463	κατακελευω	to command silence	NULL
4464	κατακερδαινω	to make gain of	NULL
4465	κατακερματιζω	to change into small coin	NULL
4466	κατακερτομεω	to rail violently	NULL
4467	κατακηλεω	to charm away	NULL
4468	κατακηροω	to cover with wax	NULL
4469	κατακηρυσσω	to proclaim	NULL
4470	κατακλαω	to bewail loudly, lament	NULL
4471	κατακλαω	to break down, break short, snap off	NULL
4472	κατακληω	to shut in, inclose	NULL
4473	κατακληροδοτεω	to distribute by lot	NULL
4474	κατακληρονομεω	to obtain by inheritance	NULL
4475	κατακληροω	to portion out	NULL
4476	κατακλινω	to lay down	NULL
4477	κατακλυζω	to dash over, flood, deluge, inundate	NULL
4478	κατακναω	to scrape away, make away with	NULL
4479	κατακνηθω		NULL
4480	κατακνιζω	to pull to pieces, shred small	NULL
4481	κατακοιμαω	to sleep through	NULL
4482	κατακοιμιζω		NULL
4483	κατακοινωνεω	to make	NULL
4484	κατᾰκολουθεω	to follow after, obey	NULL
4485	κατακολπιζω	to run into a bay	NULL
4486	κατακολυμβαω	to dive down	NULL
4487	κατακομιζω	to bring down	NULL
4488	κατακονδῠλιζω	to buffet sharply	NULL
4489	κατᾰκοντιζω	to shoot down	NULL
4490	κατακοπτω	to cut down, cut in pieces, cut up	NULL
4491	κατακοσμεω	to set in order, arrange	NULL
4492	κατᾰκουω	to hear and obey, be subject to	NULL
4493	κατακραζω	to cry down, outdo in crying	NULL
4494	κατακρᾰτεω	to prevail over	NULL
4495	κατακρεμαννυμι	to hang up	NULL
4496	κατακρημνιζω	to throw down a precipice	NULL
4497	κατᾰκρινω	to give as sentence against	NULL
4498	κακκρυπτω	to cover over, hide away, conceal	NULL
4499	κατακρωζω	to croak at, croak down	NULL
4500	κατακτεινω	to kill, slay, murder	NULL
4501	κατακῠβευω	to lose in dicing	NULL
4502	κατακυκλοω	to encircle;	NULL
4503	κατακῠλινδω	to roll down	NULL
4504	κατακυπτω	to bend down, stoop	NULL
4505	κατακῡριευω	to gain dominion over	NULL
4506	κατακῡροω	to confirm, ratify	NULL
4507	κατακωλυω	to hinder from doing	NULL
4508	κατακωμαζω	to burst riotously in upon	NULL
4509	καταλᾰλεω	to talk loudly, to blab	NULL
4510	καλλαμβανω	to seize upon, lay hold of	NULL
4511	καταλαμπω	to shine upon	NULL
4512	καταλγεω	to suffer much, feel sore pain	NULL
4513	καταλεγω	to lay down	NULL
4514	καταλειβω	to pour down;	NULL
4515	καταλειτουργεω	to spend all one's substance	NULL
4516	καταλεπτολογεω	to waste in subtle talk	NULL
4517	καταλευω	to stone to death	NULL
4518	κατᾰλεω	to grind down	NULL
4519	καταληγω	to leave off, end, stop	NULL
4520	καταλῐθαζω		NULL
4521	καταλῐθοω	to stone to death	NULL
4522	καταλιμναζω	to make into a lake	NULL
4523	καλλειπω		NULL
4524	καταλῑπᾰρεω	to entreat earnestly	NULL
4525	καταλλαττω	to change	NULL
4526	κατᾰλοαω	to crush in pieces, make an end of	NULL
4527	κατᾰλοκιζω	to cut into furrows	NULL
4528	καταλοει	to spend in bathing	NULL
4529	καταλοχιζω	to distribute into	NULL
4530	καταλυω	to put down, destroy	NULL
4531	καταλωφαω	to rest from	NULL
4532	καταμᾰγευω	to bewitch	NULL
4533	καταμᾰλᾰκιζω	to make soft	NULL
4534	καταμᾰλασσω	to soften much	NULL
4535	καταμανθανω	to observe well, examine closely	NULL
4536	καταμαργαω	to be stark mad	NULL
4537	καταμαρπτω	to catch	NULL
4538	καταμαρτῠρεω	to bear witness against	NULL
4539	κατᾰμαω	to scrape over, pile up, heap up	NULL
4540	καταμβλυνω	to blunt	NULL
4541	καταμεθυσκω	to make quite drunk	NULL
4542	κατᾰμελεω	to take no care of	NULL
4543	καταμελῐτοω	to spread over with honey	NULL
4544	καταμενω	to stay behind, stay	NULL
4545	καταμεριζω	to cut in pieces	NULL
4546	καταμετρεω	to measure out to	NULL
4547	καταμηλοω	to put in a probe	NULL
4548	καταμηνυω	to point out, make known, indicate	NULL
4549	καταμῐαινω	to taint, defile	NULL
4550	καταμισγω	to mix up, mingle the ingredients	NULL
4551	καταμισθοφορεω	to spend in paying	NULL
4552	καταμονομᾰχεω	to conquer in single combat	NULL
4553	καταμπεχω	to encompass	NULL
4554	κατᾰμυσσω	to tear, scratch	NULL
4555	καταμυττωτευω	to make mincemeat of	NULL
4556	καταμυω	to shut	NULL
4557	καταμφικᾰλυπτω	to put all round	NULL
4558	κατᾰναγκαζω	to overpower by force, confine	NULL
4559	καταναθεμᾰτιζω	to curse	NULL
4560	καταναιω	to make to dwell, settle	NULL
4561	κατανᾱλισκω	to use up, spend, lavish	NULL
4562	καταναρκαω	to be slothful towards, press heavily upon	NULL
4563	κατανασσω	to stamp	NULL
4564	καταναυμᾰχεω	to conquer in a sea-fight	NULL
4565	κατανεμω	to distribute, allot, assign	NULL
4566	κατανευω	to nod assent	NULL
4567	κατανεω	to heap up	NULL
4568	κατανθρᾰκιζω	to burn to cinders	NULL
4569	κατανθρᾰκοω	to be burnt to cinders	NULL
4570	κατανιφω	to cover with snow	NULL
4571	κατανοω	to observe well, to understand	NULL
4572	κατανοτιζω	to bedew	NULL
4573	καταντλεω	to pour	NULL
4574	κατανυσσω	to be sorely pricked	NULL
4575	κατᾰνυω	to bring to quite an end	NULL
4576	καταξαινω	to card	NULL
4577	καταξιω	to deem worthy	NULL
4578	καταπαιζω	to mock at	NULL
4579	καταπᾰλαιω	to throw in wrestling	NULL
4580	καταπαλλω	to vault	NULL
4581	καταπασσω	to besprinkle	NULL
4582	καταπᾰτεω	to trample down, trample under foot	NULL
4583	καππαυω	to lay to rest, put an end to	NULL
4584	καταπεδαω	to fetter, hamper	NULL
4585	καταπειθω	to persuade	NULL
4586	κατᾰπειλεω	to threaten loudly	NULL
4587	καταπελταζω	to overrun with light-armed troops	NULL
4588	καταπεμπω	to send down	NULL
4589	καταπενθεω	to mourn for, bewail	NULL
4590	καταπεσσω	to boil down, to digest food	NULL
4591	καταπεταννῡμι	to spread out over	NULL
4592	καταπετροω	to stone to death	NULL
4593	καταπηγνῡμι	to stick fast in the ground, plant firmly	NULL
4594	καταπηδαω	to leap down	NULL
4595	καταπιμπλημι	to fill full of	NULL
4596	καταπιμπρημι	to burn to ashes	NULL
4597	καταπινω	to gulp	NULL
4598	καταπιπρασκω	to sell outright	NULL
4599	καταπιτνω	to fall	NULL
4600	καταπιττοω	to cover with pitch, to pitch over and burn	NULL
4601	καταπιστευω	to trust	NULL
4602	καταπλασσω	to plaster over with	NULL
4603	καταπλεκω	to entwine, plait	NULL
4604	καταπλωω	to sail down	NULL
4605	καταπληττω	to strike down	NULL
4606	καταπλουτιζω	to enrich greatly	NULL
4607	καταπλῡνω	to wash by pouring over, to drench	NULL
4608	καταπνεω	to breathe upon	NULL
4609	καταπολεμεω	to war down	NULL
4610	καταπονεω	to subdue after a hard struggle	NULL
4611	καταποντοω	to throw into the sea, drown therein	NULL
4612	καταπορνευω	to prostitute	NULL
4613	καταπρασσω	to accomplish, execute	NULL
4614	καταπρᾱυνω	to soften down, appease	NULL
4615	καταπρηνοω	to throw headlong down	NULL
4616	καταπριω	to saw up	NULL
4617	καταπροδιδωμι	to betray utterly, leave in the lurch	NULL
4618	καταπτησσω	to crouch down, to lie crouching	NULL
4619	καταπτυω	to spit upon	NULL
4620	καταπτωσσω		NULL
4621	καταπτωχευω	to reduce to beggary	NULL
4622	καταπυκνοω	to stud thickly with	NULL
4623	καταργεω	to leave unemployed	NULL
4624	καταργιζω	to make to tarry	NULL
4625	καταργῠροω	to cover with silver	NULL
4626	καταρδω	to water	NULL
4627	κατᾰριθμεω	to count	NULL
4628	καταρκεω	to be fully sufficient	NULL
4629	κατᾰροω	to plough up	NULL
4630	καταρραθυμεω	to lose from carelessness	NULL
4631	καταρρᾰκοω	to tear into shreds	NULL
4632	καταρραπτω	to stitch on	NULL
4633	καταρεζω	to pat with the hand, to stroke, caress	NULL
4634	καταρρεπω	to make to incline downwards, make to fall	NULL
4635	καταρρεω	to flow down	NULL
4636	κατᾰρασσω	to break down	NULL
4637	καρρινα	to file down:—	NULL
4638	καταριπτω	to throw down, overthrow	NULL
4639	καταρροφεω	to gulp	NULL
4640	καταρρωδεω	to fear, dread	NULL
4641	καταρταω	to hang down from, hang on	NULL
4642	καταρτιζω	to adjust	NULL
4643	καταρτυω	to prepare, dress	NULL
