	FPP	English	Sentiment
5491	καδμογενη	Cadmus-born	NULL
5492	καθαιμακτος	bloodstained, bloody	NULL
5493	καθαιμ	bloodstained, bloody	NULL
5494	καθαιρετεος	to be put down	NULL
5495	καθαιρετε	to be taken	NULL
5496	καθαπτω	bound with, equipt with	NULL
5497	κᾰθαριος	cleanly, neat, nice, tidy	NULL
5498	καθαρευτεος	one must keep oneself clean	NULL
5499	κᾰθᾰρω	clear of dirt, clean, spotless, unsoiled	NULL
5500	καθαρσι	cleansing	NULL
5501	κᾰθαρτικος	for cleansing	NULL
5502	καθεκτεος	one must keep back	NULL
5503	καθεκτος	to be held back	NULL
5504	καθετε	let down	NULL
5505	καθευδητεος	one must sleep	NULL
5506	καθημεριος	day by day, daily	NULL
5507	καθυδρος	full of water	NULL
5508	καθυπερτατος	highest	NULL
5509	καθυπερτερω	above	NULL
5510	καινοπαθη	newly suffered: unheard of	NULL
5511	καινοπηγες	newly put together, newmade	NULL
5512	καινοπημων	new to misery	NULL
5513	καιν	new, fresh	NULL
5514	καινοταφος	of a new tomb	NULL
5515	καινοτομω	innovating	NULL
5516	καινουργος	producing changes	NULL
5517	καιριω	in	NULL
5518	κακαγγελω	bringing ill tidings	NULL
5519	κᾰκαγγελτος	caused by ill tidings	NULL
5520	κακεσχατος	extremely bad	NULL
5521	κᾰκηγορος	evil-speaking, abusive, slanderous	NULL
5522	κᾰκηλογος	evil-speaking	NULL
5523	κακιστεος	one must bring reproach on	NULL
5524	κᾰκοβῐος	living ill	NULL
5525	κακοβουλε	ill-advised	NULL
5526	κᾰκογειτων	a bad neighbour	NULL
5527	κᾰκογλωσσος	ill-tongued	NULL
5528	κακοδαιμον	possessed by an evil genius, ill-fated, ill-starred, miserable	NULL
5529	κᾰκοδοξος	in ill repute	NULL
5530	κᾰκοειμων	ill-clad	NULL
5531	κᾰκοζηλος	imitating unhappily.	NULL
5532	κακοηθη	ill-disposed, malicious	NULL
5533	κᾰκοθρους	evil-speaking, slanderous	NULL
5534	κᾰκοκερδης	making base gain.	NULL
5535	κᾰκοκνημος	weak-legged, thin-legged	NULL
5536	κᾰκολογος	evil-speaking	NULL
5537	κᾰκομελετος	busied with evil	NULL
5538	κᾰκομηδης	contriving ill, deceitful	NULL
5539	κακομηχανε	mischief plotting, mischievous, baneful	NULL
5540	κακομιμητος	imitating ill;	NULL
5541	κᾰκομοιρος	ill-fated	NULL
5542	κᾰκονομος	with bad laws, ill-governed	NULL
5543	κᾰκονους	ill-disposed, disaffected	NULL
5544	κακονυμφε	ill-married, of unhappy wedlock	NULL
5545	κᾰκοξενος	unfortunate in guests	NULL
5546	κᾰκοξυνετος	wise for evil	NULL
5547	κᾰκοπᾰθης	suffering ill, in ill plight;	NULL
5548	κακοπαρθενε	unbecoming a maid	NULL
5549	κᾰκοπῐνης	exceeding filthy, loathsome	NULL
5550	κᾰκοποιος	ill-doing, mischievous	NULL
5551	κᾰκοπονητικος	unfit for toil	NULL
5552	κᾰκοποτμος	ill-fated, ill-starred	NULL
5553	κᾰκοπρᾱγμων		NULL
5554	κᾰκορρημων	telling of ill, ill omened	NULL
5555	κᾰκοσῑτος	eating badly	NULL
5556	κᾰκοσκελης	with bad legs	NULL
5557	κακοσκηνης	of a bad, mean body	NULL
5558	κᾰκοσμος	ill-smelling	NULL
5559	κακ	bad	NULL
5560	κᾰκοσπλαγχνος	faint-hearted	NULL
5561	κᾰκοστομᾰχος	with bad stomach, fastidious	NULL
5562	κᾰκοστομος	evil-speaking	NULL
5563	κᾰκοστρωτος	ill-spread	NULL
5564	κᾰκοσυνθετος	ill put together	NULL
5565	κακοσχολε	using one's leisure ill, indolent, lazy	NULL
5566	κᾰκοτεχνης		NULL
5567	κᾰκοτεχνος	using bad arts	NULL
5568	κᾰκοτροπος	mischievous, malignant.	NULL
5569	κακοτυχες	unfortunate	NULL
5570	κᾰκουργικος	malicious	NULL
5571	κακουργω	doing ill, mischievous, knavish, villanous	NULL
5572	κακοφραδες	bad in counsel	NULL
5573	κᾰκοφρων	ill-minded, malicious, malignant	NULL
5574	κᾰκοφῠης	of bad natural qualities	NULL
5575	κᾰκοχαρτος	rejoicing in men's ills	NULL
5576	κακοχρησμων	difficult to live with	NULL
5577	κᾰκοψογος	malignantly blaming	NULL
5578	κᾰλαινος	like the	NULL
5579	κᾰλᾰμηφαγος	devouring stalks	NULL
5580	κᾰλᾰμηφορος	carrying reeds	NULL
5581	κᾰλαμῐνος	made of reed	NULL
5582	κᾰλᾰμοεις	of reed	NULL
5583	κᾰλᾰμοστεφης	covered with reed	NULL
5584	κᾰλᾰμοφθογγος	played on a reed	NULL
5585	κᾰλᾰμωδης	like reed, full of reeds	NULL
5586	καλημερε	with fortunate days	NULL
5587	καλλιβλεφᾰρος	with beautiful eyelids, beautiful-eyed	NULL
5588	καλλιβοτρυς	beautiful-clustering	NULL
5589	καλλιβωλος	with fine, rich soil	NULL
5590	καλλιγαληνος	beautiful in calm	NULL
5591	καλλιγᾰμος	happy in marriage	NULL
5592	καλλιγεφῡρος	with beautiful bridges	NULL
5593	καλλῐδιφρος	with beautiful chariot	NULL
5594	καλλιζυγες	beautifully yoked	NULL
5595	καλλικαρπω	with beautiful fruit	NULL
5596	καλλικερω	with beautiful horns	NULL
5597	καλλιμορφος	beautifully shaped	NULL
5598	καλλῐμος	beautiful	NULL
5599	καλλινᾰος	beautiful-flowing	NULL
5600	καλλινικε	with glorious victory	NULL
5601	καλλιπαρηω	beautiful-cheeked	NULL
5602	καλλιπαρθενος	with beautiful nymphs	NULL
5603	καλλῐπετηλος	with beautiful leaves	NULL
5604	καλλῐπηχυς	with beautiful elbow	NULL
5605	καλλῐπλουτος	adorned with riches	NULL
5606	καλλιποταμος	of beautiful rivers	NULL
5607	καλλῐπρωρος	with beautiful prow	NULL
5608	καλλῐπῠλος	with beautiful gates	NULL
5609	καλλῐπυργος	with beautiful towers	NULL
5610	καλλῐπυργωτος		NULL
5611	καλλῐπωλος	with beautiful steeds	NULL
5612	καλλῐρεεθρος	beautiful-flowing	NULL
5613	καλλιροω		NULL
5614	καλλιρρημων	in elegant language.	NULL
5615	καλλιρροω	beautiful flowing	NULL
5616	καλλισταδιος	with a fine race-course	NULL
5617	καλλιστεφᾰνος	beautiful-crowned	NULL
5618	καλλῐτεκνος	with fair children	NULL
5619	καλλιφεγγες	beautiful-shining	NULL
5620	καλλῐφθογγος	beautiful-sounding	NULL
5621	καλλιχορω	with beautiful places	NULL
5622	ERROR: Nothing found with those parameters		NULL
5623	κᾰλοκαγᾰθικος	beseeming a	NULL
5624	κᾰλοκαγᾰθος	beautiful and good, noble and good	NULL
5625	καλ	beautiful, beauteous, fair	NULL
5626	κᾰλῠκοστεφᾰνος	crowned with flower-buds	NULL
5627	καλυπτε	put round so as to cover, enfolding, enveloping	NULL
5628	κᾰμᾰκῐνος	made of reed	NULL
5629	κᾰμᾰτηρος	toilsome, troublesome, wearisome	NULL
5630	καματωδης	toilsome, wearisome	NULL
5631	καμμορε	subject to destiny	NULL
5632	καμπῐμος	bent, turning	NULL
5633	καμπυλ	bent, crooked, curved	NULL
5634	καναβῐνος	of	NULL
5635	κᾰνᾰχη	plashing	NULL
5636	κανηφορω	carrying a basket	NULL
5637	κανναβῐνος	hempen, of hemp, like it	NULL
5638	κανωβικος	Canopus	NULL
5639	κᾰπηλικος	of	NULL
5640	καπποφορος	marked with a	NULL
5641	καπροφονος	killing wild boars	NULL
5642	κᾰπῠρος	dried by the air, dry	NULL
5643	κᾱρᾰβοπροσωπος	with the face of a	NULL
5644	καρατομω	beheaded	NULL
5645	καρβανω	outlandish, foreign	NULL
5646	καρδῐοδηκτος	gnawing the heart	NULL
5647	καρικω	Carian	NULL
5648	καριω		NULL
5649	καρπᾰλῐμος	swift	NULL
5650	καρπιμ	fruit-bearing, fruitful	NULL
5651	καρπογενεθλος	fruit-producing	NULL
5652	καρποτοκος	bearing fruit	NULL
5653	καρποφαγος	living on fruit	NULL
5654	καρποφθορος	spoiling fruit	NULL
5655	καρποφορος	fruit-bearing, fruitful	NULL
5656	καρτερικος	capable of endurance, patient	NULL
5657	καρτεροθυμε	stout-hearted	NULL
5658	καρτερω	strong, staunch, stout, sturdy;	NULL
5659	κᾰρῡκινος	dark-red	NULL
5660	κασταναια	nut	NULL
5661	καρφᾰλεος	dry, parched	NULL
5662	καρφηρος	of dry straw	NULL
5663	καρχᾰλεος	rough	NULL
5664	καρχαροδοντα	with sharp, jagged teeth	NULL
5665	καρχᾰρος	sharp-pointed, jagged, with sharp	NULL
5666	καρχηδονιος	Carthage	NULL
5667	καστορειω	of	NULL
5668	καστοριος	hounds	NULL
5669	καταβατεος	one must descend	NULL
5670	καταβῐβαστεος	to be brought down	NULL
5671	καταβλητεος		NULL
5672	καταβλητικος	fit for throwing off horseback	NULL
5673	καταβοστρῠχος	with flowing locks	NULL
5674	καταγαιος		NULL
5675	καταγγελτος	denounced, betrayed	NULL
5676	καταγειω	in	NULL
5677	καταγελαστ	ridiculous, absurd	NULL
5678	καταγνωστεος	one must condemn	NULL
5679	κᾰταγραφω	embroidered	NULL
5680	καταδεη	wanting	NULL
5681	καταδηλος	quite manifest, plain, visible	NULL
5682	καταδρομος	overrun, wasted	NULL
5683	καταειμενος		NULL
5684	καταθνητω	mortal	NULL
5685	καταθυμιος	in the mind	NULL
5686	καταιβᾰτος	by which	NULL
5687	καταισιος	all righteous	NULL
5688	κατακαιριος		NULL
5689	κατακλῐνης	sloping	NULL
5690	κατακομος	with long falling hair	NULL
5691	κατακορη	satiated, glutted	NULL
5692	κατακορος	to excess, intemperately	NULL
5693	κατακρημνος	steep and rugged	NULL
5694	κατακτος	to be sunk	NULL
5695	καταλαμπτεος	to be arrested	NULL
5696	καταλειπτος	anointed	NULL
5697	καταληπτεος	to be seized	NULL
5698	καταληπτικος	able to keep down	NULL
5699	καταληπτος	to be achieved	NULL
5700	καταλλακτικος	easy to reconcile, placable	NULL
5701	καταλυσιμος	to be dissolved	NULL
5702	καταμεμπτ	blamed by all, abhorred	NULL
5703	καταμομφος	liable to blame, inauspicious	NULL
5704	καταντη	down-hill, downward, steep	NULL
5705	καταξι	quite	NULL
5706	καταορος		NULL
5707	καταπακτος	shutting downwards	NULL
5708	καταπαστος	besprinkled	NULL
5709	καταπεμπτεος	to be sent down	NULL
5710	καταπλαστος	plastered over	NULL
5711	καταπλεω	quite full	NULL
5712	καταπονος	tired, wearied	NULL
5713	καταπρηνες	down-turned	NULL
5714	καταπτερος	winged	NULL
5715	καταπτυστω	to be spat upon, abominable, despicable	NULL
5716	καταπτυχες	with ample folds	NULL
5717	καταπυκνος	very thick	NULL
5718	καταρατ	accursed, abominable	NULL
5719	καταρῑγηλος	making	NULL
5720	καταρρακτος	a trap-door	NULL
5721	καταρρᾰφος	sewn together, patched	NULL
5722	καταρρῠης	falling away	NULL
5723	καταρρυτω	irrigated, watered	NULL
5724	καταρῠτος		NULL
5725	κατασκᾰφη	dug down	NULL
5726	κατασκευαστεος	one must prepare	NULL
5727	κατασκῐος	shaded	NULL
5728	καταστατεος	one must appoint	NULL
5729	καταστᾰτικος	fitted for calming	NULL
5730	καταστεγω	covered in, roofed	NULL
5731	καταστεφη	crowned	NULL
5732	καταστηματικος	established: sedate	NULL
5733	καταστικτος	spotted, speckled, brindled	NULL
5734	καταστυφελω	very hard	NULL
5735	κατασχετε	held back	NULL
5736	καταφανη	clearly seen, in sight	NULL
5737	καταφερη	going down	NULL
5738	καταφευκτεος	one must have recourse to	NULL
5739	καταφρακτος	shut up, confined	NULL
5740	καταφρονητικος	contemptuous	NULL
5741	καταφῠτος	all planted with	NULL
5742	καταφωρος	detected: manifest	NULL
5743	καταχαλκος	overlaid with brass	NULL
5744	καταχες	sounding	NULL
5745	καταχθονιος	subterranean	NULL
5746	καταχρῡσος	overlaid with gold-leaf, gilded	NULL
5747	καταψηφιστεος	one must condemn	NULL
5748	κατειδωλος	full of idols, given to idolatry	NULL
5749	κατερικτος	bruised, ground	NULL
5750	κατηγορω	an accuser	NULL
5751	κατηκοω	listening	NULL
5752	κατηορος	hanging down, hanging on their mother's neck	NULL
5753	κατηρεφε	covered over, vaulted, overhanging	NULL
5754	κατηρα	fitted out	NULL
5755	κατηφη	with downcast eyes, downcast, mute	NULL
5756	κατοικιδιος	living in	NULL
5757	κατοκωχιμος	capable of being possessed	NULL
5758	κατοξυς	very sharp, piercing	NULL
5759	κατοπτος	to be seen, visible	NULL
5760	κατορθωτικος	likely	NULL
5761	κατουδαιω	under the earth	NULL
5762	κατοχ	holding down, holding fast, tenacious	NULL
5763	κατοψιος	in sight of, opposite	NULL
5764	κατωμαδιος	from the shoulder	NULL
5765	κατωρυχης	sunk	NULL
5766	κατωτατω	lowest	NULL
5767	κατωφερη	sunken	NULL
5768	καυκασιος	Mt. Caucasus	NULL
5769	καυλινος	made of a stalk	NULL
5770	καυσιμω	fit for burning, combustible	NULL
5771	καυτος	burnt, red-hot	NULL
5772	καυστριω	of	NULL
5773	καυχημων	boastful	NULL
5774	κᾰχημερος	living bad days, wretched	NULL
5775	κᾰχυποπτος	suspecting evil, suspicious	NULL
5776	κᾰχυποτοπος		NULL
5777	κεγχριαιος	of the size of a grain of millet	NULL
5778	κεδν	careful, diligent, sage, trusty	NULL
5779	κεδρινω	of cedar	NULL
5780	κεδρωτος	made of	NULL
5781	κεκραξῐδαμας	he who conquers all in bawling, the blusterer	NULL
5782	κεκροπιος	Cecropian, Athenian	NULL
5783	κελᾰδεννος	sounding, noisy	NULL
5784	κελαινεγχης	with black	NULL
5785	κελαινεφες	black with clouds	NULL
5786	κελαινοβρωτος	black and bloody with gnawing	NULL
5787	κελαινω	black, swart, dark, murky	NULL
5788	κελαινοφᾰης	black-gleaming	NULL
5789	κελαινοφρων	black-hearted	NULL
5790	κελευθοποιος	road-making	NULL
5791	κελευστος	ordered, commanded	NULL
5792	κελτικος	Celtic, Gallic	NULL
5793	κεναγγης	emptying vessels: breeding famine	NULL
5794	κενανδρος	empty of men, dispeopled	NULL
5795	κεναυχης		NULL
5796	κενεαυχης	vain-glorious	NULL
5797	κενεβρειος	dead	NULL
5798	κενεοφρων	empty-minded	NULL
5799	κενολογος	talking emptily, prating.	NULL
5800	κεν	empty	NULL
5801	κενοφρων	empty-minded	NULL
5802	κενταυρειος	Centaurian, of Centaurs	NULL
5803	κενταυρικος	like a Centaur	NULL
5804	κενταυροπληθης	full of Centaurs	NULL
5805	κεντρηνεκης	spurred	NULL
5806	κεντρομᾰνης	madly spurring	NULL
5807	κεντροτυπης	struck by the goad	NULL
5808	κερᾰμεους	of clay, earthen	NULL
5809	κεραμικω	of	NULL
5810	κερᾰμῐνος		NULL
5811	κερᾰοξοος	polishing	NULL
5812	κεραε	horned	NULL
5813	κερᾰουχος		NULL
5814	κεραστος	mixed, mingled	NULL
5815	κερασφορω	horn-bearing, horned	NULL
5816	κερᾱτῐνος	of horn	NULL
5817	κεραυνειος	wielding the thunder	NULL
5818	κεραυνιω	of a thunderbolt	NULL
5819	κεραυνοβολος	hurling the thunder	NULL
5820	κεραυνοβολος	thunder-stricken	NULL
5821	κεραυνοφαες	flashing like thunder	NULL
5822	κεραυνοφορος	wielding the thunderbolt	NULL
5823	κερδαλεω	having an eye to gain, wily, crafty, cunning	NULL
5824	κερδαλεοφρον	crafty-minded	NULL
5825	κερδιον	more profitable	NULL
5826	κερδωω	bringing gain	NULL
5827	κερκυραιος	Corcyra	NULL
5828	κεροδετος	bound with	NULL
5829	κεροεις	horned	NULL
5830	κερουλκος	drawn by the horns	NULL
5831	κερουχος	having horns, horned	NULL
5832	κεροφορος	horned	NULL
5833	κερτομος	heart-cutting, stinging, reproachful	NULL
5834	κεστω	stitched, embroidered	NULL
5835	κεφαλαι	of the head	NULL
5836	κεφαλαιωδη	capital, principal, chief	NULL
5837	κεφαλαλγες	causing headache	NULL
5838	ERROR: Nothing found with those parameters	Gapenians	NULL
5839	κηιος	Ceos	NULL
5840	κηδειος	cared for, dear, beloved	NULL
5841	κηδεμονικος	provident, careful	NULL
5842	κηδε	given in charge for burial	NULL
5843	κηδιστος	most worthy of our care, most cared for	NULL
5844	κηδοσυνω	anxious	NULL
5845	κηλεω	burning	NULL
5846	κηλητηριος	charming, appeasing	NULL
5847	κηπολογος	teaching in a garden	NULL
5848	κηπουρικος	of	NULL
5849	κηρεσσῐφορητος	urged on by the	NULL
5850	κηρινω	of wax, waxen	NULL
5851	κηριτρεφης	born to misery	NULL
5852	κηροδετω	wax-bound	NULL
5853	κηροπᾰγης	fastened with wax	NULL
5854	κηροπλαστος	moulded of wax, waxen	NULL
5855	κηροτροφος	producing wax, waxen	NULL
5856	κηροχῠτος	moulded of wax.	NULL
5857	κηρυκικος	of heralds	NULL
5858	κητειος	of sea monsters	NULL
5859	κητοφονος	killing sea-monsters	NULL
5860	κητωεις	full of hollows	NULL
5861	κηφηνωδης	like a drone	NULL
5862	κηωδης	smelling as of incense, fragrant	NULL
5863	κηωεν		NULL
5864	κιβδηλω	adulterated, spurious, base	NULL
5865	κῐθαριστικος	skilled in harp-playing	NULL
5866	κῐθᾰρωδικος	of	NULL
5867	κῐλῐκιος	a Cilician	NULL
5868	κιμμερικ	Cimmerian	NULL
5869	κινδυνευτεος	one must venture	NULL
5870	κινδυνευτικος	adventurous	NULL
5871	κῑνητεος	to be moved	NULL
5872	κῑνητικος	of	NULL
5873	κῐνῠρος	wailing, plaintive	NULL
5874	κισσηρης	ivy-clad	NULL
5875	κισσιν	of ivy	NULL
5876	κισσιος	of	NULL
5877	κισσοποιητος	made of ivy	NULL
5878	κισσοστεφᾰνος	ivy-crowned	NULL
5879	κισσοστεφης		NULL
5880	κισσοφορε	ivy-wreathed	NULL
5881	κισσωτος	decked with ivy	NULL
5882	κιστοφορος	carrying a chest	NULL
5883	κλᾰγερος	screaming	NULL
5884	κλαμβος	mutilated	NULL
5885	κλαστος	broken in pieces	NULL
5886	κλαυσιμᾰχος	La-machus (ready-for-fight)	NULL
5887	κλαυτος	wept, bewailed: to be bewailed, mournful	NULL
5888	κλεεννω		NULL
5889	κληδουχος	holding the keys, having charge of	NULL
5890	κλειν	famous, renowned, illustrious	NULL
5891	κληστος	that can be shut	NULL
5892	κλειτω		NULL
5893	κλεπτεος	one must conceal	NULL
5894	κλεπτικος	thieving	NULL
5895	κλεπτιστατος	the most arrant thief	NULL
5896	κλεψιφρων	deceiving, dissembling	NULL
5897	κληματινω	of vine-twigs	NULL
5898	κληροπᾰλης	distributed by shaking the lots	NULL
5899	κληρουχικος	of	NULL
5900	κληρωτος	appointed by lot	NULL
5901	κλητεος	to be called, named	NULL
5902	κλητος	called, invited, welcome	NULL
5903	κλινει	of	NULL
5904	κλῑνηρης	bed-ridden	NULL
5905	κλῑνικος	that visits his patients in their beds	NULL
5906	κλῑνοπετης	bed-ridden	NULL
5907	κλοπαιος	stolen	NULL
5908	κλοπῐμαιος		NULL
5909	κλοπιος	thievish, artful	NULL
5910	κλυμενω	famous	NULL
5911	κλῠτοδενδρος	famous for trees	NULL
5912	κλῠτοεργος	famous for work	NULL
5913	κλῠτοκαρπος	glorious with fruit	NULL
5914	κλῠτομοχθος	famous for toils	NULL
5915	κλυτονους	famous for wisdom	NULL
5916	κλυτοπωλω	with noble steeds	NULL
5917	κλυτ	heard of	NULL
5918	κλυτοτοξω	famous for the bow, renowned archer	NULL
5919	κλωμακοεν	stony, rocky	NULL
5920	κλωπικος	thievish, clandestine	NULL
5921	κνεφαιος	dark, dusky	NULL
5922	κνηκος	pale yellow, tawny	NULL
5923	κνημαργος	white-legged	NULL
5924	κνημῑδοφορος	wearing greaves	NULL
5925	κνησιχρῡσος	scraping	NULL
5926	κνιδιος	of	NULL
5927	κνῑπος	niggardly	NULL
5928	κνισηεν	full of the steam of burnt sacrifice, steamy	NULL
5929	κνῑσωτος	steaming	NULL
5930	κοθουρος	dock-tailed	NULL
5931	κοιλοπεδος	lying in a hollow	NULL
5932	κοιλω	hollow, hollowed	NULL
5933	κοιλοφθαλμος	hollow-eyed	NULL
5934	κοιλοχειλης	hollow-rimmed	NULL
5935	κοιλωδης	hollow-like, cavernous	NULL
5936	κοιλωπης	hollow-eyed	NULL
5937	κοιλωπος	hollow to look at: hollow	NULL
5938	κοινολεκτρος	having a common bed, a bedfellow, consort	NULL
5939	κοινολεχης	a paramour	NULL
5940	κοινοπλους	sailing in common	NULL
5941	κοιν	common, shared in common	NULL
5942	κοινοτοκος	of	NULL
5943	κοινοφῐλης	loving in common	NULL
5944	κοινοφρων	like-minded with	NULL
5945	κοινωνητεος	one must give a share	NULL
5946	κοινωνικος	held in common, social	NULL
5947	κοιταιος	in bed	NULL
5948	κοκκῐνος	scarlet	NULL
5949	κολᾰκευτεος	to be flattered	NULL
5950	κολᾰκευτικος	disposed to flatter, flattering, fawning	NULL
5951	κολᾰκικος		NULL
5952	κολαστεος	to be chastised	NULL
5953	κολαστικος	corrective	NULL
5954	κολληεις		NULL
5955	κολλητος	glued together, closely joined, well-framed	NULL
5956	κολλικοφαγε	roll-eating	NULL
5957	κολοβος	docked, curtailed	NULL
5958	κολοκυνθινος	made from pumpkins	NULL
5959	κολε	docked, curtal	NULL
5960	κολουρος	dock-tailed	NULL
5961	κολπωδη	embosomed, embayed	NULL
5962	κολχικος	a Colchian	NULL
5963	κομᾰροφαγος	eating the fruit of the arbutus	NULL
5964	κομιστεος	to be taken care of, to be gathered in	NULL
5965	κομμᾰτικος	consisting of short clauses	NULL
5966	κομμωτικος	of	NULL
5967	κομποφᾰκελορρημων	pomp-bundle-worded	NULL
5968	κομπωδες	boastful, vainglorious	NULL
5969	κομψοπρεπη	dainty-seeming	NULL
5970	κομψ	well-dressed	NULL
5971	κονιατε	plastered	NULL
5972	κοντοφορος	carrying a pole	NULL
5973	κοππᾰφορος		NULL
5974	κοπρειος	full of dung, filthy	NULL
5975	κοπροφορος	carrying dung;	NULL
5976	κοπτ	chopped small	NULL
5977	κορδᾱκικος	like the dance	NULL
5978	κορινθιω	Corinthian	NULL
5979	κορῠβαντειος	Corybantian	NULL
5980	κορῠθαιολος	with glancing helm	NULL
5981	κορυνηφορος	club-bearing	NULL
5982	κορωνεως	of raven-gray colour	NULL
5983	κορωνοβολος	shooting crows	NULL
5984	κορωνος	curved, crooked: with crumpled horns	NULL
5985	κοσμητικος	skilled in arranging	NULL
5986	κοσμητος	well-ordered, trim	NULL
5987	κοσμικος	of the world	NULL
5988	κοσμιω	well-ordered, regular, moderate	NULL
5989	κοσμοπλοκος	holding the world together	NULL
5990	κοσμοφθορος	destroying the world	NULL
5991	κοτηεις	wrathful, jealous	NULL
5992	κοτῐνηφορος	producing wild olive-trees	NULL
5993	κοτῐνοτραγος	eating wild olive-berries	NULL
5994	κοτυληρῠτος	that can be drawn in cups	NULL
5995	κουρηιος	youthful	NULL
5996	κουριδιω	wedded	NULL
5997	κουριμος	of, for cutting hair	NULL
5998	κουροβορω	devouring children	NULL
5999	κουροσῠνος	youthful	NULL
6000	κουροτερος	younger, more youthful	NULL
6001	κουροτοκος	bearing boy-children	NULL
6002	κουροτροφω	rearing boys;	NULL
6003	κουφολογος	lightly talking.	NULL
6004	κουφονω	light-minded, thoughtless	NULL
6005	κουφω	light, nimble	NULL
6006	κραιπᾰλοκωμος	rambling in drunken revelry	NULL
6007	κραιπνω	rapid, rushing	NULL
6008	κραιπνοσῠτος	swift-rushing	NULL
6009	κραιπνοφορος	swift-bearing	NULL
6010	κραμβος	loud, ringing	NULL
6011	κραμβοφαγος	cabbage-eater	NULL
6012	κρᾰνᾰηπεδος	with hard rocky soil	NULL
6013	κραναω	rocky, rugged	NULL
6014	κρανινος	made of cornel-wood	NULL
6015	κρᾰταιβολος	hurled with violence	NULL
6016	κρᾰταιγυᾰλος	with strong plates	NULL
6017	κραταιλεω	of hard stones, rocky	NULL
6018	κραταιω	strong, mighty, resistless	NULL
6019	κρᾰταιπεδος	with hard ground	NULL
6020	κρᾰταιρῑνος	hard-shelled	NULL
6021	κρατερ	strong, stout, mighty	NULL
6022	κρᾰτεροφρων	stout-hearted, dauntless	NULL
6023	κρᾰτησῐμᾰχος	conquering in the fight	NULL
6024	κρᾰτησιππος	victorious in the race	NULL
6025	κρατιστ	strongest, mightiest	NULL
6026	κρᾰτυς	strong, mighty	NULL
6027	κρεηδοκος	containing flesh	NULL
6028	κρεισσοτεκνος	dearer than children	NULL
6029	καρρω	stronger, mightier, more powerful	NULL
6030	κρεκτος	struck so as to sound	NULL
6031	κρεμαστω	hung, hung up, hanging	NULL
6032	κρεοκοπος	a cutter up of flesh.	NULL
6033	κρεουργος	working	NULL
6034	κρεοφαγος	eating flesh, carnivorous	NULL
6035	κρηγῠος	good, agreeable	NULL
6036	κρημνοποιος	speaking crags	NULL
6037	κρημνωδη	precipitous	NULL
6038	κρηναιος	of, from a spring	NULL
6039	κρησιος	a Cretan	NULL
6040	κρητικω	of	NULL
6041	κριβᾰνωτος		NULL
6042	κρῑθῐνος	made of	NULL
6043	κρῑθοτραγος	barley-eating	NULL
6044	κρῑοπροσωπος	ram-faced	NULL
6045	κρῐσαιος	Crisa	NULL
6046	κρισῐμος	decisive, critical	NULL
6047	κρῐτεος	to be decided	NULL
6048	κρῐτῐκος	able to discern, critical	NULL
6049	κρῐτος	picked out, chosen	NULL
6050	κροκεω	saffron-coloured	NULL
6051	κροκηιω		NULL
6052	κροκινω	of saffron	NULL
6053	κροκοβαπτος	saffron-dyed	NULL
6054	κροκοβᾰφης	sallow, sickly	NULL
6055	κροκοεν	saffron-coloured	NULL
6056	κροκοπεπλος	with yellow veil	NULL
6057	κροκωτ	saffron-dyed, saffron-coloured	NULL
6058	κρονικος	old-fashioned, out of date	NULL
6059	κρονιε	Saturnian, of Cronus	NULL
6060	κρονιππος	an old dotard	NULL
6061	κροτητος	stricken, sounding with blows	NULL
6062	κρουματικος	of	NULL
6063	κρουστικος	fit for striking the ears, impressive	NULL
6064	κρῠερος	icy, chilling	NULL
6065	κρῡμωδης	icy-cold, frozen, icy	NULL
6066	κρυοεν	chilling	NULL
6067	κρυπταδιος	secret, clandestine	NULL
6068	κρυπτεος		NULL
6069	κρυπτ	hidden, secret	NULL
6070	κρυσταλλῐνος	of crystal, crystalline	NULL
6071	κρυσταλλοπηκτος	congealed to ice, frozen	NULL
6072	κρυφαιω	hidden	NULL
6073	κρυφιε	hidden, concealed	NULL
6074	κρυψινους	hiding one's thoughts, dissembling	NULL
6075	κτεατιστος	gotten, acquired	NULL
6076	κτηνοτροφος	keeping cattle, pastoral.	NULL
6077	κτησιω	belonging to property	NULL
6078	κτητεος	to be gotten	NULL
6079	κτητικος	acquisitive	NULL
6080	κτητος	that may be gotten	NULL
6081	κτιδεος	of a marten-cat	NULL
6082	κτῐλος	tame, docile, gentle	NULL
6083	κυαμευτω	chosen by beans	NULL
6084	κυαναυγες	dark-gleaming	NULL
6085	κῠᾰνεμβολος		NULL
6086	κυανω	dark-blue, glossy-blue	NULL
6087	κῠᾰνοβλεφᾰρος	dark-eyed	NULL
6088	κυανοειδη	dark-blue, deep-blue	NULL
6089	κυανοπεπλω	dark-veiled	NULL
6090	κῠᾰνοπρωρειος		NULL
6091	κῠᾰνοπρωρος	with dark-blue prow, dark-prowed	NULL
6092	κῠᾰνοπτερος	with blue-black feathers, dark-winged	NULL
6093	κυᾰνος	cyanus, a dark-blue substance	NULL
6094	κῠᾰνοστολος	dark-robed	NULL
6095	κυᾰνοχροος	dark-coloured, dark-looking	NULL
6096	κῠᾰνωπος	dark-looking	NULL
6097	κῠβερνητηριος		NULL
6098	κυβερνητικω	good at steering	NULL
6099	κῠβευτικος	of	NULL
6100	κυδαλιμω	glorious, renowned, famous	NULL
