id	text	bare_text	sequence_num	morph_code	base_form	bare_base_form	definition
1555	ὀρνιθοσκόπου	ορνιθοσκοπου	1555	a-s---fg-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1556	ὀρνιθόσκοπος	ορνιθοσκοπος	1556	a-s---fn-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1557	ὀρνιθοσκόπος	ορνιθοσκοπος	1557	a-s---fn-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1558	ὀρνῑθόσκοπ-ος	ορνῑθοσκοπ-ος	1558	a-s---fn-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1559	ὀρνῑθόσκοπος	ορνῑθοσκοπος	1559	a-s---fn-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1560	ὀρνιθοσκόπον	ορνιθοσκοπον	1560	a-s---ma-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1561	ὀρνιθοσκόπου	ορνιθοσκοπου	1561	a-s---mg-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1562	ὀρνιθόσκοπος	ορνιθοσκοπος	1562	a-s---mn-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1563	ὀρνιθοσκόπος	ορνιθοσκοπος	1563	a-s---mn-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1564	ὀρνῑθόσκοπ-ος	ορνῑθοσκοπ-ος	1564	a-s---mn-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1565	ὀρνῑθόσκοπος	ορνῑθοσκοπος	1565	a-s---mn-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1566	ὀρνιθοσκόπον	ορνιθοσκοπον	1566	a-s---na-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1567	ὀρνιθοσκόπου	ορνιθοσκοπου	1567	a-s---ng-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1568	ὀρνιθοσκόπον	ορνιθοσκοπον	1568	a-s---nn-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1569	ὀρνιθοσκόπον	ορνιθοσκοπον	1569	a-s---nv-	ὀρνιθοσκόπος	ορνιθοσκοπος	observing and predicting by the flight and cries of birds
1570	οἷντινοιν	οιντινοιν	1570	p-d---md-	ὅστις	οστις	any one who, anything which
1571	οἷντινοιν	οιντινοιν	1571	p-d---mg-	ὅστις	οστις	any one who, anything which
1572	οἷντινοιν	οιντινοιν	1572	p-d---nd-	ὅστις	οστις	any one who, anything which
1573	οἷντινοιν	οιντινοιν	1573	p-d---ng-	ὅστις	οστις	any one who, anything which
1574	ἅστινας	αστινας	1574	p-p---fa-	ὅστις	οστις	any one who, anything which
1575	ἅ̄στινας	ᾱστινας	1575	p-p---fa-	ὅστις	οστις	any one who, anything which
1576	ἁστινασοῦν	αστινασουν	1576	p-p---fa-	ὅστις	οστις	any one who, anything which
1577	αἷστισι	αιστισι	1577	p-p---fd-	ὅστις	οστις	any one who, anything which
1578	αἷστισιν	αιστισιν	1578	p-p---fd-	ὅστις	οστις	any one who, anything which
1579	αἱστισινοῦν	αιστισινουν	1579	p-p---fd-	ὅστις	οστις	any one who, anything which
1580	ὧντινων	ωντινων	1580	p-p---fg-	ὅστις	οστις	any one who, anything which
1581	ὡντινωνοῦν	ωντινωνουν	1581	p-p---fg-	ὅστις	οστις	any one who, anything which
1582	αἵτινες	αιτινες	1582	p-p---fn-	ὅστις	οστις	any one who, anything which
1583	ὅτινας	οτινας	1583	p-p---ma-	ὅστις	οστις	any one who, anything which
1584	οὕστινας	ουστινας	1584	p-p---ma-	ὅστις	οστις	any one who, anything which
1585	οὑστινασοῦν	ουστινασουν	1585	p-p---ma-	ὅστις	οστις	any one who, anything which
1586	ὅτοις	οτοις	1586	p-p---md-	ὅστις	οστις	any one who, anything which
1587	ὅτοισι	οτοισι	1587	p-p---md-	ὅστις	οστις	any one who, anything which
1588	ὅτοισιν	οτοισιν	1588	p-p---md-	ὅστις	οστις	any one who, anything which
1589	ὁτέοισι	οτεοισι	1589	p-p---md-	ὅστις	οστις	any one who, anything which
1590	ὁτέοισιν	οτεοισιν	1590	p-p---md-	ὅστις	οστις	any one who, anything which
1591	οἷστισι	οιστισι	1591	p-p---md-	ὅστις	οστις	any one who, anything which
1592	οἷστισιν	οιστισιν	1592	p-p---md-	ὅστις	οστις	any one who, anything which
1593	οἱστισινοῦν	οιστισινουν	1593	p-p---md-	ὅστις	οστις	any one who, anything which
1594	ὅτεων	οτεων	1594	p-p---mg-	ὅστις	οστις	any one who, anything which
1595	ὅτων	οτων	1595	p-p---mg-	ὅστις	οστις	any one who, anything which
1596	ὧντινων	ωντινων	1596	p-p---mg-	ὅστις	οστις	any one who, anything which
1597	ὡντινωνοῦν	ωντινωνουν	1597	p-p---mg-	ὅστις	οστις	any one who, anything which
1598	οἵτινες	οιτινες	1598	p-p---mn-	ὅστις	οστις	any one who, anything which
1599	ἅσς’	ασς	1599	p-p---na-	ὅστις	οστις	any one who, anything which
1600	ἅσσα	ασσα	1600	p-p---na-	ὅστις	οστις	any one who, anything which
1601	ἅτινα	ατινα	1601	p-p---na-	ὅστις	οστις	any one who, anything which
1602	ἅτθ’	ατθ	1602	p-p---na-	ὅστις	οστις	any one who, anything which
1603	ἅττ’	αττ	1603	p-p---na-	ὅστις	οστις	any one who, anything which
1604	ἅττα	αττα	1604	p-p---na-	ὅστις	οστις	any one who, anything which
1605	ὅτιν’	οτιν	1605	p-p---na-	ὅστις	οστις	any one who, anything which
1606	ὅτινα	οτινα	1606	p-p---na-	ὅστις	οστις	any one who, anything which
1607	ὅτοις	οτοις	1607	p-p---nd-	ὅστις	οστις	any one who, anything which
1608	ὅτοισι	οτοισι	1608	p-p---nd-	ὅστις	οστις	any one who, anything which
1609	ὅτοισιν	οτοισιν	1609	p-p---nd-	ὅστις	οστις	any one who, anything which
1610	ὁτέοισι	οτεοισι	1610	p-p---nd-	ὅστις	οστις	any one who, anything which
1611	ὁτέοισιν	οτεοισιν	1611	p-p---nd-	ὅστις	οστις	any one who, anything which
1612	οἷστισι	οιστισι	1612	p-p---nd-	ὅστις	οστις	any one who, anything which
1613	οἷστισιν	οιστισιν	1613	p-p---nd-	ὅστις	οστις	any one who, anything which
1614	οἱστισινοῦν	οιστισινουν	1614	p-p---nd-	ὅστις	οστις	any one who, anything which
1615	ὅτεων	οτεων	1615	p-p---ng-	ὅστις	οστις	any one who, anything which
1616	ὅτων	οτων	1616	p-p---ng-	ὅστις	οστις	any one who, anything which
1617	ὧντινων	ωντινων	1617	p-p---ng-	ὅστις	οστις	any one who, anything which
1618	ὡντινωνοῦν	ωντινωνουν	1618	p-p---ng-	ὅστις	οστις	any one who, anything which
1619	ἅσς’	ασς	1619	p-p---nn-	ὅστις	οστις	any one who, anything which
1620	ἅσσα	ασσα	1620	p-p---nn-	ὅστις	οστις	any one who, anything which
1621	ἅτινα	ατινα	1621	p-p---nn-	ὅστις	οστις	any one who, anything which
1622	ἅτθ’	ατθ	1622	p-p---nn-	ὅστις	οστις	any one who, anything which
1623	ἅττ’	αττ	1623	p-p---nn-	ὅστις	οστις	any one who, anything which
1624	ἅττα	αττα	1624	p-p---nn-	ὅστις	οστις	any one who, anything which
1625	ὅτιν’	οτιν	1625	p-p---nn-	ὅστις	οστις	any one who, anything which
1626	ὅτινα	οτινα	1626	p-p---nn-	ὅστις	οστις	any one who, anything which
1627	ἅντιν’	αντιν	1627	p-s---fa-	ὅστις	οστις	any one who, anything which
1628	ἅντινα	αντινα	1628	p-s---fa-	ὅστις	οστις	any one who, anything which
1629	ἥντιν’	ηντιν	1629	p-s---fa-	ὅστις	οστις	any one who, anything which
1630	ἥντινα	ηντινα	1630	p-s---fa-	ὅστις	οστις	any one who, anything which
1631	ἡντιναδήποτε	ηντιναδηποτε	1631	p-s---fa-	ὅστις	οστις	any one who, anything which
1632	ἡντινοῦν	ηντινουν	1632	p-s---fa-	ὅστις	οστις	any one who, anything which
1633	ᾗτινι	ητινι	1633	p-s---fd-	ὅστις	οστις	any one who, anything which
1634	ᾑτινιδή	ητινιδη	1634	p-s---fd-	ὅστις	οστις	any one who, anything which
1635	ᾑτινιδήποτ’	ητινιδηποτ	1635	p-s---fd-	ὅστις	οστις	any one who, anything which
1636	ᾑτινιοῦν	ητινιουν	1636	p-s---fd-	ὅστις	οστις	any one who, anything which
1637	ἧστινος	ηστινος	1637	p-s---fg-	ὅστις	οστις	any one who, anything which
1638	ἡστινοσοῦν	ηστινοσουν	1638	p-s---fg-	ὅστις	οστις	any one who, anything which
1639	ἅτις	ατις	1639	p-s---fn-	ὅστις	οστις	any one who, anything which
1640	ἥτις	ητις	1640	p-s---fn-	ὅστις	οστις	any one who, anything which
1641	ἡτισοῦν	ητισουν	1641	p-s---fn-	ὅστις	οστις	any one who, anything which
1642	χἄτις	χατις	1642	p-s---fn-	ὅστις	οστις	any one who, anything which
1643	χἤτις	χητις	1643	p-s---fn-	ὅστις	οστις	any one who, anything which
1644	ὅντιν’	οντιν	1644	p-s---ma-	ὅστις	οστις	any one who, anything which
1645	ὅντινα	οντινα	1645	p-s---ma-	ὅστις	οστις	any one who, anything which
1646	ὅντινᾰ	οντινᾰ	1646	p-s---ma-	ὅστις	οστις	any one who, anything which
1647	ὁντιναοῦν	οντιναουν	1647	p-s---ma-	ὅστις	οστις	any one who, anything which
1648	ὁντινοῦν	οντινουν	1648	p-s---ma-	ὅστις	οστις	any one who, anything which
1649	ὅτεωι	οτεωι	1649	p-s---md-	ὅστις	οστις	any one who, anything which
1650	ὅτεῳ	οτεω	1650	p-s---md-	ὅστις	οστις	any one who, anything which
1651	ὅτωι	οτωι	1651	p-s---md-	ὅστις	οστις	any one who, anything which
1652	ὅτῳ	οτω	1652	p-s---md-	ὅστις	οστις	any one who, anything which
1653	ὅτῳπερ	οτωπερ	1653	p-s---md-	ὅστις	οστις	any one who, anything which
1654	ὁτῳδήποτε	οτωδηποτε	1654	p-s---md-	ὅστις	οστις	any one who, anything which
1655	ὁτῳοῦν	οτωουν	1655	p-s---md-	ὅστις	οστις	any one who, anything which
1656	ᾧτινι	ωτινι	1656	p-s---md-	ὅστις	οστις	any one who, anything which
1657	ᾡτινιοῦν	ωτινιουν	1657	p-s---md-	ὅστις	οστις	any one who, anything which
1658	ὅτεο	οτεο	1658	p-s---mg-	ὅστις	οστις	any one who, anything which
1659	ὅτευ	οτευ	1659	p-s---mg-	ὅστις	οστις	any one who, anything which
1660	ὅτου	οτου	1660	p-s---mg-	ὅστις	οστις	any one who, anything which
1661	ὅτουπερ	οτουπερ	1661	p-s---mg-	ὅστις	οστις	any one who, anything which
1662	ὅττεο	οττεο	1662	p-s---mg-	ὅστις	οστις	any one who, anything which
1663	ὅττευ	οττευ	1663	p-s---mg-	ὅστις	οστις	any one who, anything which
1664	ὁτουδήποτε	οτουδηποτε	1664	p-s---mg-	ὅστις	οστις	any one who, anything which
1665	ὁτουοῦν	οτουουν	1665	p-s---mg-	ὅστις	οστις	any one who, anything which
1666	οὗτινος	ουτινος	1666	p-s---mg-	ὅστις	οστις	any one who, anything which
1667	οὑτινοσοῦν	ουτινοσουν	1667	p-s---mg-	ὅστις	οστις	any one who, anything which
1668	χὤτου	χωτου	1668	p-s---mg-	ὅστις	οστις	any one who, anything which
1669	ὅστις	οστις	1669	p-s---mn-	ὅστις	οστις	any one who, anything which
1670	ὅστισπερ	οστισπερ	1670	p-s---mn-	ὅστις	οστις	any one who, anything which
1671	ὅτις	οτις	1671	p-s---mn-	ὅστις	οστις	any one who, anything which
1672	ὁστισδηποτοῦν	οστισδηποτουν	1672	p-s---mn-	ὅστις	οστις	any one who, anything which
1673	ὁστισοὖν	οστισουν	1673	p-s---mn-	ὅστις	οστις	any one who, anything which
1674	ὁστισοῦν	οστισουν	1674	p-s---mn-	ὅστις	οστις	any one who, anything which
1675	ὁτίς	οτις	1675	p-s---mn-	ὅστις	οστις	any one who, anything which
1676	ὁτὶς	οτις	1676	p-s---mn-	ὅστις	οστις	any one who, anything which
1677	χὥστις	χωστις	1677	p-s---mn-	ὅστις	οστις	any one who, anything which
1678	χὤστις	χωστις	1678	p-s---mn-	ὅστις	οστις	any one who, anything which
1679	ὅθ’	οθ	1679	p-s---na-	ὅστις	οστις	any one who, anything which
1680	ὅτ’	οτ	1680	p-s---na-	ὅστις	οστις	any one who, anything which
1681	ὅτι	οτι	1681	p-s---na-	ὅστις	οστις	any one who, anything which
1682	ὅτῐ	οτῐ	1682	p-s---na-	ὅστις	οστις	any one who, anything which
1683	ὁθ’	οθ	1683	p-s---na-	ὅστις	οστις	any one who, anything which
1684	ὁτιδήποθ’	οτιδηποθ	1684	p-s---na-	ὅστις	οστις	any one who, anything which
1685	ὁτιδήποτ’	οτιδηποτ	1685	p-s---na-	ὅστις	οστις	any one who, anything which
1686	ὁτιδήποτε	οτιδηποτε	1686	p-s---na-	ὅστις	οστις	any one who, anything which
1687	χὥτι	χωτι	1687	p-s---na-	ὅστις	οστις	any one who, anything which
1688	χὤτ’	χωτ	1688	p-s---na-	ὅστις	οστις	any one who, anything which
1689	χὤτι	χωτι	1689	p-s---na-	ὅστις	οστις	any one who, anything which
1690	ὅτεωι	οτεωι	1690	p-s---nd-	ὅστις	οστις	any one who, anything which
1691	ὅτεῳ	οτεω	1691	p-s---nd-	ὅστις	οστις	any one who, anything which
1692	ὅτωι	οτωι	1692	p-s---nd-	ὅστις	οστις	any one who, anything which
1693	ὅτῳ	οτω	1693	p-s---nd-	ὅστις	οστις	any one who, anything which
1694	ὅτῳπερ	οτωπερ	1694	p-s---nd-	ὅστις	οστις	any one who, anything which
1695	ὁτῳδήποτε	οτωδηποτε	1695	p-s---nd-	ὅστις	οστις	any one who, anything which
1696	ὁτῳοῦν	οτωουν	1696	p-s---nd-	ὅστις	οστις	any one who, anything which
1697	ᾧτινι	ωτινι	1697	p-s---nd-	ὅστις	οστις	any one who, anything which
1698	ᾡτινιοῦν	ωτινιουν	1698	p-s---nd-	ὅστις	οστις	any one who, anything which
1699	ὅτεο	οτεο	1699	p-s---ng-	ὅστις	οστις	any one who, anything which
1700	ὅτευ	οτευ	1700	p-s---ng-	ὅστις	οστις	any one who, anything which
1701	ὅτου	οτου	1701	p-s---ng-	ὅστις	οστις	any one who, anything which
1702	ὅτουπερ	οτουπερ	1702	p-s---ng-	ὅστις	οστις	any one who, anything which
1703	ὅττεο	οττεο	1703	p-s---ng-	ὅστις	οστις	any one who, anything which
1704	ὅττευ	οττευ	1704	p-s---ng-	ὅστις	οστις	any one who, anything which
1705	ὁτουδήποτε	οτουδηποτε	1705	p-s---ng-	ὅστις	οστις	any one who, anything which
1706	ὁτουοῦν	οτουουν	1706	p-s---ng-	ὅστις	οστις	any one who, anything which
1707	οὗτινος	ουτινος	1707	p-s---ng-	ὅστις	οστις	any one who, anything which
1708	οὑτινοσοῦν	ουτινοσουν	1708	p-s---ng-	ὅστις	οστις	any one who, anything which
1709	χὤτου	χωτου	1709	p-s---ng-	ὅστις	οστις	any one who, anything which
1710	ὅθ’	οθ	1710	p-s---nn-	ὅστις	οστις	any one who, anything which
1711	ὅτ’	οτ	1711	p-s---nn-	ὅστις	οστις	any one who, anything which
1712	ὅτι	οτι	1712	p-s---nn-	ὅστις	οστις	any one who, anything which
1713	ὅτῐ	οτῐ	1713	p-s---nn-	ὅστις	οστις	any one who, anything which
1714	ὁθ’	οθ	1714	p-s---nn-	ὅστις	οστις	any one who, anything which
1715	ὁτιδήποθ’	οτιδηποθ	1715	p-s---nn-	ὅστις	οστις	any one who, anything which
1716	ὁτιδήποτ’	οτιδηποτ	1716	p-s---nn-	ὅστις	οστις	any one who, anything which
1717	ὁτιδήποτε	οτιδηποτε	1717	p-s---nn-	ὅστις	οστις	any one who, anything which
1718	χὥτι	χωτι	1718	p-s---nn-	ὅστις	οστις	any one who, anything which
1719	χὤτ’	χωτ	1719	p-s---nn-	ὅστις	οστις	any one who, anything which
1720	χὤτι	χωτι	1720	p-s---nn-	ὅστις	οστις	any one who, anything which
1721	πεινῶσα	πεινωσα	1721	t-dp-afa-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1722	πεινῶσα	πεινωσα	1722	t-dp-afn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1723	πεινῶσα	πεινωσα	1723	t-dp-afv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1724	πεινάοντε	πειναοντε	1724	t-dp-ama-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1725	πεινάοντε	πειναοντε	1725	t-dp-amn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1726	πεινάοντε	πειναοντε	1726	t-dp-amv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1727	πεινάοντε	πειναοντε	1727	t-dp-ana-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1728	πεινάοντε	πειναοντε	1728	t-dp-ann-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1729	πεινάοντε	πειναοντε	1729	t-dp-anv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1730	πεινάσουσιν	πεινασουσιν	1730	t-pf-amd-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1731	πεινήσουσι	πεινησουσι	1731	t-pf-amd-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1732	πεινάσουσιν	πεινασουσιν	1732	t-pf-and-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1733	πεινήσουσι	πεινησουσι	1733	t-pf-and-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1734	πεινῶσαν	πεινωσαν	1734	t-pp-afg-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1735	πεινῶντας	πεινωντας	1735	t-pp-ama-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1736	πεινῶσι	πεινωσι	1736	t-pp-amd-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1737	πεινῶσιν	πεινωσιν	1737	t-pp-amd-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1738	πεινώντων	πεινωντων	1738	t-pp-amg-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1739	πεινῶντες	πεινωντες	1739	t-pp-amn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1740	πεινῶντες	πεινωντες	1740	t-pp-amv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1741	πεινάοντα	πειναοντα	1741	t-pp-ana-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1742	πεινῶντα	πεινωντα	1742	t-pp-ana-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1743	πεινῶσι	πεινωσι	1743	t-pp-and-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1744	πεινῶσιν	πεινωσιν	1744	t-pp-and-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1745	πεινώντων	πεινωντων	1745	t-pp-ang-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1746	πεινάοντα	πειναοντα	1746	t-pp-ann-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1747	πεινῶντα	πεινωντα	1747	t-pp-ann-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1748	πεινάοντα	πειναοντα	1748	t-pp-anv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1749	πεινῶντα	πεινωντα	1749	t-pp-anv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1750	πεινήσας	πεινησας	1750	t-sa-amn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1751	πεινήσας	πεινησας	1751	t-sa-amv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1752	πεινῶσαν	πεινωσαν	1752	t-sp-afa-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1753	πεινῶσα	πεινωσα	1753	t-sp-afn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1754	πεινῶσα	πεινωσα	1754	t-sp-afv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1755	πεινάοντα	πειναοντα	1755	t-sp-ama-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1756	πεινῶντα	πεινωντα	1756	t-sp-ama-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1757	πεινᾶντι	πειναντι	1757	t-sp-amd-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1758	πεινῶντι	πεινωντι	1758	t-sp-amd-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1759	πεῖναν	πειναν	1759	t-sp-amn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1760	πεινάων	πειναων	1760	t-sp-amn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1761	πεινά̄ων	πεινᾱων	1761	t-sp-amn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1762	πεινᾶν	πειναν	1762	t-sp-amn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1763	πεινῶν	πεινων	1763	t-sp-amn-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1764	πεῖναν	πειναν	1764	t-sp-amv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1765	πεινᾶν	πειναν	1765	t-sp-amv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1766	πεινῶν	πεινων	1766	t-sp-amv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1767	πεῖναν	πειναν	1767	t-sp-ana-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1768	πεινᾶν	πειναν	1768	t-sp-ana-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1769	πεινῶν	πεινων	1769	t-sp-ana-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1770	πεινᾶντι	πειναντι	1770	t-sp-and-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1771	πεινῶντι	πεινωντι	1771	t-sp-and-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1772	πεῖναν	πειναν	1772	t-sp-ann-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1773	πεινᾶν	πειναν	1773	t-sp-ann-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1774	πεινῶν	πεινων	1774	t-sp-ann-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1775	πεῖναν	πειναν	1775	t-sp-anv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1776	πεινᾶν	πειναν	1776	t-sp-anv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1777	πεινῶν	πεινων	1777	t-sp-anv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1778	πεπεινηκός	πεπεινηκος	1778	t-sr-ana-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1779	πεπεινηκός	πεπεινηκος	1779	t-sr-ann-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1780	πεπεινηκός	πεπεινηκος	1780	t-sr-anv-	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1781	πεινήσειν	πεινησειν	1781	v--fna---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1782	πείνην	πεινην	1782	v--pna---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1783	πεῖναν	πειναν	1783	v--pna---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1784	πεινᾶν	πειναν	1784	v--pna---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1785	πεινήμεναι	πεινημεναι	1785	v--pna---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1786	πεινῆν	πεινην	1786	v--pna---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1787	πεινῶμεν	πεινωμεν	1787	v1piia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1788	πεινῶμεν	πεινωμεν	1788	v1ppia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1789	πεινῶμεν	πεινωμεν	1789	v1ppsa---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1790	ἐπείνασα	επεινασα	1790	v1saia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1791	ἐπείνᾱσα	επεινᾱσα	1791	v1saia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1792	ἐπείνησα	επεινησα	1792	v1saia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1793	πεινάσω	πεινασω	1793	v1sasa---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1794	πεινήσω	πεινησω	1794	v1sasa---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1795	πεινάσω	πεινασω	1795	v1sfia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1796	πεινήσω	πεινησω	1796	v1sfia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1797	’πείνων	πεινων	1797	v1siia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1798	ἐπείνων	επεινων	1798	v1siia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1799	πεῖναν	πειναν	1799	v1siia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1800	πεινᾶν	πειναν	1800	v1siia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1801	πεινῶν	πεινων	1801	v1siia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1802	πείνα	πεινα	1802	v1spia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1803	πεῖνα	πεινα	1803	v1spia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1804	πειν-άω	πειν-αω	1804	v1spia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1805	πεινάω	πειναω	1805	v1spia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1806	πεινῶ	πεινω	1806	v1spia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1807	πείνα	πεινα	1807	v1spsa---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1808	πεῖνα	πεινα	1808	v1spsa---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1809	πεινῶ	πεινω	1809	v1spsa---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1810	πεπείνηκα	πεπεινηκα	1810	v1sria---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1811	πεινάσετε	πεινασετε	1811	v2pasa---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1812	πεινάσετε	πεινασετε	1812	v2pfia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1813	πεινήσας	πεινησας	1813	v2saia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1814	πεινάσω	πεινασω	1814	v2saim---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1815	πεινήσω	πεινησω	1815	v2saim---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1816	πεινήσεις	πεινησεις	1816	v2sasa---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1817	πεινάσῃ	πειναση	1817	v2sasm---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1818	πεινήσεις	πεινησεις	1818	v2sfia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1819	πεινάσῃ	πειναση	1819	v2sfim---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1820	πείνης	πεινης	1820	v2siia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1821	πείνας	πεινας	1821	v2spia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
1822	πείνης	πεινης	1822	v2spia---	πεινάω	πειναω	to be hungry, suffer hunger, be famished
