,sequence,translation,sentiment,score
6616,μακρων,a longhead;,Disgust,0.9614499807357788
6617,μακτρᾱ,a kneading-trough,Joy,0.9909362196922302
6618,μᾰλᾰκαιπους,"soft-footed, treading softly",Disgust,0.9999693632125854
6619,μᾰλᾰκια,"softness, delicacy, effeminacy",Disgust,0.9999665021896362
6620,μᾰλᾰκοτης,softness,Disgust,0.9999650716781616
6621,μᾰλᾰκοχειρ,soft-handed,Fear,0.8942070007324219
6622,μᾰλακτηρ,one that melts and moulds,Joy,0.5157128572463989
6623,μᾰλαχη,mallow,Joy,0.9999631643295288
6624,μαλβαξ,,Disgust,0.9999661445617676
6625,μᾰλα,the arm-pit,Joy,0.9999666213989258
6626,μαλθᾰκια,,Disgust,0.9999643564224243
6627,μαλθη,a mixture of wax and pitch,Disgust,0.9999551773071289
6628,μαλῐον,a lock of hair,Joy,0.9999698400497437
6629,μᾱλις,,Joy,0.9998327493667603
6630,μᾱλις,,Joy,0.9998327493667603
6631,μαλκη,numbness from cold.,Disgust,0.9999693632125854
6632,μαλλος,"a lock of wool, wool",Disgust,0.9999687671661377
6633,μαμμακῠθος,"a blockhead, simpleton",Disgust,0.9999630451202393
6634,μαμμη,"mamma, mammy",Disgust,0.9999548196792603
6635,μανδραγορα,mandrake,Joy,0.9999144077301025
6636,μανδρα,an inclosed space,Joy,0.9999195337295532
6637,μανερως,Maneros,Disgust,0.9999595880508423
6638,μᾰνιακης,an armlet,Anger,0.9998077750205994
6639,μᾰνια,"madness, frenzy",Anger,0.9998595714569092
6640,μᾰνιας,"raging, frantic, mad",Disgust,0.9996383190155029
6641,μαννᾰ,"manna, a morsel, grain",Joy,0.9999511241912842
6642,μαννος,,Joy,0.9999514818191528
6643,μανοτης,"looseness of texture, porousness",Disgust,0.932137131690979
6644,μαντηιη,"prophesying, prophetic power",Fear,0.9999781847000122
6645,μαντηιον,an oracle,Joy,0.9953776597976685
6646,μαντευμα,an oracle,Fear,0.9942849278450012
6647,μαντῐς,"one who divines, a seer, prophet",Fear,0.9999581575393677
6648,μαντοσῠνα,the art of divination,Fear,0.9998238682746887
6649,μαραγνα,"a whip, scourge",Joy,0.9999488592147827
6650,μᾰρᾰθον,fennel,Joy,0.9999473094940186
6651,μᾰρᾰθωνομαχης,"a Marathon fighter, a Marathon-man",Joy,0.9999493360519409
6652,μᾰρᾰθων,Marathon,Joy,0.9999604225158691
6653,μαργᾰριτης,a pearl,Disgust,0.9119978547096252
6654,μαργᾰρον,,Joy,0.9999555349349976
6655,μαργῑτης,Margites,Disgust,0.9999561309814453
6656,μαργοσυνη,,Joy,0.9706664085388184
6657,μαργοτης,raging passion,Joy,0.999663233757019
6658,μαρεη,Marea,Joy,0.9999539852142334
6659,μαρη,a hand,Joy,0.999968409538269
6660,μαριανδυνος,"a wild, barbaric",Joy,0.9999691247940063
6661,μαριλαδης,O son of coal-dust!,Joy,0.999962329864502
6662,μᾰρῑλη,the embers of charcoal,Joy,0.9999454021453857
6663,μᾰρῑλοποτης,coal-dust-gulper,Joy,0.9999350309371948
6664,μαρμᾰρογλῠφια,sculpture in marble,Disgust,0.9999674558639526
6665,μαρμᾰρος,stone,Disgust,0.9999499320983887
6666,μαρμᾰρῠγη,"a flashing, sparkling",Disgust,0.9889898300170898
6667,μαρσιπος,"a bag, pouch",Joy,0.9999431371688843
6668,μαρτῠρημα,testimony,Trust,0.8863199353218079
6669,μαρτῠρια,"witness, testimony, evidence",Joy,0.9999388456344604
6670,μαρτῠριον,"a testimony, proof",Joy,0.9999667406082153
6671,μαρτῠρος,,Joy,0.9999476671218872
6672,μαρτῠς,a witness,Joy,0.9788640141487122
6673,μασθλης,"a leather strap, thong",Disgust,0.9999639987945557
6674,μασθος,,Joy,0.9987713694572449
6675,μασσᾰλια,the Marseillais,Joy,0.9999371767044067
6676,μασταξ,"that with which one chews, the mouth",Disgust,0.9996135830879211
6677,μαστευτης,,Disgust,0.9999552965164185
6678,μαστηρ,"a seeker, searcher, one who looks for",Trust,0.8060030937194824
6679,μαστῑγια,"one that always wants whipping, a worthless slave, a sorry knave",Disgust,0.9999599456787109
6680,μαστῑγοφορος,a scourge-bearer,Disgust,0.9999679327011108
6681,μαστικτωρ,a scourger,Disgust,0.9999680519104004
6682,μαστῑξ,"a whip, scourge",Disgust,0.9999669790267944
6683,μαστῐς,,Joy,0.9978185892105103
6684,μαστοδετον,a breast-band,Joy,0.9999465942382812
6685,μᾰζος,one of the breasts,Disgust,0.9998278617858887
6686,μαστροπεια,a pandaring,Disgust,0.999961256980896
6687,μαστροπος,a pandar,Disgust,0.9999675750732422
6688,μασχαλη,the armpit,Disgust,0.9999094009399414
6689,μασχαλιστηρ,a broad strap passing round the horse,Disgust,0.9999626874923706
6690,μᾰταιοπονια,labour in vain,Disgust,0.9999699592590332
6691,μᾰτη,"a folly, a fault",Surprise,0.9829334020614624
6692,μᾰτια,a vain attempt,Disgust,0.9996033310890198
6693,μᾱτιολοιχος,a devourer of meal,Joy,0.9030669927597046
6694,ματτυα,a dainty dish,Disgust,0.9999688863754272
6695,μαυσωλειον,a mausoleum,Disgust,0.9999690055847168
6696,μαυσωλος,,Disgust,0.999933123588562
6697,μᾰχαιρα,a large knife,Joy,0.9628564119338989
6698,μαχαιριδιον,,Disgust,0.9999562501907349
6699,μαχαιριον,,Fear,0.9999154806137085
6700,μαχαιρις,a rasor,Disgust,0.9999575614929199
6701,μᾰχαιροποιειον,a cutler's factory,Disgust,0.999967098236084
6702,μᾰχαιροπωλης,a cutler.,Disgust,0.998883068561554
6703,μᾰχαιροπωλιον,a cutler's shop,Disgust,0.9999599456787109
6704,μαχαων,Machaon,Fear,0.9747506976127625
6705,μᾰχη,"battle, fight, combat",Fear,0.9999847412109375
6706,μᾰχητης,"a fighter, warrior",Fear,0.9999830722808838
6707,μαχλας,,Fear,0.9543959498405457
6708,μαχλοσυνη,"lewdness, lust, wantonness",Trust,0.9971479773521423
6709,μαψαυραι,"random breezes, squalls, gusts",Disgust,0.9999676942825317
6710,μαψῠλακᾱς,idly barking,Disgust,0.9999690055847168
6711,μεγᾰθος,,Joy,0.9999262094497681
6712,μεγακλης,very famous,Joy,0.9999691247940063
6713,μεγᾰλαυχια,"great boasting, arrogance",Disgust,0.9999614953994751
6714,μεγᾰλειοτης,majesty,Joy,0.9999678134918213
6715,μεγᾰληγορια,big talking,Disgust,0.9997422099113464
6716,μεγᾰληνορια,"great manliness, proud self-confidence, haughtiness",Disgust,0.9998730421066284
6717,μεγᾰληνωρ,"very manly, heroic: self-confident, haughty",Joy,0.9999685287475586
6718,μεγᾰλητωρ,"great-hearted, heroic",Joy,0.9999682903289795
6719,μεγᾰλογνωμοσυνη,high-mindedness,Disgust,0.9986978769302368
6720,μεγᾰλοδωρια,munificence,Joy,0.999954342842102
6721,μεγᾰλοεργια,magnificence,Disgust,0.9999688863754272
6722,μεγᾰλομητις,"of high design, ambitious",Joy,0.9999690055847168
6723,μεγᾰλονοια,greatness of intellect,Disgust,0.9999545812606812
6724,μεγᾰλοπολις,that mighty city,Joy,0.9999697208404541
6725,μεγᾰλοπραγμοσυνη,"the disposition to do great things, magnificence",Disgust,0.9999680519104004
6726,μεγᾰλοπρεπεια,the character of a,Joy,0.9999685287475586
6727,μεγᾰλοφροσυνη,greatness of mind,Trust,0.9286654591560364
6728,μεγᾰλοφωνια,grandiloquence,Disgust,0.999967098236084
6729,μεγᾰλοψῡχια,"greatness of soul, magnanimity",Joy,0.9685441255569458
6730,μεγᾰλωσυνη,"greatness, majesty",Disgust,0.9998902082443237
6731,μεγανωρ,man-exalting,Joy,0.9999712705612183
6732,μεγαρ,Megara,Joy,0.9999707937240601
6733,μεγᾰρευς,a citizen of Megara,Disgust,0.9999620914459229
6734,μεγᾰρον,a large room,Joy,0.9988007545471191
6735,μεγεθος,"greatness, magnitude, size, height, stature",Surprise,0.9998003840446472
6736,μεγιστανες,"great men, grandees",Disgust,0.9999583959579468
6737,μεγιστοπολις,making cities greatest,Joy,0.9999693632125854
6738,μεδιμνος,the medimnus,Joy,0.9999686479568481
6739,μεζε,,Fear,0.9999111890792847
6740,μεθεξις,participation,Joy,0.9961845278739929
6741,μεθημοσυνη,"remissness, carelessness",Disgust,0.9999613761901855
6742,μεθη,strong drink,Disgust,0.9985823631286621
6743,μεθιδρῡσις,migration,Joy,0.9997548460960388
6744,μεθοδεια,"craft, wiliness",Disgust,0.9999575614929199
6745,μεθοδος,"a following after, pursuit",Trust,0.9752807021141052
6746,μεθυδριας,a water-nymph,Disgust,0.9998877048492432
6747,μεθυδριον,between-waters,Joy,0.9999505281448364
6748,μεθῠδωτης,giver of wine,Disgust,0.9989545345306396
6749,μεθῠ,"wine, mead",Joy,0.9998195767402649
6750,μεθῠπιδαξ,gushing with wine,Disgust,0.9999707937240601
6751,μεθῠπληξ,wine-stricken,Disgust,0.9989689588546753
6752,μεθῠσις,drunkenness,Disgust,0.999969482421875
6753,μειδημα,"a smile, smiling",Joy,0.7731642127037048
6754,μειδιᾱμα,a smile,Disgust,0.9999580383300781
6755,μειλια,"soothing things, pleasing gifts",Disgust,0.9999244213104248
6756,μειλιγμα,anything that serves to soothe,Disgust,0.9999688863754272
6757,μειλιχιη,"gentleness, softness",Disgust,0.999947190284729
6758,μειλῐχογηρυς,soft-voiced,Disgust,0.9999678134918213
6759,μειονεξια,disadvantage,Disgust,0.9999692440032959
6760,μεια,less.,Joy,0.9999655485153198
6761,μειρᾰκῐεξᾰπατης,a boy-cheater,Disgust,0.9999663829803467
6762,μειρᾰκῐον,"a boy, lad, stripling",Joy,0.9999693632125854
6763,μειρᾰκισκη,a little girl,Joy,0.6634559035301208
6764,μειρᾰκισκος,"a lad, stripling",Joy,0.999568521976471
6765,μειρᾰκυλλιον,a mere lad,Disgust,0.9999672174453735
6766,μειρᾰξ,"a young girl, lass",Disgust,0.9337484240531921
6767,μειωμα,curtailment:—a fine,Joy,0.7854331135749817
6768,μελαγκορῠφος,the blackcap,Disgust,0.9999697208404541
6769,μελαγχαιτα,black-haired,Disgust,0.9999693632125854
6770,μελαγχιτων,"with black raiment, darksome, gloomy",Disgust,0.9999685287475586
6771,μελαγχρως,,Disgust,0.9999682903289795
6772,μελαθρον,the ceiling of a room,Disgust,0.999967098236084
6773,μελᾰναιγῐς,with dark aegis,Disgust,0.9999696016311646
6774,μελᾰνια,blackness: a black cloud,Disgust,0.9999392032623291
6775,μελᾰνοπτερυξ,,Disgust,0.9999667406082153
6776,μελᾰνουρος,the black-tail,Disgust,0.9999698400497437
6777,μελᾰνοχρως,,Disgust,0.9999685287475586
6778,μελαντηρια,a black dye,Disgust,0.9999676942825317
6779,μελασμα,anything black,Disgust,0.9999468326568604
6780,μελεδημα,"care, anxiety",Joy,0.9542419910430908
6781,μελεδωνευς,,Disgust,0.999942421913147
6782,μελεδωνη,"care, sorrow",Disgust,0.9244151711463928
6783,μελεδωνος,"one who takes care of anything, a manager, keeper",Joy,0.9999138116836548
6784,μελεδων,,Joy,0.9996033310890198
6785,μελεοφρων,miserable-minded,Trust,0.9902892112731934
6786,μελετημα,"a practice, exercise, study",Trust,0.8821998238563538
6787,μελετη,"care, attention",Trust,0.9999408721923828
6788,μελετητηριον,a place for practice,Trust,0.6447134613990784
6789,μελετωρ,"one who cares for, an avenger",Joy,0.5969443917274475
6790,μεληδων,,Disgust,0.9992289543151855
6791,μελημ,"the object of care, a darling",Joy,0.999968409538269
6792,μελητιδης,a blockhead,Joy,0.9999651908874512
6793,μελιη,the ash,Joy,0.9999624490737915
6794,μελῐγηρυς,"sweet-voiced, melodious",Disgust,0.9999680519104004
6795,μελιγμα,a song,Disgust,0.9999549388885498
6796,μελικηρον,a honey-comb,Joy,0.9999319314956665
6797,μελικρητον,a drink of honey and milk,Joy,0.9999681711196899
6798,μελικτης,"a singer, player",Disgust,0.9999706745147705
6799,μελῐλωτον,melilot,Joy,0.9996585845947266
6800,μελινη,millet,Joy,0.8426694273948669
6801,μελῐνοφαγοι,millet-eaters,Disgust,0.9999685287475586
6802,μελιπαις,with honey-children,Disgust,0.9999662637710571
6803,μελ,,Joy,0.9999537467956543
6804,μελισκιον,,Disgust,0.9999685287475586
6805,μελισμα,a song,Disgust,0.9237447381019592
6806,μελισματιον,,Disgust,0.9999200105667114
6807,μελιττ,a bee,Disgust,0.9999649524688721
6808,μελιτεια,baulm,Joy,0.9999440908432007
6809,μελιτειον,mead,Joy,0.9999608993530273
6810,μελῐτοπωλης,a dealer in honey,Disgust,0.9999691247940063
6811,μελῐτουττα,,Disgust,0.9999313354492188
6812,μελιττ,,Disgust,0.9999649524688721
6813,μελιττιον,,Disgust,0.9999338388442993
6814,μελιττουργος,a bee-keeper,Disgust,0.9999411106109619
6815,μελῐτωμα,a honey-cake,Sadness,0.9998328685760498
6816,μελιφρων,"sweet to the mind, delicious",Trust,0.9616790413856506
6817,μελιχρως,,Disgust,0.9999617338180542
6818,μελλειρην,,Trust,0.9043557643890381
6819,μελλημα,a delay,Disgust,0.9043172001838684
6820,μελλω,"a being about to do, threatening to do",Anticipation,0.9998224377632141
6821,μελλητης,"a delayer, loiterer",Disgust,0.48727813363075256
6822,μελογρᾰφια,song-writing,Disgust,0.9999654293060303
6823,μελοποιητης,,Disgust,0.9999638795852661
6824,μελοποιια,a making of lyric poems,Disgust,0.9999547004699707
6825,μελοποιος,"a maker of songs, a lyric poet",Disgust,0.9998527765274048
6826,μελος,a limb,Joy,0.9999674558639526
6827,μελπηθρον,"the song with the dance, festive sport",Joy,0.9999667406082153
6828,μελπομενη,Melpomene,Joy,0.9999277591705322
6829,μελυδριον,a ditty,Sadness,0.998986542224884
6830,μελωδια,"a singing, chanting",Joy,0.9999650716781616
6831,μεμβρανα,,Fear,0.9898083806037903
6832,μεμβρας,anchovy,Disgust,0.7508450150489807
6833,μεμνονειον,the temple of Memnon,Joy,0.9937339425086975
6834,μεμνων,the steadfast,Joy,0.9999691247940063
6835,μεμψις,"blame, censure, reproof",Disgust,0.9991322159767151
6836,μεναιχμα,"abiding the spear, staunch in battle",Disgust,0.9998651742935181
6837,μενελεως,withstanding-men,Joy,0.9999641180038452
6838,μενεσθευς,abider,Sadness,0.9992133378982544
6839,μενεφυλοπις,,Disgust,0.9999676942825317
6840,μενεχαρμης,staunch in battle,Joy,0.9999687671661377
6841,μενοινη,eager desire,Fear,0.998806357383728
6842,μενος,"might, force, strength, prowess, courage",Fear,0.9977165460586548
6843,μερῐδαρπαξ,bit-stealer,Joy,0.9999655485153198
6844,μεριμν,"care, thought",Fear,0.9999598264694214
6845,μεριμνημα,anxiety,Trust,0.9999409914016724
6846,μεριμνητης,one who is anxious about,Trust,0.9999393224716187
6847,μεριμνοφροντιστης,"an anxious thinker, ""minute philosopher, """,Fear,0.9999723434448242
6848,μερισμος,"a dividing, division",Joy,0.9999047517776489
6849,μερις,"a part, portion, share, parcel",Disgust,0.9999681711196899
6850,μεριστα,a divider,Joy,0.9999402761459351
6851,μερῑτης,a partaker in,Disgust,0.9930092096328735
6852,μερμηρᾰ,"care, trouble",Fear,0.9999810457229614
6853,μερμῑς,"a cord, string, rope",Disgust,0.882278323173523
6854,μερος,"a part, share",Joy,0.9999575614929199
6855,μεροψ,dividing the voice,Fear,0.9896160364151001
6856,μεσᾰβον,a leathern strap,Joy,0.9441623687744141
6857,μεσαγκῠλον,a javelin with a strap,Disgust,0.9999691247940063
6858,μεσαυλος,"the inner court, behind the",Disgust,0.9999687671661377
6859,μεσεγγῠημα,money,Disgust,0.9931459426879883
6860,μεσημβριᾱ,"mid-day, noon",Joy,0.8218874931335449
6861,μεσῑτεια,"mediation, negotiation",Joy,0.9998512268066406
6862,μεσῑτης,"a mediator, umpire, arbitrator",Joy,0.998155415058136
6863,μεσοβᾰσῐλεια,an interregnum,Joy,0.9998377561569214
6864,μεσοβᾰσῐλευς,"interrex, one who holds kingly power between",Joy,0.9992513060569763
6865,μεσογεια,"the inland parts, interior",Disgust,0.866840124130249
6866,μεσοδμη,something built between,Joy,0.9999411106109619
6867,μεσοποτᾰμιτης,between rivers,Disgust,0.9999668598175049
6868,μεσοτης,a middle,Disgust,0.9999575614929199
6869,μεσοτοιχον,a partition-wall,Disgust,0.9998470544815063
6870,μεσουρᾰνημα,"mid-heaven, mid-air",Joy,0.9998530149459839
6871,μεσουρᾰνησις,the sun's place in meridian,Joy,0.9996956586837769
6872,μεταβᾰσις,"a passing over, migration",Disgust,0.6036804914474487
6873,μεταβολη,"a change, changing",Sadness,0.999795138835907
6874,μεταγγελος,a messenger between two parties,Joy,0.9999537467956543
6875,μεταγειτνιων,flitted and changed their neighbours.,Trust,0.9999305009841919
6876,μεταγνοια,"repentance, remorse",Fear,0.9998779296875
6877,μεταγνωσις,change of mind,Fear,0.999934196472168
6878,μεταδοσις,"the giving a share, imparting",Joy,0.9999598264694214
6879,μεταδρομη,"a running after, pursuit",Trust,0.9907951951026917
6880,μεταθεσις,transposition,Sadness,0.7578690052032471
6881,μεταιτης,a beggar,Trust,0.9999113082885742
6882,μεταιχμιον,between two armies,Fear,0.86472088098526
6883,μεταληψις,participation,Trust,0.9992788434028625
6884,μεταλλᾰγη,change,Disgust,0.9473301768302917
6885,μεταλλαξις,,Disgust,0.9999669790267944
6886,μεταλλεια,a searching for metals,Fear,0.9996869564056396
6887,μεταλλευτα,"one who searches for metals, a miner",Trust,0.99973064661026
6888,μεταλλον,a mine,Disgust,0.9999375343322754
6889,μεταμελεια,"change of purpose, regret, repentance",Trust,0.9999353885650635
6890,μεταμελος,"repentance, regret",Trust,0.9997517466545105
6891,μεταμορφωσις,a transformation,Disgust,0.9987118244171143
6892,μεταναιετης,one who dwells with,Trust,0.9815110564231873
6893,μεταναστᾰσις,migration,Sadness,0.9982742071151733
6894,μεταναστας,"one who has changed his home, a wanderer, immigrant",Joy,0.9999592304229736
6895,μεταναστρια,a wanderer,Trust,0.9886437058448792
6896,μετανοια,"after-thought, repentance",Anticipation,0.9332224726676941
6897,μεταπαυσωλη,rest between-whiles,Sadness,0.998754620552063
6898,μεταπρᾱσις,"a selling by retail, retail-trade",Disgust,0.9988467693328857
6899,μεταπτωσις,change,Fear,0.7985770106315613
6900,μεταπυργιον,"the wall between two towers, the curtain",Fear,0.9999865293502808
6901,μεταρσιολεσχια,,Disgust,0.9999600648880005
6902,μετασσα,born midway,Joy,0.9999674558639526
6903,μεταστᾰσις,"a removing, removal",Sadness,0.9999274015426636
6904,μεταστροφη,a turning from,Joy,0.9996764659881592
6905,μετασχεσις,participation,Trust,0.9999246597290039
6906,μετατροπη,"retribution, vengeance for",Joy,0.9967149496078491
6907,μετατροπια,"a turn of fortune, a reverse",Disgust,0.7759705781936646
6908,μεταφρᾰσις,a paraphrasing,Joy,0.9287866950035095
6909,μεταφρενον,the part behind the midriff,Fear,0.9999871253967285
6910,μετεωρολεσχης,"one who prates on things above, a star-gazer, visionary",Disgust,0.9995548129081726
6911,μετεωρολογια,discussion of high things,Disgust,0.9999700784683228
6912,μετεωρολογος,"one who talks of the heavenly bodies, an astronomer",Disgust,0.9999691247940063
6913,μετεωροσκοπος,a star-gazer,Fear,0.8371012210845947
6914,μετεωροσοφιστης,an astrological sophist,Disgust,0.9999682903289795
6915,μετεωροφεναξ,an astrological quack,Disgust,0.9999020099639893
6916,μετοικεσια,the Removal,Disgust,0.9999374151229858
6917,μετοικια,"change of abode, removal, migration",Joy,0.9999450445175171
6918,μετοικιον,the tax paid by the,Joy,0.999969482421875
6919,μετοικισμος,emigration,Disgust,0.999967098236084
6920,μετοικιστης,an emigrant,Disgust,0.9981657862663269
6921,πεδοικος,"changing one's abode, emigrating and settling elsewhere",Fear,0.999987006187439
6922,μετοικοφυλαξ,guardian of the,Disgust,0.9999655485153198
6923,μετοπωρον,late autumn,Joy,0.9999599456787109
6924,μετορχιον,the space between rows of vines,Joy,0.9945353269577026
6925,μετουσια,"participation, partnership, communion",Joy,0.5194411873817444
6926,μετοχη,"participation, communion",Joy,0.9999656677246094
6927,μετρημ,a measured distance,Joy,0.9999649524688721
6928,μετρησις,"measuring, measurement",Fear,0.8945822715759277
6929,μετρητα,a measurer,Joy,0.9999372959136963
6930,μετριοποτης,a moderate drinker,Disgust,0.9943622350692749
6931,μετριοτης,moderation,Trust,0.8821600079536438
6932,μετρον,that by which anything is measured,Disgust,0.9999599456787109
6933,μετωπιον,the forehead,Disgust,0.9998278617858887
6934,μετωπον,"the space between the eyes, the brow, forehead",Disgust,0.9999560117721558
6935,μηδεσῐκαστη,adorned-with-prudence,Trust,0.9999463558197021
6936,μηδισμος,"a leaning towards the Medes, being in their interest, Medism",Trust,0.9998822212219238
6937,μηδις,a Median woman,Fear,0.9976887702941895
6938,μηδη,"counsels, plans, arts, schemes",Fear,0.999964714050293
6939,μηδη,the genitals,Fear,0.999964714050293
6940,μηδος,"a Mede, Median",Joy,0.9999656677246094
6941,μηδοσυνη,"counsel, prudence",Trust,0.9999384880065918
6942,μηκασμος,a bleating,Trust,0.9997026324272156
6943,μηκας,the bleating one,Fear,0.9999874830245972
6944,μηκος,length,Disgust,0.5543332099914551
6945,μηκων,the poppy,Fear,0.9999825954437256
6946,μηλεη,an apple-tree,Trust,0.9999383687973022
6947,μηλα,a probe,Joy,0.9999649524688721
6948,μηλιαδες,nymphs of Malis,Disgust,0.9999685287475586
6949,μηλις,an inhabitant of Malis,Disgust,0.9183525443077087
6950,μηλις,Malis,Disgust,0.9183525443077087
6951,μηλις,,Disgust,0.9183525443077087
6952,μηλοβοτηρ,a shepherd,Joy,0.9999284744262695
6953,μηλοβοτα,,Joy,0.9999481439590454
6954,μηλοθυτης,"one who sacrifices sheep, a priest",Disgust,0.9998925924301147
6955,μηλολονθη,the cockchafer,Joy,0.9999642372131348
6956,μηλον,a sheep,Joy,0.5498968362808228
6957,μηλον,tree-fruit,Joy,0.5498968362808228
6958,μηλονομης,a shepherd,Joy,0.7110162377357483
6959,μηλουχος,a girdle that confines the breasts,Joy,0.7115438580513
6960,μηλοφυλαξ,a sheep-watcher,Fear,0.9953332543373108
6961,μηλοψ,"looking like an apple, yellow, ripe",Joy,0.9999492168426514
6962,μης,a month,Fear,0.9999878406524658
6963,μηνας,the moon,Joy,0.9999173879623413
6964,μηνα,the moon,Joy,0.9999613761901855
6965,μηνιθμος,wrath,Fear,0.999987006187439
6966,μηνῑμα,a cause of wrath,Fear,0.9999051094055176
6967,μηνισκος,a crescent,Fear,0.9999840259552002
6968,μηνις,"wrath, anger",Fear,0.999953031539917
6969,μηνῡμα,an information,Joy,0.9999693632125854
6970,μηνῡτηρ,"an informer, guide",Fear,0.9999785423278809
6971,μηνῡτης,bringing to light,Fear,0.9999657869338989
6972,μηνυτρον,"the price of information, reward",Fear,0.9999568462371826
6973,μηνυτωρ,,Fear,0.999984860420227
6974,μηρ,,Fear,0.9999821186065674
6975,μηριον,slices cut from the thighs,Fear,0.9999316930770874
6976,μηρινθος,"a cord, line, string",Trust,0.9997904896736145
6977,μηρος,the thigh,Fear,0.9999864101409912
6978,μηστωρ,"an adviser, counsellor",Trust,0.9998921155929565
6979,μητηρ,a mother,Trust,0.9999434947967529
6980,μητιετα,a counsellor,Trust,0.9999486207962036
6981,μητις,"the faculty of advising, wisdom, counsel, cunning, craft",Fear,0.9998791217803955
6982,μητρᾰγυρτης,"a begging priest of Cybele, the mother",Disgust,0.9999668598175049
6983,μητραδελφος,a mother's brother,Joy,0.9999654293060303
6984,μητρᾰλοιας,"striking one's mother, a matricide",Disgust,0.9999690055847168
6985,μητρη,,Fear,0.8443083763122559
6986,μητριας,,Trust,0.9997946619987488
6987,μητρις,,Sadness,0.9924623966217041
6988,μητροκᾰσιγνητη,a sister by the same mother,Trust,0.9999327659606934
6989,μητροματωρ,one's mother's mother,Joy,0.9999420642852783
6990,μητροπατωρ,one's mother's father,Joy,0.9999650716781616
6991,μητροπολις,the mother-state,Joy,0.9999616146087646
6992,μητροφοντης,,Trust,0.8642295598983765
6993,μητρυιη,a step-mother,Trust,0.9997361302375793
6994,μητρως,a maternal uncle,Trust,0.9996863603591919
6995,μηχανημ,an engine,Trust,0.9499437212944031
6996,μηχᾰνη,"an instrument, machine",Trust,0.9583713412284851
6997,μηχανιωτα,,Fear,0.9964841604232788
6998,μηχᾰνοδιφης,inventing artifices,Disgust,0.9999377727508545
6999,μηχᾰνοποιος,"an engineer, maker of war-engines",Disgust,0.9999560117721558
7000,μηχαρ,,Joy,0.9999693632125854
7001,μηχος,"a means, expedient, remedy",Fear,0.999985933303833
7002,μῐαιφονια,bloodguiltiness,Disgust,0.9999092817306519
7003,μῐᾰρια,brutality,Disgust,0.9999663829803467
7004,μιασμ,"stain, defilement, the taint of guilt",Joy,0.9998511075973511
7005,μιαστωρ,"a wretch stained with crime, a guilty wretch, a pollution",Joy,0.999961256980896
7006,μῐγας,mixed pell-mell,Disgust,0.9999691247940063
7007,μιγμα,a mixture,Joy,0.7551193237304688
7008,μιδα,Midas,Disgust,0.9969314336776733
7009,μιθρα,Mithras,Joy,0.8339869976043701
7010,μικρᾰδῐκητης,doing petty wrongs,Disgust,0.99996018409729
7011,μικραυλαξ,with small furrows,Disgust,0.9999667406082153
7012,μικρεμπορος,"a pedlar, huckster",Disgust,0.9999700784683228
7013,μικρολογια,the character of a,Disgust,0.9999703168869019
7014,μικροπολιτης,a citizen of a petty town,Disgust,0.9998655319213867
7015,μικροπρεπεια,the character of a,Disgust,0.9999651908874512
7016,μικροτης,"smallness: littleness, meanness, pettiness",Disgust,0.999967098236084
7017,μικροφῐλοτῑμια,petty ambition,Joy,0.7875562906265259
7018,μικροψῡχια,"littleness of soul, meanness of spirit",Disgust,0.8018214106559753
7019,μιλαξ,,Disgust,0.999920129776001
7020,μῑλητος,Miletus,Joy,0.999967098236084
7021,μῑλῐαριον,a copper vessel,Joy,0.9999687671661377
7022,μῑλῐασμος,a marking by milestones,Joy,0.9997604489326477
7023,μῑλῐον,"a Roman mile, milliarium",Joy,0.999966025352478
7024,μιλτειον,a vessel for keeping,Joy,0.9999614953994751
7025,μιλτος,"red chalk, ruddle",Disgust,0.8342016935348511
7026,μιμαρκυς,hare-soup,Disgust,0.9999377727508545
7027,μιμημ,"anything imitated, a counterfeit, copy",Joy,0.9999643564224243
7028,μῑμησις,imitation,Joy,0.6000080704689026
7029,μιμητα,"an imitator, copyist",Disgust,0.7054868936538696
7030,μιμος,"an imitator, mimic: an actor, mime",Disgust,0.9883864521980286
7031,μῑμωδος,a singer of,Joy,0.9999682903289795
7032,μινθος,human ordure.,Disgust,0.719640851020813
7033,μινυα,the Minyans,Disgust,0.6268213987350464
7034,μῐνυρισμα,a warbling,Disgust,0.9999673366546631
7035,μῑνως,Minos,Surprise,0.9998592138290405
7036,μιξις,"a mixing, mingling",Disgust,0.9999696016311646
7037,μιξοθηρ,half-beast,Joy,0.999887228012085
7038,μῑσᾰγᾰθια,a hatred of good,Disgust,0.9999692440032959
7039,μῑσανθρωπια,hatred of mankind,Disgust,0.9999688863754272
7040,μισγαγκεια,"a place where mountain glens and their streams meet, a meeting of glens",Disgust,0.9999690055847168
7041,μῑσελλην,a hater of the Greeks,Joy,0.9989073276519775
7042,μῑσημα,an object of hate,Joy,0.999937891960144
7043,μῑσητια,"hateful lust, lewdness",Disgust,0.9999693632125854
7044,μισθαποδοσια,"payment of wages, recompense",Disgust,0.999962568283081
7045,μισθᾰποδοτης,"one who pays wages, a rewarder",Disgust,0.9999607801437378
7046,μισθαριον,a little fee,Disgust,0.9999697208404541
7047,μισθαρνης,a hired workman,Disgust,0.9999696016311646
7048,μισθαρνια,an earning of wages,Disgust,0.9999688863754272
7049,μισθαρχιδης,son of a placeman,Disgust,0.9999681711196899
